mh_2;mh_1;d;err;phhinit;md_0;md_1;pdhinit;time;vh_1;vd_1;vd_0;rdd;pdh;rhd;rhh;f_1;f_0;phh;vh_2;file
1.275;0.75;0.1;0.02;0.99;0.875;1;0.7;119489;1.10048;0.953209;1.02974;0.541158;0.999945;0.62999;0.540032;0.69579;0.157164;0.00635678;1.0129;iters//iter_freqdep_18_8_2017_214854_998432552
1.275;0.75;0.1;0.02;0.7;0.875;1;0.9;117633;1.08114;0.936451;1.01164;0.541154;0.999944;0.629986;0.540033;0.695786;0.157157;0.00639572;0.995089;iters//iter_freqdep_18_8_2017_214911_688387811
1.275;0.75;1;0.02;0.8;0.875;1;0.5;2569;1.17633;1.01735;1.09328;0;0.290006;0;0;0.52444;0.339343;0.560745;0.923273;iters//iter_freqdep_18_8_2017_214832_534838882
1.275;0.75;1;0.02;0.99;0.875;1;0.99;6986;1.32496;1.14588;1.23141;0;0.533606;0;0;0.524451;0.339316;0.196139;1.03992;iters//iter_freqdep_18_8_2017_214925_394123423
1.275;0.75;0.5;0.02;0.01;0.875;1;0.6;7070;1.07583;0.932683;1.01287;0.132998;0.999038;0.342362;0.130125;0.644817;0.183907;0.0001;0.931386;iters//iter_freqdep_18_8_2017_214835_621409460
1.275;0.75;0.1;0.02;0.1;0.875;1;0.3;102598;1.07109;0.92775;1.00224;0.541152;0.999944;0.629983;0.540034;0.695785;0.157153;0.00641757;0.985842;iters//iter_freqdep_18_8_2017_214801_188470939
1.275;0.75;1;0.02;0.3;0.875;1;0.7;7178;1.11283;0.96243;1.03426;0;0.546933;0;0;0.524453;0.33931;0.176208;0.873432;iters//iter_freqdep_18_8_2017_214848_664802521
1.275;0.75;0.5;0.02;0.2;0.875;1;0.9;3698;1.08678;0.942172;1.02318;0.132998;0.999037;0.342362;0.130125;0.644816;0.183907;0.0001;0.940863;iters//iter_freqdep_18_8_2017_214907_954761836
1.275;0.75;1;0.02;0.7;0.875;1;0.8;5888;1.17494;1.01615;1.09199;0;0.464679;0;0;0.524448;0.339323;0.299297;0.922183;iters//iter_freqdep_18_8_2017_214902_822412719
1.275;0.75;0.5;0.02;0.2;0.875;1;0.01;9659;1.07832;0.934841;1.01522;0.132996;0.999043;0.342363;0.130125;0.644817;0.183905;0.0001;0.933541;iters//iter_freqdep_18_8_2017_214717_977895364
1.275;0.75;1;0.02;0.01;0.875;1;0.3;8054;1.08357;0.937097;1.00704;0;0.570048;0;0;0.524423;0.339381;0.141427;0.850465;iters//iter_freqdep_18_8_2017_214801_92629598
1.275;0.75;1;0.02;0.6;0.875;1;0.4;2681;1.11374;0.963217;1.03511;0;0.311273;0;0;0.524441;0.339341;0.528909;0.874144;iters//iter_freqdep_18_8_2017_214819_59308035
1.275;0.75;1;0.02;0.4;0.875;1;0.9;8995;1.1338;0.98056;1.05374;0;0.595427;0;0;0.524456;0.339302;0.103641;0.889886;iters//iter_freqdep_18_8_2017_214909_700211070
1.275;0.75;1;0.02;0.8;0.875;1;0.7;4343;1.19911;1.03705;1.11445;0;0.39277;0;0;0.524445;0.339332;0.406924;0.941152;iters//iter_freqdep_18_8_2017_214853_739243919
1.275;0.75;0.5;0.02;0.2;0.875;1;0.2;9379;1.07201;0.92937;1.00928;0.132999;0.999033;0.342362;0.130125;0.644816;0.183908;0.0001;0.928078;iters//iter_freqdep_18_8_2017_214748_605795806
1.275;0.75;0.1;0.02;0.5;0.875;1;0.01;122352;1.07063;0.927345;1.0018;0.541152;0.999944;0.629983;0.540034;0.695784;0.157152;0.0064201;0.985412;iters//iter_freqdep_18_8_2017_214720_934721450
1.275;0.75;0.1;0.02;0.1;0.875;1;0.2;104196;1.07103;0.927698;1.00218;0.541152;0.999944;0.629983;0.540034;0.695785;0.157153;0.00641434;0.985787;iters//iter_freqdep_18_8_2017_214746_705173340
1.275;0.75;0.1;0.02;0.3;0.875;1;0.99;106463;1.07513;0.93125;1.00602;0.541153;0.999944;0.629984;0.540034;0.695785;0.157154;0.00640941;0.989562;iters//iter_freqdep_18_8_2017_214917_728064523
1.275;0.75;0.5;0.02;0.6;0.875;1;0.6;9100;1.10017;0.953784;1.03579;0.132995;0.999046;0.342363;0.130125;0.644817;0.183905;0.0001;0.952458;iters//iter_freqdep_18_8_2017_214840_892177941
1.275;0.75;1;0.02;0.6;0.875;1;0.6;4344;1.13584;0.982333;1.05565;0;0.395226;0;0;0.524445;0.339331;0.403247;0.891493;iters//iter_freqdep_18_8_2017_214841_39735309
1.275;0.75;0.5;0.02;0.2;0.875;1;0.6;7519;1.07952;0.935882;1.01635;0.132997;0.999041;0.342363;0.130125;0.644817;0.183906;0.0001;0.934581;iters//iter_freqdep_18_8_2017_214837_218107491
1.275;0.75;0.5;0.02;0.9;0.875;1;0.7;8698;1.16469;1.00972;1.09654;0.132998;0.999039;0.342362;0.130125;0.644816;0.183907;0.0001;1.00832;iters//iter_freqdep_18_8_2017_214854_709076217
1.275;0.75;0.5;0.02;0.9;0.875;1;0.99;5273;1.16466;1.00969;1.0965;0.132995;0.999051;0.342363;0.130125;0.644817;0.183904;0.0001;1.00829;iters//iter_freqdep_18_8_2017_214924_120070099
1.275;0.75;0.1;0.02;0.3;0.875;1;0.6;110909;1.07292;0.929331;1.00395;0.541152;0.999944;0.629984;0.540034;0.695785;0.157154;0.00641316;0.987523;iters//iter_freqdep_18_8_2017_214837_343861574
1.275;0.75;0.1;0.02;0.01;0.875;1;0.01;95047;1.07249;0.928957;1.00354;0.541153;0.999944;0.629984;0.540034;0.695785;0.157154;0.00640954;0.987125;iters//iter_freqdep_18_8_2017_214714_802827462
1.275;0.75;0.5;0.02;0.2;0.875;1;0.3;9079;1.0729;0.930144;1.01012;0.132996;0.999043;0.342363;0.130125;0.644817;0.183905;0.0001;0.928851;iters//iter_freqdep_18_8_2017_214802_998441848
1.275;0.75;0.5;0.02;0.8;0.875;1;0.6;9474;1.13071;0.980255;1.06454;0.133001;0.999028;0.342362;0.130124;0.644815;0.18391;0.0001;0.978892;iters//iter_freqdep_18_8_2017_214843_20998311
1.275;0.75;0.1;0.02;0.99;0.875;1;0.5;120998;1.10377;0.956055;1.03282;0.541158;0.999945;0.62999;0.540032;0.69579;0.157164;0.00635731;1.01592;iters//iter_freqdep_18_8_2017_214833_840828378
1.275;0.75;1;0.02;0.9;0.875;1;0.7;3954;1.25458;1.08503;1.16601;0;0.378309;0;0;0.524444;0.339333;0.428568;0.98469;iters//iter_freqdep_18_8_2017_214854_878764689
1.275;0.75;0.5;0.02;0.5;0.875;1;0.7;7948;1.09602;0.950185;1.03188;0.132995;0.999048;0.342363;0.130125;0.644817;0.183904;0.0001;0.948864;iters//iter_freqdep_18_8_2017_214850_445820193
1.275;0.75;0.5;0.02;0.3;0.875;1;0.5;8581;1.07944;0.935806;1.01627;0.132996;0.999042;0.342363;0.130125;0.644817;0.183906;0.0001;0.934505;iters//iter_freqdep_18_8_2017_214827_222465006
1.275;0.75;0.1;0.02;0.99;0.875;1;0.3;122309;1.1082;0.959892;1.03696;0.541159;0.999945;0.629992;0.540031;0.695791;0.157166;0.00634397;1.02;iters//iter_freqdep_18_8_2017_214811_141043512
1.275;0.75;1;0.02;0.4;0.875;1;0.3;3375;1.09056;0.943141;1.01353;0;0.369766;0;0;0.524435;0.339352;0.441367;0.855953;iters//iter_freqdep_18_8_2017_214805_339211030
1.275;0.75;0.1;0.02;0.7;0.875;1;0.7;119241;1.07985;0.935338;1.01044;0.541154;0.999944;0.629985;0.540033;0.695786;0.157156;0.00639794;0.993905;iters//iter_freqdep_18_8_2017_214851_651521843
1.275;0.75;0.1;0.02;0.2;0.875;1;0.99;99029;1.07437;0.930591;1.00531;0.541152;0.999944;0.629984;0.540034;0.695785;0.157154;0.00641179;0.988862;iters//iter_freqdep_18_8_2017_214916_979370458
1.275;0.75;1;0.02;0.4;0.875;1;0.2;3320;1.08632;0.939471;1.00959;0;0.3472;0;0;0.524436;0.339349;0.475155;0.852623;iters//iter_freqdep_18_8_2017_214751_41135632
1.275;0.75;0.1;0.02;0.8;0.875;1;0.8;118949;1.08436;0.939239;1.01465;0.541154;0.999944;0.629986;0.540033;0.695787;0.157157;0.00639351;0.998051;iters//iter_freqdep_18_8_2017_214902_929975694
1.275;0.75;0.1;0.02;0.99;0.875;1;0.4;121728;1.10578;0.957792;1.03469;0.541159;0.999945;0.629991;0.540031;0.69579;0.157165;0.00635027;1.01777;iters//iter_freqdep_18_8_2017_214822_662414980
1.275;0.75;0.1;0.02;0.6;0.875;1;0.4;121414;1.07383;0.930117;1.0048;0.541153;0.999944;0.629984;0.540034;0.695785;0.157154;0.00640995;0.988358;iters//iter_freqdep_18_8_2017_214818_81013972
1.275;0.75;0.5;0.02;0.6;0.875;1;0.4;10316;1.08973;0.944728;1.02596;0.133;0.999031;0.342362;0.130125;0.644816;0.183909;0.0001;0.943415;iters//iter_freqdep_18_8_2017_214818_907545458
1.275;0.75;0.5;0.02;0.6;0.875;1;0.7;8312;1.1043;0.957365;1.03968;0.132996;0.999046;0.342363;0.130125;0.644817;0.183905;0.0001;0.956034;iters//iter_freqdep_18_8_2017_214851_413829906
1.275;0.75;0.1;0.02;0.1;0.875;1;0.8;88289;1.07301;0.929406;1.00403;0.541153;0.999944;0.629984;0.540034;0.695785;0.157154;0.00640987;0.987603;iters//iter_freqdep_18_8_2017_214856_674326552
1.275;0.75;0.5;0.02;0.7;0.875;1;0.99;4724;1.12465;0.975001;1.05883;0.133;0.999028;0.342362;0.130124;0.644816;0.18391;0.0001;0.973646;iters//iter_freqdep_18_8_2017_214922_22207293
1.275;0.75;0.1;0.02;0.1;0.875;1;0.01;105692;1.07235;0.928841;1.00342;0.541153;0.999944;0.629984;0.540034;0.695785;0.157154;0.00641078;0.987002;iters//iter_freqdep_18_8_2017_214715_918927207
1.275;0.75;0.5;0.02;0.6;0.875;1;0.8;7312;1.10777;0.960374;1.04295;0.132996;0.999044;0.342363;0.130125;0.644817;0.183905;0.0001;0.959039;iters//iter_freqdep_18_8_2017_214901_686902179
1.275;0.75;1;0.02;0.5;0.875;1;0.7;5924;1.13072;0.977904;1.05089;0;0.472965;0;0;0.524449;0.339322;0.286897;0.887474;iters//iter_freqdep_18_8_2017_214850_562536670
1.275;0.75;0.5;0.02;0.99;0.875;1;0.2;10497;1.28032;1.10996;1.2054;0.132999;0.999036;0.342362;0.130124;0.644816;0.183909;0.0001;1.10842;iters//iter_freqdep_18_8_2017_214757_975735932
1.275;0.75;0.5;0.02;0.99;0.875;1;0.01;12910;1.11024;0.962516;1.04527;0.132995;0.999046;0.342363;0.130125;0.644817;0.183905;0.0001;0.961178;iters//iter_freqdep_18_8_2017_214729_9850828
1.275;0.75;0.1;0.02;0.2;0.875;1;0.3;110231;1.07107;0.927725;1.00221;0.541152;0.999944;0.629983;0.540034;0.695784;0.157153;0.00641841;0.985816;iters//iter_freqdep_18_8_2017_214802_210566774
1.275;0.75;0.1;0.02;0.4;0.875;1;0.1;119793;1.07041;0.927154;1.0016;0.541152;0.999944;0.629983;0.540034;0.695784;0.157152;0.00642054;0.985209;iters//iter_freqdep_18_8_2017_214734_56882802
1.275;0.75;0.5;0.02;0.7;0.875;1;0.6;9353;1.11194;0.963987;1.04687;0.132996;0.999043;0.342363;0.130125;0.644817;0.183906;0.0001;0.962646;iters//iter_freqdep_18_8_2017_214841_923834010
1.275;0.75;0.5;0.02;0.2;0.875;1;0.7;6650;1.08234;0.938326;1.019;0.132996;0.999044;0.342363;0.130125;0.644817;0.183905;0.0001;0.937021;iters//iter_freqdep_18_8_2017_214847_733694711
1.275;0.75;0.5;0.02;0.1;0.875;1;0.8;5095;1.08178;0.937842;1.01848;0.132998;0.999036;0.342362;0.130125;0.644816;0.183907;0.0001;0.936538;iters//iter_freqdep_18_8_2017_214857_255858032
1.275;0.75;1;0.02;0.99;0.875;1;0.6;2693;1.37558;1.18967;1.27846;0;0.31724;0;0;0.524442;0.339338;0.519982;1.07966;iters//iter_freqdep_18_8_2017_214845_594135419
1.275;0.75;0.1;0.02;0.7;0.875;1;0.99;117361;1.0816;0.936855;1.01208;0.541154;0.999944;0.629986;0.540033;0.695786;0.157157;0.00639573;0.995518;iters//iter_freqdep_18_8_2017_214921_245240535
1.275;0.75;1;0.02;0.01;0.875;1;0.4;8187;1.08651;0.939642;1.00977;0;0.589505;0;0;0.524422;0.339384;0.112283;0.852775;iters//iter_freqdep_18_8_2017_214813_223902656
1.275;0.75;0.1;0.02;0.4;0.875;1;0.4;117319;1.072;0.928539;1.00309;0.541152;0.999944;0.629984;0.540034;0.695785;0.157154;0.00641237;0.986681;iters//iter_freqdep_18_8_2017_214816_146743405
1.275;0.75;0.1;0.02;0.5;0.875;1;0.4;119724;1.07265;0.929099;1.0037;0.541152;0.999944;0.629984;0.540034;0.695785;0.157154;0.00641149;0.987277;iters//iter_freqdep_18_8_2017_214817_88594166
1.275;0.75;0.1;0.02;0.01;0.875;1;0.9;34448;1.07304;0.929436;1.00406;0.541153;0.999944;0.629984;0.540034;0.695785;0.157154;0.00640854;0.987634;iters//iter_freqdep_18_8_2017_214906_292140961
1.275;0.75;0.5;0.02;0.5;0.875;1;0.3;10419;1.07833;0.934851;1.01523;0.132997;0.999041;0.342363;0.130125;0.644817;0.183906;0.0001;0.933552;iters//iter_freqdep_18_8_2017_214806_319465504
1.275;0.75;0.1;0.02;0.7;0.875;1;0.8;118313;1.08057;0.935962;1.01111;0.541154;0.999944;0.629986;0.540033;0.695787;0.157157;0.00639536;0.994568;iters//iter_freqdep_18_8_2017_214901_904454770
1.275;0.75;0.1;0.02;0.1;0.875;1;0.7;91542;1.07258;0.929035;1.00363;0.541152;0.999944;0.629983;0.540034;0.695785;0.157153;0.00641493;0.987209;iters//iter_freqdep_18_8_2017_214846_278894955
1.275;0.75;0.5;0.02;0.1;0.875;1;0.5;7848;1.07532;0.932241;1.01239;0.133001;0.999024;0.342361;0.130124;0.644815;0.183911;0.0001;0.930945;iters//iter_freqdep_18_8_2017_214825_398671587
1.275;0.75;1;0.02;0.01;0.875;1;0.7;10345;1.0993;0.950726;1.02168;0;0.664686;0;0;0.524462;0.339288;2.09404e-05;0.862812;iters//iter_freqdep_18_8_2017_214846_246310608
1.275;0.75;0.5;0.02;0.9;0.875;1;0.5;10013;1.16041;1.006;1.0925;0.132996;0.999044;0.342363;0.130125;0.644817;0.183906;0.0001;1.00461;iters//iter_freqdep_18_8_2017_214833_522172284
1.275;0.75;1;0.02;0.2;0.875;1;0.2;5432;1.08401;0.937475;1.00744;0;0.452966;0;0;0.52443;0.339362;0.31678;0.85081;iters//iter_freqdep_18_8_2017_214748_776267868
1.275;0.75;1;0.02;0.7;0.875;1;0.01;902;1.14382;0.989194;1.06302;0;0.159562;0;0;0.524444;0.339328;0.756091;0.897751;iters//iter_freqdep_18_8_2017_214724_860750090
1.275;0.75;1;0.02;0.7;0.875;1;0.2;745;1.09785;0.949481;1.02035;0;0.197914;0;0;0.524436;0.339354;0.698598;0.861676;iters//iter_freqdep_18_8_2017_214754_517707899
1.275;0.75;1;0.02;0.2;0.875;1;0.6;6122;1.10133;0.952486;1.02357;0;0.553157;0;0;0.524454;0.339308;0.166894;0.864407;iters//iter_freqdep_18_8_2017_214837_306179388
1.275;0.75;0.5;0.02;0.3;0.875;1;0.9;4272;1.09062;0.945503;1.0268;0.132995;0.999046;0.342363;0.130125;0.644817;0.183905;0.0001;0.944188;iters//iter_freqdep_18_8_2017_214908_769006555
1.275;0.75;0.5;0.02;0.01;0.875;1;0.1;8942;1.07306;0.930278;1.01026;0.132997;0.999041;0.342363;0.130125;0.644817;0.183906;0.0001;0.928985;iters//iter_freqdep_18_8_2017_214730_243049583
1.275;0.75;0.1;0.02;0.8;0.875;1;0.3;124134;1.07792;0.933659;1.00862;0.541153;0.999944;0.629985;0.540034;0.695786;0.157155;0.00640341;0.992122;iters//iter_freqdep_18_8_2017_214808_715694912
1.275;0.75;0.5;0.02;0.1;0.875;1;0.4;8338;1.07353;0.930685;1.0107;0.132999;0.999033;0.342362;0.130125;0.644816;0.183908;0.0001;0.929391;iters//iter_freqdep_18_8_2017_214814_22118442
1.275;0.75;0.5;0.02;0.99;0.875;1;0.6;9031;1.22264;1.05996;1.15109;0.132994;0.999053;0.342363;0.130125;0.644818;0.183904;0.0001;1.05848;iters//iter_freqdep_18_8_2017_214845_395285023
1.275;0.75;0.5;0.02;0.3;0.875;1;0.8;5924;1.08825;0.943452;1.02457;0.132996;0.999044;0.342363;0.130125;0.644817;0.183905;0.0001;0.94214;iters//iter_freqdep_18_8_2017_214858_942377082
1.275;0.75;0.1;0.02;0.2;0.875;1;0.9;99594;1.07396;0.930233;1.00492;0.541152;0.999944;0.629984;0.540034;0.695785;0.157154;0.00641312;0.988481;iters//iter_freqdep_18_8_2017_214907_319970985
1.275;0.75;0.1;0.02;0.5;0.875;1;0.8;115158;1.0763;0.932262;1.00711;0.541153;0.999944;0.629985;0.540034;0.695786;0.157156;0.00640168;0.990637;iters//iter_freqdep_18_8_2017_214859_992808281
1.275;0.75;1;0.02;0.8;0.875;1;0.1;530;1.09246;0.944781;1.0153;0;0.121475;0;0;0.524446;0.339322;0.813111;0.857445;iters//iter_freqdep_18_8_2017_214740_141270010
1.275;0.75;1;0.02;0.9;0.875;1;0.6;3023;1.2488;1.08002;1.16063;0;0.32397;0;0;0.524442;0.339339;0.509906;0.980151;iters//iter_freqdep_18_8_2017_214844_358262878
1.275;0.75;0.5;0.02;0.9;0.875;1;0.3;11148;1.14589;0.993419;1.07883;0.132995;0.99905;0.342363;0.130125;0.644817;0.183904;0.0001;0.992038;iters//iter_freqdep_18_8_2017_214810_802996311
1.275;0.75;0.1;0.02;0.7;0.875;1;0.1;125205;1.06913;0.926048;1.0004;0.541151;0.999943;0.629982;0.540035;0.695784;0.157152;0.0064222;0.984034;iters//iter_freqdep_18_8_2017_214737_721837526
1.275;0.75;0.1;0.02;0.7;0.875;1;0.6;120277;1.07892;0.934528;1.00956;0.541153;0.999944;0.629985;0.540034;0.695786;0.157155;0.00640442;0.993045;iters//iter_freqdep_18_8_2017_214841_125611833
1.275;0.75;1;0.02;0.01;0.875;1;0.5;8174;1.09035;0.942965;1.01334;0;0.613147;0;0;0.52442;0.339388;0.0768714;0.85579;iters//iter_freqdep_18_8_2017_214824_655549351
1.275;0.75;0.5;0.02;0.4;0.875;1;0.7;7522;1.0901;0.945053;1.02631;0.132997;0.999041;0.342363;0.130125;0.644817;0.183906;0.0001;0.943739;iters//iter_freqdep_18_8_2017_214849_517863627
1.275;0.75;0.1;0.02;0.01;0.875;1;0.3;90018;1.07113;0.927785;1.00228;0.541152;0.999944;0.629983;0.540034;0.695785;0.157153;0.00641501;0.98588;iters//iter_freqdep_18_8_2017_214800_268816486
1.275;0.75;0.1;0.02;0.8;0.875;1;0.7;119855;1.08382;0.938777;1.01415;0.541154;0.999944;0.629986;0.540033;0.695787;0.157157;0.00639438;0.99756;iters//iter_freqdep_18_8_2017_214852_713814395
1.275;0.75;1;0.02;0.3;0.875;1;0.6;5939;1.10634;0.956815;1.02823;0;0.509622;0;0;0.524451;0.339315;0.232042;0.868336;iters//iter_freqdep_18_8_2017_214838_170442015
1.275;0.75;1;0.02;0.1;0.875;1;0.2;6673;1.08305;0.936651;1.00656;0;0.506665;0;0;0.524427;0.339371;0.236359;0.850062;iters//iter_freqdep_18_8_2017_214747_673800577
1.275;0.75;0.5;0.02;0.4;0.875;1;0.99;2797;1.09777;0.951702;1.03353;0.132996;0.999046;0.342363;0.130125;0.644817;0.183905;0.0001;0.950379;iters//iter_freqdep_18_8_2017_214919_240909600
1.275;0.75;1;0.02;0.99;0.875;1;0.7;3611;1.35794;1.17441;1.26207;0;0.372679;0;0;0.524444;0.339333;0.436996;1.06581;iters//iter_freqdep_18_8_2017_214856_59645466
1.275;0.75;0.1;0.02;0.1;0.875;1;0.99;84570;1.07379;0.930083;1.00476;0.541152;0.999944;0.629984;0.540034;0.695785;0.157154;0.00641159;0.988321;iters//iter_freqdep_18_8_2017_214916_328929693
1.275;0.75;0.1;0.02;0.8;0.875;1;0.9;118345;1.08473;0.939563;1.015;0.541155;0.999944;0.629986;0.540033;0.695787;0.157158;0.00638956;0.998395;iters//iter_freqdep_18_8_2017_214912_700012381
1.275;0.75;1;0.02;0.6;0.875;1;0.5;3468;1.12531;0.973223;1.04586;0;0.351613;0;0;0.524443;0.339336;0.468527;0.883225;iters//iter_freqdep_18_8_2017_214830_284224563
1.275;0.75;0.5;0.02;0.9;0.875;1;0.6;9400;1.16323;1.00845;1.09515;0.133001;0.999027;0.342361;0.130124;0.644815;0.183911;0.0001;1.00705;iters//iter_freqdep_18_8_2017_214844_167115876
1.275;0.75;0.1;0.02;0.6;0.875;1;0.01;124145;1.06958;0.926436;1.00082;0.541151;0.999943;0.629982;0.540035;0.695784;0.157152;0.00642258;0.984446;iters//iter_freqdep_18_8_2017_214722_233912279
1.275;0.75;0.1;0.02;0.2;0.875;1;0.8;101056;1.07348;0.929818;1.00447;0.541152;0.999944;0.629984;0.540034;0.695785;0.157154;0.00641146;0.98804;iters//iter_freqdep_18_8_2017_214857_371842090
1.275;0.75;0.1;0.02;0.6;0.875;1;0.3;122439;1.07235;0.928842;1.00342;0.541153;0.999944;0.629984;0.540034;0.695785;0.157154;0.00640948;0.987003;iters//iter_freqdep_18_8_2017_214806_528967442
1.275;0.75;0.1;0.02;0.01;0.875;1;0.4;86272;1.07131;0.927939;1.00244;0.541152;0.999944;0.629983;0.540034;0.695785;0.157153;0.00641489;0.986043;iters//iter_freqdep_18_8_2017_214812_450204976
1.275;0.75;0.1;0.02;0.99;0.875;1;0.6;120213;1.10199;0.954516;1.03115;0.541158;0.999945;0.62999;0.540032;0.69579;0.157163;0.00636124;1.01428;iters//iter_freqdep_18_8_2017_214844_486164389
1.275;0.75;0.1;0.02;0.4;0.875;1;0.6;114749;1.0736;0.929917;1.00458;0.541152;0.999944;0.629984;0.540034;0.695785;0.157154;0.00641135;0.988146;iters//iter_freqdep_18_8_2017_214838_226282075
1.275;0.75;1;0.02;0.7;0.875;1;0.6;3834;1.1562;0.999941;1.07457;0;0.365068;0;0;0.524444;0.339334;0.448387;0.907473;iters//iter_freqdep_18_8_2017_214842_83111908
1.275;0.75;1;0.02;0.2;0.875;1;0.9;12228;1.1181;0.966979;1.03915;0;0.664654;0;0;0.524461;0.339289;6.67225e-05;0.877562;iters//iter_freqdep_18_8_2017_214908_9199721
1.275;0.75;1;0.02;0.7;0.875;1;0.5;2989;1.14411;0.989486;1.06334;0;0.317851;0;0;0.524442;0.33934;0.519064;0.897984;iters//iter_freqdep_18_8_2017_214831_375522639
1.275;0.75;0.5;0.02;0.3;0.875;1;0.1;10052;1.07324;0.930437;1.01044;0.132997;0.999038;0.342362;0.130125;0.644817;0.183907;0.0001;0.929144;iters//iter_freqdep_18_8_2017_214733_741974945
1.275;0.75;1;0.02;0.4;0.875;1;0.4;1893;1.09755;0.949214;1.02006;0;0.398201;0;0;0.524445;0.339331;0.398795;0.861436;iters//iter_freqdep_18_8_2017_214817_81750498
1.275;0.75;1;0.02;0.5;0.875;1;0.4;3006;1.10393;0.954737;1.02599;0;0.353271;0;0;0.524443;0.339336;0.466044;0.866448;iters//iter_freqdep_18_8_2017_214818_39468377
1.275;0.75;1;0.02;0.1;0.875;1;0.01;6492;1.09339;0.945591;1.01617;0;0.492265;0;0;0.524428;0.339368;0.257925;0.858175;iters//iter_freqdep_18_8_2017_214716_974400450
1.275;0.75;0.1;0.02;0.2;0.875;1;0.1;112185;1.07112;0.927775;1.00227;0.541152;0.999944;0.629983;0.540034;0.695785;0.157153;0.00641444;0.98587;iters//iter_freqdep_18_8_2017_214731_663650579
1.275;0.75;0.1;0.02;0.6;0.875;1;0.1;123881;1.06946;0.926335;1.00071;0.541152;0.999943;0.629983;0.540034;0.695784;0.157152;0.00642051;0.984339;iters//iter_freqdep_18_8_2017_214736_482348515
1.275;0.75;1;0.02;0.2;0.875;1;0.99;15194;1.12276;0.971011;1.04348;0;0.664672;0;0;0.524461;0.339289;3.72167e-05;0.881221;iters//iter_freqdep_18_8_2017_214917_635322233
1.275;0.75;0.5;0.02;0.2;0.875;1;0.8;5453;1.08464;0.940322;1.02117;0.132999;0.999031;0.342362;0.130125;0.644816;0.183909;0.0001;0.939015;iters//iter_freqdep_18_8_2017_214858_24788902
1.275;0.75;0.1;0.02;0.01;0.875;1;0.8;51795;1.07267;0.929118;1.00372;0.541152;0.999944;0.629984;0.540034;0.695785;0.157154;0.00641175;0.987296;iters//iter_freqdep_18_8_2017_214856_190372107
1.275;0.75;1;0.02;0.9;0.875;1;0.01;164;1.13282;0.979683;1.0528;0;0.0503266;0;0;0.524449;0.339314;0.919622;0.88912;iters//iter_freqdep_18_8_2017_214727_644991494
1.275;0.75;1;0.02;0.5;0.875;1;0.1;2331;1.08986;0.942531;1.01288;0;0.277706;0;0;0.524439;0.339341;0.579209;0.8554;iters//iter_freqdep_18_8_2017_214736_382121061
1.275;0.75;0.5;0.02;0.7;0.875;1;0.7;8583;1.11635;0.967806;1.05102;0.132997;0.999043;0.342363;0.130125;0.644817;0.183906;0.0001;0.966461;iters//iter_freqdep_18_8_2017_214852_452467709
1.275;0.75;0.1;0.02;0.4;0.875;1;0.5;116041;1.07282;0.929243;1.00385;0.541152;0.999944;0.629983;0.540034;0.695785;0.157153;0.00641596;0.987429;iters//iter_freqdep_18_8_2017_214827_350125634
1.275;0.75;1;0.02;0.8;0.875;1;0.8;5415;1.20674;1.04364;1.12154;0;0.445615;0;0;0.524447;0.339326;0.327828;0.947136;iters//iter_freqdep_18_8_2017_214903_893355409
1.275;0.75;0.1;0.02;0.3;0.875;1;0.8;107954;1.07412;0.93037;1.00507;0.541153;0.999944;0.629984;0.540034;0.695785;0.157155;0.00640793;0.988627;iters//iter_freqdep_18_8_2017_214858_158693013
1.275;0.75;0.1;0.02;0.99;0.875;1;0.9;118305;1.09803;0.951085;1.02745;0.541158;0.999945;0.629989;0.540032;0.695789;0.157163;0.00636188;1.01064;iters//iter_freqdep_18_8_2017_214914_905897290
1.275;0.75;0.5;0.02;0.9;0.875;1;0.01;12888;1.08097;0.937134;1.01771;0.132999;0.999034;0.342362;0.130125;0.644816;0.183908;0.0001;0.935832;iters//iter_freqdep_18_8_2017_214727_360442445
1.275;0.75;1;0.02;0.99;0.875;1;0.1;421;0.388048;0.335621;0.360671;0;0.0441262;0;0;0.524398;0.33945;0.928794;0.304571;iters//iter_freqdep_18_8_2017_214743_970574010
1.275;0.75;0.5;0.02;0.99;0.875;1;0.5;9514;1.23255;1.06855;1.16042;0.132997;0.999042;0.342363;0.130125;0.644816;0.183907;0.0001;1.06706;iters//iter_freqdep_18_8_2017_214834_749567929
1.275;0.75;0.5;0.02;0.1;0.875;1;0.99;706;1.08547;0.941075;1.02199;0.132714;0.999947;0.342346;0.130383;0.644843;0.183476;0.000843684;0.939721;iters//iter_freqdep_18_8_2017_214916_873433678
1.275;0.75;0.5;0.02;0.1;0.875;1;0.1;9181;1.07316;0.930364;1.01036;0.132997;0.999039;0.342363;0.130125;0.644817;0.183907;0.0001;0.929071;iters//iter_freqdep_18_8_2017_214731_369281666
1.275;0.75;1;0.02;0.3;0.875;1;0.99;13509;1.13003;0.977297;1.05024;0;0.664668;0;0;0.524461;0.33929;4.25224e-05;0.886926;iters//iter_freqdep_18_8_2017_214918_452273232
1.275;0.75;1;0.02;0.01;0.875;1;0.2;7902;1.08224;0.935951;1.00581;0;0.555294;0;0;0.524424;0.339378;0.163525;0.849425;iters//iter_freqdep_18_8_2017_214746_590735911
