mh_2;mh_1;d;err;phhinit;md_0;md_1;pdhinit;time;vh_1;vd_1;vd_0;rdd;pdh;rhd;rhh;f_1;f_0;phh;vh_2;file
1.275;0.75;1;0.02;0.2;0.875;1;0.3;5571;1.08609;0.939276;1.00938;0;0.470806;0;0;0.524429;0.339365;0.290063;0.852444;iters//iter_freqdep_18_8_2017_214803_152615507
1.275;0.75;1;0.02;0.6;0.875;1;0.99;8867;1.16647;1.00881;1.08411;0;0.583662;0;0;0.524455;0.339305;0.121243;0.915528;iters//iter_freqdep_18_8_2017_214921_139779401
1.275;0.75;0.5;0.02;0.5;0.875;1;0.6;8754;1.09233;0.946988;1.02841;0.133;0.999028;0.342362;0.130124;0.644816;0.18391;0.0001;0.945672;iters//iter_freqdep_18_8_2017_214839_918512492
1.275;0.75;0.5;0.02;0.99;0.875;1;0.3;10228;1.26188;1.09397;1.18803;0.132995;0.999052;0.342363;0.130125;0.644817;0.183904;0.0001;1.09245;iters//iter_freqdep_18_8_2017_214812_93744768
1.275;0.75;1;0.02;0.6;0.875;1;0.01;1494;1.12958;0.976885;1.0498;0;0.214893;0;0;0.524441;0.339334;0.673252;0.886579;iters//iter_freqdep_18_8_2017_214723_465184363
1.275;0.75;0.1;0.02;0.9;0.875;1;0.3;123943;1.08678;0.941337;1.01692;0.541155;0.999944;0.629987;0.540033;0.695787;0.157158;0.00638623;1.00028;iters//iter_freqdep_18_8_2017_214809_890940310
1.275;0.75;0.5;0.02;0.7;0.875;1;0.9;6349;1.1226;0.973226;1.0569;0.132997;0.999041;0.342363;0.130125;0.644817;0.183906;0.0001;0.971873;iters//iter_freqdep_18_8_2017_214912_474150571
1.275;0.75;1;0.02;0.2;0.875;1;0.1;5306;1.08642;0.939557;1.00968;0;0.441255;0;0;0.524431;0.33936;0.334318;0.852699;iters//iter_freqdep_18_8_2017_214732_753805586
1.275;0.75;0.5;0.02;0.01;0.875;1;0.7;6198;1.07766;0.93427;1.0146;0.132996;0.999045;0.342363;0.130125;0.644817;0.183905;0.0001;0.932971;iters//iter_freqdep_18_8_2017_214846_172759866
1.275;0.75;1;0.02;0.5;0.875;1;0.2;2445;1.08807;0.940989;1.01122;0;0.295648;0;0;0.524438;0.339343;0.552344;0.854001;iters//iter_freqdep_18_8_2017_214752_225095887
1.275;0.75;1;0.02;0.9;0.875;1;0.4;1543;1.22407;1.05864;1.13765;0;0.217216;0;0;0.524438;0.33935;0.669707;0.960741;iters//iter_freqdep_18_8_2017_214822_552965054
1.275;0.75;0.1;0.02;0.1;0.875;1;0.5;97975;1.07173;0.928301;1.00284;0.541152;0.999944;0.629984;0.540034;0.695785;0.157154;0.00641135;0.986428;iters//iter_freqdep_18_8_2017_214824_709334095
1.275;0.75;0.1;0.02;0.6;0.875;1;0.7;118059;1.0773;0.933127;1.00805;0.541154;0.999944;0.629985;0.540034;0.695786;0.157156;0.00640048;0.991556;iters//iter_freqdep_18_8_2017_214850_646243507
1.275;0.75;0.5;0.02;0.1;0.875;1;0.9;3260;1.08371;0.939514;1.02029;0.132998;0.999035;0.342362;0.130125;0.644816;0.183908;0.0001;0.938208;iters//iter_freqdep_18_8_2017_214907_200991202
1.275;0.75;0.1;0.02;0.01;0.875;1;0.2;92641;1.07116;0.927805;1.0023;0.541152;0.999944;0.629983;0.540034;0.695785;0.157153;0.00641572;0.985901;iters//iter_freqdep_18_8_2017_214745_690610107
1.275;0.75;0.1;0.02;0.2;0.875;1;0.6;105026;1.07246;0.928937;1.00352;0.541152;0.999944;0.629983;0.540034;0.695785;0.157154;0.00641384;0.987104;iters//iter_freqdep_18_8_2017_214836_510719477
1.275;0.75;0.5;0.02;0.3;0.875;1;0.6;7922;1.08283;0.938749;1.01946;0.132995;0.999047;0.342363;0.130125;0.644817;0.183905;0.0001;0.937444;iters//iter_freqdep_18_8_2017_214838_75312351
1.275;0.75;0.1;0.02;0.6;0.875;1;0.8;117066;1.07807;0.93379;1.00876;0.541154;0.999944;0.629985;0.540034;0.695786;0.157156;0.00640023;0.992261;iters//iter_freqdep_18_8_2017_214900_929743756
1.275;0.75;1;0.02;0.4;0.875;1;0.1;3190;1.08893;0.941732;1.01202;0;0.331885;0;0;0.524436;0.339347;0.498086;0.854675;iters//iter_freqdep_18_8_2017_214735_154915809
1.275;0.75;1;0.02;0.5;0.875;1;0.6;4900;1.12238;0.970692;1.04314;0;0.429984;0;0;0.524446;0.339328;0.351222;0.880928;iters//iter_freqdep_18_8_2017_214840_42669071
1.275;0.75;1;0.02;0.3;0.875;1;0.01;4102;1.10266;0.953604;1.02478;0;0.381265;0;0;0.524434;0.339353;0.424149;0.865448;iters//iter_freqdep_18_8_2017_214719_532800442
1.275;0.75;1;0.02;0.01;0.875;1;0.01;7735;1.09036;0.942972;1.01335;0;0.54222;0;0;0.524425;0.339376;0.183107;0.855798;iters//iter_freqdep_18_8_2017_214715_781581681
1.275;0.75;0.5;0.02;0.1;0.875;1;0.3;8712;1.07219;0.929524;1.00944;0.133;0.999028;0.342362;0.130124;0.644816;0.183909;0.0001;0.928232;iters//iter_freqdep_18_8_2017_214801_969089893
1.275;0.75;0.5;0.02;0.99;0.875;1;0.8;7656;1.20826;1.04749;1.13756;0.132996;0.999045;0.342363;0.130125;0.644817;0.183906;0.0001;1.04604;iters//iter_freqdep_18_8_2017_214905_1753129
1.275;0.75;1;0.02;0.3;0.875;1;0.4;4275;1.09329;0.945499;1.01607;0;0.445263;0;0;0.524431;0.339361;0.328315;0.858092;iters//iter_freqdep_18_8_2017_214816_110801913
1.275;0.75;1;0.02;0.9;0.875;1;0.99;7358;1.26086;1.09045;1.17183;0;0.537383;0;0;0.524451;0.339314;0.190489;0.989612;iters//iter_freqdep_18_8_2017_214924_246650072
1.275;0.75;0.1;0.02;0.2;0.875;1;0.4;108749;1.07146;0.928068;1.00258;0.541152;0.999944;0.629983;0.540034;0.695784;0.157153;0.00641825;0.98618;iters//iter_freqdep_18_8_2017_214814_211065019
1.275;0.75;0.1;0.02;0.5;0.875;1;0.1;122171;1.06995;0.926756;1.00117;0.541152;0.999943;0.629983;0.540034;0.695785;0.157153;0.00641516;0.984786;iters//iter_freqdep_18_8_2017_214735_264364180
1.275;0.75;0.1;0.02;0.8;0.875;1;0.5;122032;1.08194;0.937146;1.01239;0.541154;0.999944;0.629986;0.540033;0.695787;0.157157;0.00639373;0.995827;iters//iter_freqdep_18_8_2017_214831_475222028
1.275;0.75;0.1;0.02;0.7;0.875;1;0.2;124477;1.07169;0.928271;1.0028;0.541152;0.999944;0.629983;0.540034;0.695785;0.157154;0.00641325;0.986396;iters//iter_freqdep_18_8_2017_214753_434183025
1.275;0.75;0.5;0.02;0.8;0.875;1;0.1;12329;1.07814;0.93468;1.01504;0.133;0.999029;0.342362;0.130125;0.644816;0.183909;0.0001;0.933381;iters//iter_freqdep_18_8_2017_214739_929173848
1.275;0.75;0.5;0.02;0.99;0.875;1;0.1;18272;0.763274;0.66171;0.718604;0.133002;0.999027;0.34237;0.130101;0.644822;0.183916;0.0001;0.660792;iters//iter_freqdep_18_8_2017_214742_498290822
1.275;0.75;0.1;0.02;0.2;0.875;1;0.5;107005;1.07195;0.928489;1.00304;0.541152;0.999944;0.629983;0.540034;0.695785;0.157153;0.0064151;0.986628;iters//iter_freqdep_18_8_2017_214825_550216944
1.275;0.75;0.5;0.02;0.99;0.875;1;0.9;6604;1.20263;1.04261;1.13225;0.133;0.999033;0.342362;0.130124;0.644816;0.183909;0.0001;1.04116;iters//iter_freqdep_18_8_2017_214915_780636523
1.275;0.75;1;0.02;0.9;0.875;1;0.2;582;1.16286;1.0057;1.08076;0;0.117641;0;0;0.524433;0.339363;0.81877;0.912698;iters//iter_freqdep_18_8_2017_214756_885880030
1.275;0.75;0.5;0.02;0.5;0.875;1;0.9;5458;1.10199;0.955363;1.0375;0.133001;0.999027;0.342362;0.130124;0.644815;0.18391;0.0001;0.954035;iters//iter_freqdep_18_8_2017_214910_520370175
1.275;0.75;0.5;0.02;0.4;0.875;1;0.1;10548;1.07324;0.930439;1.01044;0.132999;0.999031;0.342362;0.130125;0.644816;0.183909;0.0001;0.929145;iters//iter_freqdep_18_8_2017_214734_953484340
1.275;0.75;1;0.02;0.2;0.875;1;0.8;9113;1.11269;0.962301;1.03412;0;0.625505;0;0;0.524458;0.339296;0.0586395;0.873317;iters//iter_freqdep_18_8_2017_214858_93098364
1.275;0.75;0.1;0.02;0.9;0.875;1;0.7;119959;1.09035;0.944432;1.02026;0.541156;0.999944;0.629987;0.540033;0.695788;0.157159;0.00638109;1.00357;iters//iter_freqdep_18_8_2017_214853_855475671
1.275;0.75;0.5;0.02;0.7;0.875;1;0.01;11985;1.08422;0.939955;1.02077;0.133001;0.999024;0.342361;0.130124;0.644815;0.183911;0.0001;0.938649;iters//iter_freqdep_18_8_2017_214724_597747600
1.275;0.75;0.5;0.02;0.01;0.875;1;0.99;369;1.0831;0.93898;1.01971;0.132997;0.999038;0.342362;0.130125;0.644817;0.183907;0.0001;0.937675;iters//iter_freqdep_18_8_2017_214916_234788063
1.275;0.75;0.5;0.02;0.6;0.875;1;0.01;11547;1.08271;0.938642;1.01935;0.132996;0.999043;0.342363;0.130125;0.644817;0.183905;0.0001;0.937337;iters//iter_freqdep_18_8_2017_214723_212418428
1.275;0.75;0.5;0.02;0.99;0.875;1;0.99;5257;1.1982;1.03877;1.12808;0.133001;0.999029;0.342362;0.130124;0.644815;0.18391;0.0001;1.03733;iters//iter_freqdep_18_8_2017_214925_246084427
1.275;0.75;0.5;0.02;0.8;0.875;1;0.3;11279;1.10807;0.960635;1.04323;0.133001;0.999028;0.342362;0.130124;0.644816;0.18391;0.0001;0.959299;iters//iter_freqdep_18_8_2017_214809_589119626
1.275;0.75;0.1;0.02;0.5;0.875;1;0.3;120738;1.07157;0.928159;1.00268;0.541152;0.999944;0.629984;0.540034;0.695785;0.157154;0.00641258;0.986277;iters//iter_freqdep_18_8_2017_214805_395505156
1.275;0.75;0.1;0.02;0.8;0.875;1;0.1;126192;1.06973;0.926573;1.00097;0.541152;0.999943;0.629983;0.540034;0.695785;0.157153;0.00641485;0.984592;iters//iter_freqdep_18_8_2017_214738_971721321
1.275;0.75;0.1;0.02;0.7;0.875;1;0.01;125675;1.06791;0.924995;0.999265;0.541152;0.999943;0.629983;0.540034;0.695784;0.157152;0.00641929;0.982916;iters//iter_freqdep_18_8_2017_214723_576587277
1.275;0.75;1;0.02;0.9;0.875;1;0.8;5010;1.25801;1.08799;1.16919;0;0.432975;0;0;0.524446;0.339328;0.346744;0.987382;iters//iter_freqdep_18_8_2017_214904_435792
1.275;0.75;1;0.02;0.6;0.875;1;0.2;1672;1.09108;0.943587;1.01401;0;0.245604;0;0;0.52444;0.339337;0.627273;0.856359;iters//iter_freqdep_18_8_2017_214753_375552024
1.275;0.75;0.5;0.02;0.8;0.875;1;0.01;12413;1.08511;0.940722;1.02161;0.132996;0.999044;0.342363;0.130125;0.644817;0.183905;0.0001;0.939415;iters//iter_freqdep_18_8_2017_214725_978319728
1.275;0.75;1;0.02;0.9;0.875;1;0.1;283;1.11413;0.963563;1.03548;0;0.0758018;0;0;0.52443;0.339369;0.881408;0.874454;iters//iter_freqdep_18_8_2017_214741_404204888
1.275;0.75;0.5;0.02;0.5;0.875;1;0.5;9408;1.08816;0.943371;1.02448;0.132997;0.99904;0.342363;0.130125;0.644817;0.183906;0.0001;0.94206;iters//iter_freqdep_18_8_2017_214829_121805424
1.275;0.75;0.5;0.02;0.4;0.875;1;0.01;10606;1.08014;0.936416;1.01693;0.132996;0.999045;0.342363;0.130125;0.644817;0.183905;0.0001;0.935114;iters//iter_freqdep_18_8_2017_214720_580943807
1.275;0.75;0.5;0.02;0.4;0.875;1;0.8;6426;1.09295;0.947525;1.02899;0.132996;0.999043;0.342363;0.130125;0.644817;0.183905;0.0001;0.946208;iters//iter_freqdep_18_8_2017_214859_805378980
1.275;0.75;0.5;0.02;0.6;0.875;1;0.9;5958;1.11068;0.962896;1.04569;0.132996;0.999045;0.342363;0.130125;0.644817;0.183905;0.0001;0.961557;iters//iter_freqdep_18_8_2017_214911_471016622
1.275;0.75;0.5;0.02;0.01;0.875;1;0.3;8513;1.0717;0.929102;1.00899;0.132998;0.999035;0.342362;0.130125;0.644816;0.183908;0.0001;0.927811;iters//iter_freqdep_18_8_2017_214800_945037230
1.275;0.75;1;0.02;0.5;0.875;1;0.3;2290;1.0946;0.946634;1.01729;0;0.321433;0;0;0.524437;0.339346;0.513736;0.859124;iters//iter_freqdep_18_8_2017_214806_496931724
1.275;0.75;0.5;0.02;0.1;0.875;1;0.2;8992;1.07176;0.929155;1.00904;0.132996;0.999042;0.342363;0.130125;0.644817;0.183906;0.0001;0.927863;iters//iter_freqdep_18_8_2017_214747_503856842
1.275;0.75;0.1;0.02;0.5;0.875;1;0.2;121550;1.07055;0.927277;1.00173;0.541152;0.999944;0.629983;0.540034;0.695785;0.157153;0.00641624;0.98534;iters//iter_freqdep_18_8_2017_214751_128241426
1.275;0.75;1;0.02;0.99;0.875;1;0.4;1253;1.42714;1.23426;1.32638;0;0.206564;0;0;0.524438;0.339348;0.685657;1.12013;iters//iter_freqdep_18_8_2017_214823_831164032
1.275;0.75;0.1;0.02;0.3;0.875;1;0.5;112492;1.07228;0.92878;1.00335;0.541153;0.999944;0.629984;0.540034;0.695785;0.157154;0.00641046;0.986937;iters//iter_freqdep_18_8_2017_214826_421894220
1.275;0.75;1;0.02;0.99;0.875;1;0.5;1907;1.39846;1.20946;1.29973;0;0.261853;0;0;0.52444;0.339344;0.60289;1.09762;iters//iter_freqdep_18_8_2017_214834_967112745
1.275;0.75;1;0.02;0.1;0.875;1;0.8;11789;1.10763;0.957927;1.02942;0;0.66467;0;0;0.524461;0.339288;4.42286e-05;0.869347;iters//iter_freqdep_18_8_2017_214857_311797455
1.275;0.75;0.5;0.02;0.3;0.875;1;0.01;10121;1.07915;0.935561;1.016;0.132998;0.999037;0.342362;0.130125;0.644816;0.183907;0.0001;0.934261;iters//iter_freqdep_18_8_2017_214719_298284081
1.275;0.75;1;0.02;0.2;0.875;1;0.7;7733;1.10707;0.957446;1.0289;0;0.587949;0;0;0.524456;0.339303;0.114833;0.868909;iters//iter_freqdep_18_8_2017_214847_808211644
1.275;0.75;0.1;0.02;0.4;0.875;1;0.01;120088;1.07132;0.927947;1.00245;0.541152;0.999944;0.629983;0.540034;0.695785;0.157154;0.00641354;0.986052;iters//iter_freqdep_18_8_2017_214719_658655220
1.275;0.75;0.5;0.02;0.5;0.875;1;0.2;10790;1.07433;0.931376;1.01146;0.132996;0.999042;0.342363;0.130125;0.644817;0.183906;0.0001;0.930081;iters//iter_freqdep_18_8_2017_214752_13482218
1.275;0.75;0.1;0.02;0.3;0.875;1;0.2;115994;1.07071;0.92742;1.00188;0.541152;0.999944;0.629983;0.540034;0.695784;0.157153;0.00641936;0.985492;iters//iter_freqdep_18_8_2017_214748_878665875
1.275;0.75;0.1;0.02;0.01;0.875;1;0.5;81152;1.0716;0.928186;1.00271;0.541152;0.999944;0.629983;0.540034;0.695785;0.157153;0.00641462;0.986306;iters//iter_freqdep_18_8_2017_214823_946424739
1.275;0.75;0.1;0.02;0.99;0.875;1;0.2;122669;1.11136;0.962631;1.03992;0.54116;0.999945;0.629992;0.540031;0.695791;0.157166;0.00634156;1.02291;iters//iter_freqdep_18_8_2017_214756_967851712
1.275;0.75;0.5;0.02;0.4;0.875;1;0.9;4881;1.09554;0.949767;1.03143;0.133;0.999029;0.342362;0.130124;0.644816;0.18391;0.0001;0.948447;iters//iter_freqdep_18_8_2017_214909_619204572
1.275;0.75;1;0.02;0.1;0.875;1;0.5;6755;1.09252;0.944836;1.01535;0;0.569219;0;0;0.524424;0.33938;0.14267;0.857489;iters//iter_freqdep_18_8_2017_214825_505270428
1.275;0.75;0.5;0.02;0.99;0.875;1;0.4;9909;1.2453;1.07961;1.17243;0.132997;0.999042;0.342363;0.130125;0.644816;0.183907;0.0001;1.0781;iters//iter_freqdep_18_8_2017_214823_600531716
1.275;0.75;0.1;0.02;0.4;0.875;1;0.7;113428;1.07433;0.930551;1.00527;0.541153;0.999944;0.629984;0.540034;0.695785;0.157154;0.00640981;0.988819;iters//iter_freqdep_18_8_2017_214848_729312174
1.275;0.75;1;0.02;0.4;0.875;1;0.5;4364;1.10535;0.955966;1.02732;0;0.431379;0;0;0.524446;0.339327;0.349135;0.867564;iters//iter_freqdep_18_8_2017_214828_240283577
1.275;0.75;1;0.02;0.1;0.875;1;0.3;6826;1.08465;0.938029;1.00804;0;0.52275;0;0;0.524426;0.339373;0.212268;0.851312;iters//iter_freqdep_18_8_2017_214802_128859829
1.275;0.75;1;0.02;0.2;0.875;1;0.5;4862;1.09559;0.94749;1.01821;0;0.521577;0;0;0.524427;0.339372;0.214026;0.859898;iters//iter_freqdep_18_8_2017_214826_397617464
1.275;0.75;1;0.02;0.7;0.875;1;0.7;4799;1.1664;1.00876;1.08405;0;0.41419;0;0;0.524446;0.339329;0.374863;0.915475;iters//iter_freqdep_18_8_2017_214852_603206512
1.275;0.75;0.1;0.02;0.4;0.875;1;0.99;111046;1.07613;0.932112;1.00695;0.541153;0.999944;0.629984;0.540034;0.695786;0.157155;0.00640667;0.990478;iters//iter_freqdep_18_8_2017_214918_551547833
1.275;0.75;1;0.02;0.99;0.875;1;0.8;4658;1.34415;1.16248;1.24925;0;0.428151;0;0;0.524446;0.339329;0.353965;1.05499;iters//iter_freqdep_18_8_2017_214906_165414826
1.275;0.75;0.1;0.02;0.4;0.875;1;0.9;111399;1.07564;0.931688;1.00649;0.541153;0.999944;0.629984;0.540034;0.695786;0.157155;0.00640639;0.990028;iters//iter_freqdep_18_8_2017_214908_911850009
1.275;0.75;1;0.02;0.01;0.875;1;0.99;15730;1.11255;0.962182;1.03399;0;0.664697;0;0;0.524461;0.339289;2.70426e-06;0.873209;iters//iter_freqdep_18_8_2017_214916_243808635
1.275;0.75;0.1;0.02;0.6;0.875;1;0.9;116337;1.07869;0.934329;1.00935;0.541153;0.999944;0.629985;0.540034;0.695786;0.157156;0.00640212;0.992833;iters//iter_freqdep_18_8_2017_214910_706442949
1.275;0.75;1;0.02;0.6;0.875;1;0.7;5332;1.1452;0.990424;1.06435;0;0.44127;0;0;0.524447;0.339326;0.33433;0.898837;iters//iter_freqdep_18_8_2017_214851_551647626
1.275;0.75;1;0.02;0.6;0.875;1;0.8;6433;1.15342;0.997534;1.07199;0;0.489143;0;0;0.52445;0.339319;0.262687;0.905289;iters//iter_freqdep_18_8_2017_214901_805139706
1.275;0.75;0.5;0.02;0.7;0.875;1;0.5;10007;1.10652;0.959287;1.04177;0.133001;0.999027;0.342362;0.130124;0.644815;0.18391;0.0001;0.957954;iters//iter_freqdep_18_8_2017_214831_208836748
1.275;0.75;0.5;0.02;0.3;0.875;1;0.2;9838;1.07241;0.929713;1.00965;0.133;0.99903;0.342362;0.130125;0.644816;0.183909;0.0001;0.928421;iters//iter_freqdep_18_8_2017_214749_726194269
1.275;0.75;1;0.02;0.4;0.875;1;0.01;3096;1.10931;0.959353;1.03095;0;0.325778;0;0;0.524436;0.339347;0.50723;0.870666;iters//iter_freqdep_18_8_2017_214720_815555933
1.275;0.75;0.1;0.02;0.01;0.875;1;0.99;21984;1.07336;0.929715;1.00436;0.541153;0.999944;0.629984;0.540034;0.695785;0.157154;0.00641084;0.987931;iters//iter_freqdep_18_8_2017_214916_84945376
1.275;0.75;1;0.02;0.7;0.875;1;0.1;1005;1.09045;0.943039;1.01342;0;0.171735;0;0;0.524444;0.339328;0.737867;0.855863;iters//iter_freqdep_18_8_2017_214738_897968826
1.275;0.75;0.1;0.02;0.1;0.875;1;0.6;94863;1.07215;0.928662;1.00323;0.541152;0.999944;0.629983;0.540034;0.695785;0.157153;0.00641769;0.986812;iters//iter_freqdep_18_8_2017_214835_748779243
1.275;0.75;1;0.02;0.01;0.875;1;0.9;14928;1.10851;0.958686;1.03024;0;0.664679;0;0;0.524461;0.339289;2.94905e-05;0.870036;iters//iter_freqdep_18_8_2017_214906_564790571
1.275;0.75;0.5;0.02;0.5;0.875;1;0.4;9955;1.08349;0.939318;1.02008;0.132998;0.999037;0.342362;0.130125;0.644816;0.183907;0.0001;0.938012;iters//iter_freqdep_18_8_2017_214817_913944340
1.275;0.75;1;0.02;0.4;0.875;1;0.99;10228;1.13918;0.985213;1.05874;0;0.636865;0;0;0.524459;0.339295;0.0416409;0.89411;iters//iter_freqdep_18_8_2017_214919_304216442
1.275;0.75;1;0.02;0.8;0.875;1;0.6;3394;1.18923;1.02851;1.10527;0;0.340767;0;0;0.524443;0.339337;0.484762;0.933398;iters//iter_freqdep_18_8_2017_214843_189463621
1.275;0.75;1;0.02;0.99;0.875;1;0.2;817;0.601881;0.520551;0.559403;0;0.0963633;0;0;0.524419;0.339396;0.850603;0.472403;iters//iter_freqdep_18_8_2017_214758_256753401
1.275;0.75;0.1;0.02;0.3;0.875;1;0.3;115083;1.07109;0.927744;1.00223;0.541152;0.999944;0.629983;0.540034;0.695785;0.157153;0.00641472;0.985836;iters//iter_freqdep_18_8_2017_214803_229028171
1.275;0.75;0.5;0.02;0.9;0.875;1;0.1;12454;1.09955;0.953245;1.03521;0.132995;0.999046;0.342363;0.130125;0.644817;0.183905;0.0001;0.95192;iters//iter_freqdep_18_8_2017_214741_139065994
1.275;0.75;0.1;0.02;0.3;0.875;1;0.9;106928;1.07467;0.930847;1.00559;0.541153;0.999944;0.629984;0.540034;0.695786;0.157155;0.00640525;0.989134;iters//iter_freqdep_18_8_2017_214908_90872794
1.275;0.75;0.1;0.02;0.4;0.875;1;0.3;118335;1.07121;0.927855;1.00235;0.541152;0.999944;0.629983;0.540034;0.695784;0.157153;0.00641887;0.985954;iters//iter_freqdep_18_8_2017_214804_287034879
1.275;0.75;1;0.02;0.9;0.875;1;0.9;6190;1.25993;1.08965;1.17098;0;0.487859;0;0;0.524449;0.339321;0.264604;0.988889;iters//iter_freqdep_18_8_2017_214914_785328450
1.275;0.75;1;0.02;0.01;0.875;1;0.1;7785;1.0839;0.937384;1.00735;0;0.545793;0;0;0.524425;0.339377;0.177756;0.850726;iters//iter_freqdep_18_8_2017_214730_431377988
1.275;0.75;1;0.02;0.3;0.875;1;0.2;4313;1.08506;0.938381;1.00842;0;0.399744;0;0;0.524433;0.339355;0.396478;0.851633;iters//iter_freqdep_18_8_2017_214749_907056768
1.275;0.75;0.5;0.02;0.6;0.875;1;0.2;11223;1.07674;0.933468;1.01373;0.133001;0.999024;0.342361;0.130124;0.644815;0.183911;0.0001;0.932171;iters//iter_freqdep_18_8_2017_214753_195744869
1.275;0.75;0.5;0.02;0.4;0.875;1;0.4;9542;1.07911;0.935521;1.01596;0.132996;0.999045;0.342363;0.130125;0.644817;0.183905;0.0001;0.934221;iters//iter_freqdep_18_8_2017_214816_961778167
1.275;0.75;0.1;0.02;0.9;0.875;1;0.2;125023;1.08313;0.938174;1.0135;0.541155;0.999944;0.629986;0.540033;0.695787;0.157158;0.00638913;0.996919;iters//iter_freqdep_18_8_2017_214755_697693588
1.275;0.75;1;0.02;0.8;0.875;1;0.3;1299;1.13886;0.984944;1.05846;0;0.195254;0;0;0.524436;0.339354;0.702582;0.89386;iters//iter_freqdep_18_8_2017_214809_806765574
1.275;0.75;0.1;0.02;0.7;0.875;1;0.3;123545;1.07405;0.930309;1.005;0.541153;0.999944;0.629984;0.540034;0.695785;0.157154;0.00641078;0.988562;iters//iter_freqdep_18_8_2017_214807_601245338
1.275;0.75;1;0.02;0.2;0.875;1;0.01;5234;1.0975;0.949139;1.01998;0;0.436763;0;0;0.524432;0.339359;0.341046;0.861396;iters//iter_freqdep_18_8_2017_214718_191118770
1.275;0.75;0.1;0.02;0.5;0.875;1;0.9;114339;1.07694;0.932815;1.00771;0.541153;0.999944;0.629984;0.540034;0.695786;0.157155;0.00640684;0.991225;iters//iter_freqdep_18_8_2017_214909_794626817
1.275;0.75;1;0.02;0.6;0.875;1;0.9;7664;1.16064;1.00378;1.0787;0;0.538403;0;0;0.524452;0.339312;0.188968;0.910959;iters//iter_freqdep_18_8_2017_214911_577296450
1.275;0.75;1;0.02;0.01;0.875;1;0.6;7481;1.09469;0.946722;1.01738;0;0.640483;0;0;0.524418;0.339393;0.0359221;0.859199;iters//iter_freqdep_18_8_2017_214835_716438113
1.275;0.75;0.5;0.02;0.9;0.875;1;0.9;6702;1.16508;1.01006;1.0969;0.132996;0.999045;0.342363;0.130125;0.644817;0.183905;0.0001;1.00865;iters//iter_freqdep_18_8_2017_214914_633350428
1.275;0.75;1;0.02;0.3;0.875;1;0.9;9743;1.125;0.972954;1.04557;0;0.629039;0;0;0.524458;0.339296;0.0533499;0.882984;iters//iter_freqdep_18_8_2017_214908_828972475
1.275;0.75;0.5;0.02;0.5;0.875;1;0.01;11086;1.08132;0.937436;1.01804;0.132995;0.999047;0.342363;0.130125;0.644817;0.183904;0.0001;0.936133;iters//iter_freqdep_18_8_2017_214721_878311469
1.275;0.75;0.5;0.02;0.2;0.875;1;0.1;9581;1.07322;0.930414;1.01041;0.132997;0.99904;0.342363;0.130125;0.644817;0.183906;0.0001;0.929121;iters//iter_freqdep_18_8_2017_214732_558111778
1.275;0.75;1;0.02;0.3;0.875;1;0.5;4322;1.09972;0.951092;1.02208;0;0.475515;0;0;0.524449;0.33932;0.283083;0.863142;iters//iter_freqdep_18_8_2017_214827_324854469
1.275;0.75;0.5;0.02;0.99;0.875;1;0.7;8430;1.21479;1.05315;1.1437;0.132996;0.999047;0.342363;0.130125;0.644817;0.183905;0.0001;1.05168;iters//iter_freqdep_18_8_2017_214855_876397511
