mh_2;mh_1;d;err;phhinit;md_0;md_1;pdhinit;time;phh1;pdh0;vh_1;pdh1;vd_1;vd_0;rdd;rhd;rhh;vh_2;f_0;phh2;f_1;file
1;1;0.1;0;0.5;1;1;0.5;0;0.5;0.5;1;0.5;1;1;0.509438;0.509433;0.509429;1;0.24999;0.5;0.499999;./core_0/iter_freqdep_10_12_2016_153504_464797699
1;1;0.1;0.02;0.5;1;1;0.5;0;0.5;0.5;1;0.5;1;1;0.509438;0.509433;0.509429;1;0.24999;0.5;0.499999;./core_0/iter_freqdep_10_12_2016_153505_473468718
1;1;0.5;0;0.5;1;1;0.5;0;0.5;0.5;1;0.5;1;1;0.230771;0.230769;0.230767;1;0.24999;0.5;0.499999;./core_1/iter_freqdep_10_12_2016_153504_470295980
1;1;0.5;0.02;0.5;1;1;0.5;0;0.5;0.5;1;0.5;1;1;0.230771;0.230769;0.230767;1;0.24999;0.5;0.499999;./core_1/iter_freqdep_10_12_2016_153505_980530354
1;1;1;0;0.5;1;1;0.5;0;0.5;0.5;1;0.5;1;1;0;0;0;1;0.24999;0.5;0.499999;./core_2/iter_freqdep_10_12_2016_153504_469236677
1;1;1;0.02;0.5;1;1;0.5;0;0.5;0.5;1;0.5;1;1;0;0;0;1;0.24999;0.5;0.499999;./core_2/iter_freqdep_10_12_2016_153506_351612369
1.025;1;0.1;0;0.5;1;1;0.5;852685;9.10451e-06;0.0186669;1.00052;8.65955e-05;1.00053;1.00053;0.299292;0.479574;0.0528297;0.999066;0.964022;0.178945;0.0359391;./core_3/iter_freqdep_10_12_2016_153504_431987798
1.025;1;0.1;0.02;0.5;1;1;0.5;805197;5.96005e-06;0.0113482;1.00053;4.84833e-05;1.00054;1.00054;0.296123;0.478924;0.310627;0.999084;0.976449;0.17267;0.0235237;./core_3/iter_freqdep_10_12_2016_153508_989850232
1.025;1;0.5;0;0.5;1;1;0.5;32970;0.136915;0.000985529;1.00175;0.202403;1.00245;1.00276;0.143078;0.218119;0.509027;0.995094;0.997148;0.257026;0.00272132;./core_4/iter_freqdep_10_12_2016_153504_465828077
1.025;1;0.5;0.02;0.5;1;1;0.5;714234;0.0325625;0.0001;1.00238;0.121732;1.00261;1.00276;0.143221;0.22793;0.380419;0.995642;0.995647;0.220738;0.00425952;./core_4/iter_freqdep_10_12_2016_153506_539873870
1.025;1;1;0;0.5;1;1;0.5;18390;0.277906;0.000998397;1.00485;0.277906;1.00489;1.00491;0;0;0;0.992586;0.995508;0.36954;0.00448699;./core_5/iter_freqdep_10_12_2016_153502_214023661
1.025;1;1;0.02;0.5;1;1;0.5;16696;0.274723;0.000993729;1.00463;0.274723;1.00484;1.0049;0;0;0;0.992361;0.97625;0.365925;0.0236105;./core_5/iter_freqdep_10_12_2016_153502_831420481
1.05;1;0.1;0;0.5;1;1;0.5;629794;9.37507e-05;0.00633246;1.00101;9.63232e-05;1.00102;1.00102;0.29338;0.478375;0.117814;0.998178;0.987485;0.17587;0.0125097;./core_6/iter_freqdep_10_12_2016_153504_433071628
1.05;1;0.1;0.02;0.5;1;1;0.5;566505;3.37317e-05;0.000999839;1.00102;7.7741e-05;1.00103;1.00103;0.291209;0.478154;0.567426;0.998213;0.996339;0.168896;0.00365944;./core_6/iter_freqdep_10_12_2016_153508_97544620
1.05;1;0.5;0;0.5;1;1;0.5;16817;0.136751;0.000834855;1.0034;0.202289;1.00475;1.00537;0.143047;0.218151;0.50946;0.990356;0.99755;0.258382;0.00234018;./core_7/iter_freqdep_10_12_2016_153504_473763747
1.05;1;0.5;0.02;0.5;1;1;0.5;553682;0.000274176;0.0001;1.00494;0.0986298;1.00514;1.00536;0.143151;0.230981;0.244515;0.991683;0.996558;0.214427;0.00339464;./core_7/iter_freqdep_10_12_2016_153507_28717423
1.05;1;1;0;0.5;1;1;0.5;9401;0.277837;0.000997733;1.00943;0.277837;1.00952;1.00954;0;0;0;0.985387;0.995509;0.372532;0.00448583;./core_8/iter_freqdep_10_12_2016_153505_351180232
1.05;1;1;0.02;0.5;1;1;0.5;8624;0.274635;8.25516e-05;1.00909;0.274635;1.00943;1.00952;0;0;0;0.985026;0.979913;0.368873;0.0199903;./core_8/iter_freqdep_10_12_2016_153507_397908337
1.075;1;0.1;0;0.5;1;1;0.5;486888;4.56628e-05;0.00306583;1.00147;2.52599e-05;1.00148;1.00148;0.291806;0.478137;0.10907;0.99732;0.993896;0.175057;0.00610271;./core_9/iter_freqdep_10_12_2016_153504_435132219
1.075;1;0.1;0.02;0.5;1;1;0.5;408727;8.10936e-05;0.000999755;1.00148;4.48699e-05;1.00149;1.00149;0.291207;0.478144;0.57629;0.99737;0.996348;0.167901;0.0036496;./core_9/iter_freqdep_10_12_2016_153508_27591063
1.075;1;0.5;0;0.5;1;1;0.5;11415;0.136841;0.000537712;1.00493;0.202324;1.00691;1.00782;0.142984;0.218197;0.510738;0.98577;0.998367;0.259807;0.00156147;./core_10/iter_freqdep_10_12_2016_153504_466346878
1.075;1;0.5;0.02;0.5;1;1;0.5;778711;2.06006e-05;0.0001;1.0075;0.0484783;1.00766;1.00781;0.143093;0.227844;0.242534;0.988058;0.997366;0.202819;0.00261645;./core_10/iter_freqdep_10_12_2016_153506_321866040
1.075;1;1;0;0.5;1;1;0.5;6381;0.277777;0.000997545;1.01376;0.277777;1.01388;1.01391;0;0;0;0.97838;0.995509;0.375398;0.00448675;./core_11/iter_freqdep_10_12_2016_153504_466692976
1.075;1;1;0.02;0.5;1;1;0.5;253240;0.244915;0.0001;1.0134;0.244915;1.01379;1.01388;0;0;0;0.977997;0.983723;0.360825;0.0162152;./core_11/iter_freqdep_10_12_2016_153506_323448753
1.1;1;0.1;0;0.5;1;1;0.5;400306;1.44128e-06;0.00186224;1.0019;9.6911e-05;1.00191;1.00191;0.291225;0.478155;0.122488;0.996491;0.996279;0.174784;0.00372019;./core_12/iter_freqdep_10_12_2016_153504_469034217
1.1;1;0.1;0.02;0.5;1;1;0.5;323158;4.78205e-06;0.000999806;1.0019;1.94426e-05;1.00192;1.00192;0.291206;0.478153;0.565359;0.996556;0.996353;0.167528;0.00364488;./core_12/iter_freqdep_10_12_2016_153508_649894030
1.1;1;0.5;0;0.5;1;1;0.5;8707;0.13699;0.000384163;1.00636;0.202394;1.00895;1.01013;0.142952;0.218255;0.511416;0.981324;0.998777;0.261207;0.00117065;./core_13/iter_freqdep_10_12_2016_153504_430933485
1.1;1;0.5;0.02;0.5;1;1;0.5;835374;1.78605e-05;0.0001;1.00993;0.0199073;1.01004;1.01012;0.143063;0.226011;0.247695;0.984525;0.997757;0.199197;0.00223619;./core_13/iter_freqdep_10_12_2016_153505_66604944
1.1;1;1;0;0.5;1;1;0.5;4867;0.277725;0.000996995;1.01783;0.277725;1.01799;1.01803;0;0;0;0.971548;0.995509;0.378144;0.00448611;./core_14/iter_freqdep_10_12_2016_153504_468582019
1.1;1;1;0.02;0.5;1;1;0.5;396367;0.221455;0.0001;1.01747;0.221455;1.0179;1.01799;0;0;0;0.971161;0.985971;0.354075;0.0139843;./core_14/iter_freqdep_10_12_2016_153506_754020701
1.125;1;0.1;0;0.5;1;1;0.5;343123;8.08418e-05;0.00129876;1.0023;9.32666e-05;1.00231;1.00231;0.290953;0.478222;0.27923;0.995689;0.997399;0.174709;0.00260072;./core_15/iter_freqdep_10_12_2016_153504_468463616
1.125;1;0.1;0.02;0.5;1;1;0.5;269301;2.51134e-05;0.000999676;1.00231;4.36591e-06;1.00232;1.00232;0.291206;0.478148;0.569437;0.995768;0.996355;0.167394;0.0036434;./core_15/iter_freqdep_10_12_2016_153508_288718230
1.125;1;0.5;0;0.5;1;1;0.5;7080;0.137159;0.000299529;1.0077;0.202477;1.01086;1.01232;0.142935;0.218307;0.5118;0.977008;0.998992;0.262566;0.000965917;./core_16/iter_freqdep_10_12_2016_153504_432593472
1.125;1;0.5;0.02;0.5;1;1;0.5;841778;1.24368e-05;0.0001;1.01224;0.00112275;1.01228;1.0123;0.143045;0.2248;0.293288;0.981075;0.997989;0.198814;0.00200964;./core_16/iter_freqdep_10_12_2016_153505_328445932
1.125;1;1;0;0.5;1;1;0.5;3958;0.277681;0.000994912;1.02166;0.277681;1.02185;1.0219;0;0;0;0.964881;0.995517;0.380777;0.00447878;./core_17/iter_freqdep_10_12_2016_153504_464847256
1.125;1;1;0.02;0.5;1;1;0.5;487267;0.202949;0.0001;1.02131;0.202949;1.02177;1.02186;0;0;0;0.964496;0.987499;0.348665;0.0124657;./core_17/iter_freqdep_10_12_2016_153505_783526039
1.15;1;0.1;0;0.5;1;1;0.5;302556;3.5721e-05;0.000999812;1.00267;1.60008e-05;1.00268;1.00268;0.290808;0.478324;0.180569;0.994912;0.997994;0.17473;0.00200552;./core_18/iter_freqdep_10_12_2016_153504_467383829
1.15;1;0.1;0.02;0.5;1;1;0.5;232295;8.13485e-05;0.000999774;1.00268;6.60047e-05;1.0027;1.0027;0.291206;0.478148;0.575241;0.995006;0.996353;0.167373;0.00364479;./core_18/iter_freqdep_10_12_2016_153508_100049237
1.15;1;0.5;0;0.5;1;1;0.5;5995;0.137334;0.000225621;1.00893;0.202564;1.01266;1.01437;0.142921;0.218377;0.512148;0.972816;0.999177;0.263879;0.000789232;./core_19/iter_freqdep_10_12_2016_153504_431865468
1.15;1;0.5;0.02;0.5;1;1;0.5;713534;1.00334e-05;8.08528e-05;1.01428;0.000999797;1.01434;1.01435;0.143061;0.224778;0.286225;0.9776;0.997816;0.200216;0.0021824;./core_19/iter_freqdep_10_12_2016_153504_896650696
1.15;1;1;0;0.5;1;1;0.5;3352;0.277644;0.000991986;1.02526;0.277644;1.02548;1.02554;0;0;0;0.958367;0.995528;0.383304;0.00446771;./core_20/iter_freqdep_10_12_2016_153504_434333603
1.15;1;1;0.02;0.5;1;1;0.5;550821;0.187723;0.0001;1.02492;0.187723;1.0254;1.02549;0;0;0;0.95799;0.98862;0.344208;0.0113513;./core_20/iter_freqdep_10_12_2016_153505_574732124
1.175;1;0.1;0;0.5;1;1;0.5;270098;1.75156e-05;0.000999822;1.00302;3.81611e-06;1.00303;1.00303;0.290808;0.478323;0.111571;0.99416;0.997994;0.1748;0.00200549;./core_21/iter_freqdep_10_12_2016_153504_434560846
1.175;1;0.1;0.02;0.5;1;1;0.5;205285;6.78164e-05;0.000999584;1.00304;7.4293e-05;1.00305;1.00306;0.291206;0.478152;0.572775;0.994267;0.996353;0.167415;0.00364485;./core_21/iter_freqdep_10_12_2016_153506_977642222
1.175;1;0.5;0;0.5;1;1;0.5;5220;0.137511;0.000156419;1.01008;0.202654;1.01435;1.01631;0.142908;0.218494;0.512491;0.968742;0.999349;0.265147;0.000624515;./core_22/iter_freqdep_10_12_2016_153504_431590532
1.175;1;0.5;0.02;0.5;1;1;0.5;621086;1.93147e-05;5.13434e-05;1.01621;0.000999801;1.01627;1.01629;0.143057;0.224779;0.290447;0.974215;0.997861;0.201555;0.00213815;./core_22/iter_freqdep_10_12_2016_153504_812222717
1.175;1;1;0;0.5;1;1;0.5;2918;0.277614;0.000994939;1.02863;0.277614;1.02888;1.02895;0;0;0;0.951999;0.995513;0.38573;0.00448275;./core_23/iter_freqdep_10_12_2016_153504_433071816
1.175;1;1;0.02;0.5;1;1;0.5;594701;0.175192;0.0001;1.02831;0.175192;1.02881;1.02889;0;0;0;0.951636;0.989488;0.34064;0.0104883;./core_23/iter_freqdep_10_12_2016_153505_134443609
1.2;1;0.1;0;0.5;1;1;0.5;244996;7.83861e-05;0.000999793;1.00336;9.54076e-05;1.00337;1.00337;0.290808;0.47833;0.316074;0.993431;0.997994;0.174899;0.00200565;./core_24/iter_freqdep_10_12_2016_153502_212723983
1.2;1;0.1;0.02;0.5;1;1;0.5;184667;2.61678e-05;0.000999538;1.00337;2.94955e-05;1.00339;1.00339;0.291206;0.47815;0.568395;0.993551;0.996354;0.167492;0.00364449;./core_24/iter_freqdep_10_12_2016_153503_677865706
1.2;1;0.5;0;0.5;1;1;0.5;4638;0.137687;0.000155251;1.01114;0.202743;1.01594;1.01814;0.142909;0.21846;0.512494;0.964776;0.999329;0.266371;0.000643959;./core_25/iter_freqdep_10_12_2016_153504_464148346
1.2;1;0.5;0.02;0.5;1;1;0.5;551778;3.3517e-05;1.64844e-06;1.01803;0.00099984;1.0181;1.01811;0.143049;0.224782;0.297402;0.970915;0.997945;0.202833;0.00205366;./core_25/iter_freqdep_10_12_2016_153505_696675027
1.2;1;1;0;0.5;1;1;0.5;2594;0.277589;0.000990413;1.0318;0.277589;1.03208;1.03215;0;0;0;0.945777;0.995531;0.388062;0.0044646;./core_26/iter_freqdep_10_12_2016_153504_431953172
1.2;1;1;0.02;0.5;1;1;0.5;631725;0.164043;0.0001;1.0315;0.164043;1.03201;1.03209;0;0;0;0.945431;0.990179;0.337452;0.00980081;./core_26/iter_freqdep_10_12_2016_153505_267379584
1.225;1;0.1;0;0.5;1;1;0.5;225135;1.78519e-05;0.000999805;1.00367;5.95615e-06;1.00368;1.00368;0.290808;0.478327;0.115864;0.992724;0.997994;0.175017;0.00200554;./core_27/iter_freqdep_10_12_2016_153504_466932544
1.225;1;0.1;0.02;0.5;1;1;0.5;168451;7.8356e-06;0.000999608;1.00368;9.85477e-05;1.0037;1.0037;0.291206;0.478163;0.562685;0.992856;0.996352;0.16759;0.00364622;./core_27/iter_freqdep_10_12_2016_153507_509688390
1.225;1;0.5;0;0.5;1;1;0.5;4186;0.13786;0.000109845;1.01212;0.202832;1.01743;1.01985;0.142901;0.218561;0.512732;0.960918;0.999436;0.267553;0.000542264;./core_28/iter_freqdep_10_12_2016_153504_467402425
1.225;1;0.5;0.02;0.5;1;1;0.5;497872;6.04183e-05;7.21172e-05;1.01974;0.000999717;1.01982;1.01983;0.143063;0.224769;0.293603;0.967696;0.997794;0.204058;0.00220487;./core_28/iter_freqdep_10_12_2016_153505_651533063
1.225;1;1;0;0.5;1;1;0.5;2341;0.277569;0.000993013;1.03477;0.277569;1.03507;1.03516;0;0;0;0.939692;0.995518;0.390305;0.00447814;./core_29/iter_freqdep_10_12_2016_153504_464797885
1.225;1;1;0.02;0.5;1;1;0.5;657978;0.154642;0.0001;1.03449;0.154642;1.03502;1.0351;0;0;0;0.939373;0.990749;0.334905;0.00923297;./core_29/iter_freqdep_10_12_2016_153505_761774961
1.25;1;0.1;0;0.5;1;1;0.5;208911;1.95129e-05;0.000999777;1.00396;7.01678e-05;1.00397;1.00397;0.290808;0.478334;0.19105;0.992038;0.997994;0.175141;0.00200553;./core_30/iter_freqdep_10_12_2016_153505_358322952
1.25;1;0.1;0.02;0.5;1;1;0.5;155324;6.11756e-05;0.000999554;1.00397;7.39245e-05;1.00399;1.004;0.291207;0.478154;0.571799;0.992182;0.996351;0.167702;0.00364769;./core_30/iter_freqdep_10_12_2016_153508_509237796
1.25;1;0.5;0;0.5;1;1;0.5;3825;0.138029;2.36063e-05;1.01304;0.20292;1.01882;1.02148;0.142884;0.219033;0.513248;0.957164;0.999658;0.268695;0.000328575;./core_31/iter_freqdep_10_12_2016_153504_478483464
1.25;1;0.5;0.02;0.5;1;1;0.5;454800;8.82581e-05;5.7479e-05;1.02135;0.000999682;1.02144;1.02145;0.143061;0.224767;0.298479;0.964556;0.99781;0.205231;0.00218843;./core_31/iter_freqdep_10_12_2016_153506_781684014
1.25;1;1;0;0.5;1;1;0.5;2140;0.277553;0.000987483;1.03755;0.277553;1.03788;1.03798;0;0;0;0.933745;0.99554;0.392463;0.00445553;./core_32/iter_freqdep_10_12_2016_153504_467112843
1.25;1;1;0.02;0.5;1;1;0.5;676499;0.146576;0.0001;1.03731;0.146576;1.03785;1.03793;0;0;0;0.933456;0.991214;0.332862;0.00877053;./core_32/iter_freqdep_10_12_2016_153506_270265934
1.275;1;0.1;0;0.5;1;1;0.5;195491;8.71402e-05;0.000999785;1.00423;1.46198e-05;1.00424;1.00424;0.290808;0.478314;0.296468;0.991373;0.997994;0.175273;0.00200551;./core_33/iter_freqdep_10_12_2016_153504_431060719
1.275;1;0.1;0.02;0.5;1;1;0.5;144470;9.68693e-05;0.000999597;1.00425;3.76426e-05;1.00427;1.00427;0.291207;0.478144;0.579322;0.991528;0.996349;0.167826;0.003649;./core_33/iter_freqdep_10_12_2016_153506_240989885
1.275;1;0.5;0;0.5;1;1;0.5;3529;0.138195;1.70752e-05;1.01387;0.203006;1.02013;1.023;0.142884;0.219006;0.513283;0.953503;0.999656;0.269798;0.000331158;./core_34/iter_freqdep_10_12_2016_153504_466895525
1.275;1;0.5;0.02;0.5;1;1;0.5;419548;1.90309e-05;3.32497e-05;1.02287;0.000999697;1.02296;1.02298;0.143058;0.224778;0.292582;0.961491;0.997847;0.206361;0.00215151;./core_34/iter_freqdep_10_12_2016_153506_331459089
1.275;1;1;0;0.5;1;1;0.5;1975;0.277542;0.000987095;1.04016;0.277542;1.04052;1.04062;0;0;0;0.92793;0.99554;0.394541;0.00445576;./core_35/iter_freqdep_10_12_2016_153504_468208123
1.275;1;1;0.02;0.5;1;1;0.5;693106;0.139162;0.0001;1.03996;0.139162;1.04052;1.04059;0;0;0;0.927679;0.991623;0.330998;0.00836302;./core_35/iter_freqdep_10_12_2016_153506_460965124
1.3;1;0.1;0;0.5;1;1;0.5;184227;2.67038e-05;0.000999785;1.00449;9.10307e-05;1.0045;1.0045;0.290808;0.478334;0.222967;0.990726;0.997994;0.175408;0.00200557;./core_36/iter_freqdep_10_12_2016_153504_466278206
1.3;1;0.1;0.02;0.5;1;1;0.5;135395;1.22392e-05;0.000999683;1.0045;6.29723e-05;1.00453;1.00453;0.291207;0.478155;0.564604;0.990892;0.996349;0.167949;0.00364965;./core_36/iter_freqdep_10_12_2016_153507_277516558
1.3;1;0.5;0;0.5;1;1;0.5;3282;0.138358;5.97425e-05;1.01464;0.20309;1.02136;1.02444;0.142895;0.218643;0.513009;0.949933;0.999515;0.270864;0.000467217;./core_37/iter_freqdep_10_12_2016_153504_432593254
1.3;1;0.5;0.02;0.5;1;1;0.5;390152;5.02837e-05;2.05143e-05;1.0243;0.000999631;1.0244;1.02442;0.143057;0.224773;0.297742;0.958499;0.997861;0.207465;0.00213803;./core_37/iter_freqdep_10_12_2016_153505_204215243
1.3;1;1;0;0.5;1;1;0.5;1837;0.277534;0.00099154;1.04261;0.277534;1.04299;1.0431;0;0;0;0.922241;0.995519;0.396543;0.00447751;./core_38/iter_freqdep_10_12_2016_153504_467113845
1.3;1;1;0.02;0.5;1;1;0.5;706753;0.132486;0.0001;1.04247;0.132486;1.04303;1.04311;0;0;0;0.922046;0.991977;0.329386;0.00801032;./core_38/iter_freqdep_10_12_2016_153506_14554750
1.325;1;0.1;0;0.5;1;1;0.5;174594;5.34271e-05;0.000999874;1.00473;7.21607e-05;1.00474;1.00474;0.290809;0.478328;0.263451;0.990097;0.997994;0.175542;0.00200575;./core_39/iter_freqdep_10_12_2016_153504_467638874
1.325;1;0.1;0.02;0.5;1;1;0.5;127629;4.24685e-06;0.000999666;1.00475;9.29133e-05;1.00477;1.00478;0.291207;0.478161;0.561974;0.990275;0.996347;0.168078;0.0036512;./core_39/iter_freqdep_10_12_2016_153507_715736331
1.325;1;0.5;0;0.5;1;1;0.5;3074;0.138516;3.63635e-07;1.01536;0.203173;1.02252;1.0258;0.142883;0.219014;0.513386;0.946459;0.999663;0.271895;0.000324571;./core_40/iter_freqdep_10_12_2016_153504_430997407
1.325;1;0.5;0.02;0.5;1;1;0.5;365283;7.12542e-05;7.29844e-05;1.02565;0.000999545;1.02576;1.02578;0.143067;0.224764;0.295085;0.955578;0.997746;0.208535;0.00225224;./core_40/iter_freqdep_10_12_2016_153504_935542868
1.325;1;1;0;0.5;1;1;0.5;1721;0.27753;0.000990677;1.0449;0.27753;1.04531;1.04542;0;0;0;0.916683;0.99552;0.398474;0.00447571;./core_41/iter_freqdep_10_12_2016_153504_465607983
1.325;1;1;0.02;0.5;1;1;0.5;722572;0.125985;0.0001;1.04483;0.125985;1.0454;1.04547;0;0;0;0.916541;0.992281;0.327736;0.00770733;./core_41/iter_freqdep_10_12_2016_153505_943409654
1.35;1;0.1;0;0.5;1;1;0.5;166242;7.41315e-05;0.000999776;1.00496;8.09786e-05;1.00497;1.00497;0.290808;0.47833;0.303929;0.989486;0.997994;0.175676;0.00200565;./core_42/iter_freqdep_10_12_2016_153504_431864894
1.35;1;0.1;0.02;0.5;1;1;0.5;120946;4.65209e-05;0.000999466;1.00498;6.23526e-05;1.005;1.00501;0.291208;0.478153;0.570134;0.989674;0.996346;0.168207;0.00365231;./core_42/iter_freqdep_10_12_2016_153505_879030834
1.35;1;0.5;0;0.5;1;1;0.5;2896;0.13867;0.0001;1.01602;0.203254;1.0236;1.02707;0.142867;0.221022;0.514304;0.943075;0.999868;0.272893;0.000126885;./core_43/iter_freqdep_10_12_2016_153504_431736090
1.35;1;0.5;0.02;0.5;1;1;0.5;343962;9.55155e-05;1.43449e-05;1.02693;0.000999743;1.02704;1.02706;0.143058;0.224765;0.30385;0.952725;0.997851;0.209569;0.00214782;./core_43/iter_freqdep_10_12_2016_153504_834080688
1.35;1;1;0;0.5;1;1;0.5;1622;0.277529;0.000987198;1.04706;0.277529;1.04749;1.04761;0;0;0;0.911251;0.995534;0.400336;0.0044621;./core_44/iter_freqdep_10_12_2016_153504_434006978
1.35;1;1;0.02;0.5;1;1;0.5;732276;0.120455;0.0001;1.04703;0.120455;1.04762;1.04768;0;0;0;0.911154;0.992554;0.326515;0.00743533;./core_44/iter_freqdep_10_12_2016_153505_258425663
1.375;1;0.1;0;0.5;1;1;0.5;158790;1.89469e-05;0.000999863;1.00518;2.0954e-05;1.00519;1.00519;0.290809;0.478328;0.139255;0.988892;0.997994;0.175811;0.0020057;./core_45/iter_freqdep_10_12_2016_153504_433617061
1.375;1;0.1;0.02;0.5;1;1;0.5;115139;8.2453e-05;0.000999367;1.00519;1.89982e-05;1.00522;1.00523;0.291208;0.47814;0.577888;0.989089;0.996345;0.168335;0.00365327;./core_45/iter_freqdep_10_12_2016_153505_895888850
1.375;1;0.5;0;0.5;1;1;0.5;2741;0.13882;0.0001;1.01662;0.203333;1.02462;1.02828;0.142875;0.219574;0.513796;0.939769;0.99977;0.273859;0.000222146;./core_46/iter_freqdep_10_12_2016_153503_198485481
1.375;1;0.5;0.02;0.5;1;1;0.5;325495;2.23205e-05;5.08014e-05;1.02813;0.000999594;1.02825;1.02827;0.143065;0.224772;0.291546;0.949939;0.99777;0.210567;0.00222883;./core_46/iter_freqdep_10_12_2016_153503_473063716
1.375;1;1;0;0.5;1;1;0.5;1536;0.27753;0.000986553;1.04908;0.27753;1.04953;1.04966;0;0;0;0.905939;0.995535;0.402133;0.00446122;./core_47/iter_freqdep_10_12_2016_153504_464773914
1.375;1;1;0.02;0.5;1;1;0.5;740486;0.115392;0.0001;1.04911;0.115392;1.0497;1.04977;0;0;0;0.90589;0.992797;0.325455;0.00719359;./core_47/iter_freqdep_10_12_2016_153505_674776859
1.4;1;0.1;0;0.5;1;1;0.5;152329;4.78926e-05;0.000999827;1.00538;9.62611e-06;1.00539;1.00539;0.290808;0.47832;0.206707;0.988313;0.997994;0.175943;0.0020056;./core_48/iter_freqdep_10_12_2016_153504_467360965
1.4;1;0.1;0.02;0.5;1;1;0.5;110003;3.27902e-05;0.000999542;1.0054;4.85001e-05;1.00543;1.00543;0.291208;0.478151;0.568659;0.98852;0.996344;0.168463;0.00365468;./core_48/iter_freqdep_10_12_2016_153506_636367270
1.4;1;0.5;0;0.5;1;1;0.5;2606;0.138967;0.0001;1.01718;0.203411;1.02558;1.02942;0.142867;0.22129;0.514501;0.936551;0.999878;0.274794;0.000117398;./core_49/iter_freqdep_10_12_2016_153504_465363400
1.4;1;0.5;0.02;0.5;1;1;0.5;309356;4.51296e-05;3.65837e-05;1.02927;0.000999609;1.02939;1.02942;0.143064;0.22477;0.295722;0.947219;0.997788;0.211531;0.00221098;./core_49/iter_freqdep_10_12_2016_153505_859600836
1.4;1;1;0;0.5;1;1;0.5;1461;0.277534;0.000984494;1.05098;0.277534;1.05145;1.05158;0;0;0;0.900747;0.995543;0.403869;0.00445393;./core_50/iter_freqdep_10_12_2016_153504_430976606
1.4;1;1;0.02;0.5;1;1;0.5;747604;0.11072;0.0001;1.05106;0.11072;1.05166;1.05172;0;0;0;0.900745;0.993015;0.324526;0.00697643;./core_50/iter_freqdep_10_12_2016_153504_828483485
1.425;1;0.1;0;0.5;1;1;0.5;146585;7.05222e-05;0.000999798;1.00557;7.53987e-05;1.00558;1.00558;0.290808;0.478328;0.295605;0.98775;0.997994;0.176073;0.00200567;./core_51/iter_freqdep_10_12_2016_153504_465413855
1.425;1;0.1;0.02;0.5;1;1;0.5;105470;3.70234e-05;0.000999432;1.00559;9.87083e-05;1.00562;1.00562;0.291209;0.478158;0.567507;0.987966;0.996342;0.16859;0.00365638;./core_51/iter_freqdep_10_12_2016_153506_958228129
1.425;1;0.5;0;0.5;1;1;0.5;2487;0.13911;0.0001;1.01769;0.203486;1.02648;1.0305;0.14288;0.219147;0.513657;0.933405;0.999704;0.2757;0.000286173;./core_52/iter_freqdep_10_12_2016_153502_214465434
1.425;1;0.5;0.02;0.5;1;1;0.5;295131;6.87705e-05;8.33501e-05;1.03035;0.000999643;1.03047;1.0305;0.143073;0.22476;0.29402;0.944562;0.997686;0.212463;0.00231258;./core_52/iter_freqdep_10_12_2016_153502_524647158
1.425;1;1;0;0.5;1;1;0.5;1395;0.277541;0.000981623;1.05276;0.277541;1.05325;1.05339;0;0;0;0.895673;0.995553;0.405547;0.00444304;./core_53/iter_freqdep_10_12_2016_153504_432201178
1.425;1;1;0.02;0.5;1;1;0.5;753673;0.106408;0.0001;1.0529;0.106408;1.0535;1.05357;0;0;0;0.895718;0.993211;0.323718;0.0067811;./core_53/iter_freqdep_10_12_2016_153504_793803321
1.45;1;0.1;0;0.5;1;1;0.5;141461;5.22175e-05;0.000999802;1.00575;7.27331e-05;1.00576;1.00576;0.290808;0.478329;0.261634;0.987201;0.997994;0.176201;0.00200565;./core_54/iter_freqdep_10_12_2016_153504_471543006
1.45;1;0.1;0.02;0.5;1;1;0.5;101408;5.31619e-05;0.000999251;1.00577;3.58668e-05;1.0058;1.0058;0.291209;0.478147;0.572531;0.987426;0.996342;0.16872;0.00365684;./core_54/iter_freqdep_10_12_2016_153507_639382515
1.45;1;0.5;0;0.5;1;1;0.5;2381;0.139249;0.0001;1.01816;0.20356;1.02733;1.03152;0.14288;0.219137;0.513694;0.930339;0.999704;0.276579;0.000286179;./core_55/iter_freqdep_10_12_2016_153505_350925687
1.45;1;0.5;0.02;0.5;1;1;0.5;282503;9.85019e-05;2.01432e-05;1.03136;0.000999378;1.03149;1.03152;0.143062;0.224761;0.303691;0.941965;0.997801;0.213364;0.00219789;./core_55/iter_freqdep_10_12_2016_153507_111742290
1.45;1;1;0;0.5;1;1;0.5;1336;0.277549;0.000983002;1.05443;0.277549;1.05494;1.05509;0;0;0;0.89071;0.995545;0.407168;0.00445112;./core_56/iter_freqdep_10_12_2016_153504_431278474
1.45;1;1;0.02;0.5;1;1;0.5;758898;0.102408;0.0001;1.05464;0.102408;1.05525;1.05531;0;0;0;0.890813;0.993388;0.323015;0.00660404;./core_56/iter_freqdep_10_12_2016_153505_355625682
1.475;1;0.1;0;0.5;1;1;0.5;136801;9.91608e-06;0.000999861;1.00592;9.25138e-05;1.00593;1.00593;0.290809;0.478337;0.188344;0.986666;0.997994;0.176327;0.00200573;./core_57/iter_freqdep_10_12_2016_153504_465374615
