mh_2;mh_1;d;err;phhinit;md_0;md_1;pdhinit;time;phh1;pdh0;vh_1;pdh1;vd_1;vd_0;rdd;rhd;rhh;vh_2;f_0;phh2;f_1;file
1.025;0.9;0.5;0.02;0.5;0.95;1;0.5;196437;0.99997;0.999907;1.03342;0.9999;0.973954;1.00588;0.00727163;0.258987;0.244227;0.986547;0.0526252;0.152721;0.55739;./core_136/iter_freqdep_10_12_2016_153506_439010019
1.025;0.9;1;0;0.5;0.95;1;0.5;24517;0.658188;0.60879;1.03616;0.658188;0.983505;1.0096;0;0;0;0.972454;0.0966596;0.72263;0.440173;./core_137/iter_freqdep_10_12_2016_153504_467501367
1.025;0.9;1;0.02;0.5;0.95;1;0.5;24767;0.658928;0.610234;1.03616;0.658928;0.983504;1.0096;0;0;0;0.972453;0.096661;0.722528;0.440175;./core_137/iter_freqdep_10_12_2016_153506_405983902
1.05;0.9;0.1;0;0.5;0.95;1;0.5;431230;0.818641;0.999;1.03297;0.999959;0.971645;1.00502;0.447762;0.501084;0.331146;0.994625;0.00736716;0.910417;0.170074;./core_138/iter_freqdep_10_12_2016_153504_432993678
1.05;0.9;0.1;0.02;0.5;0.95;1;0.5;447085;0.821655;0.999;1.03302;0.999923;0.97162;1.00505;0.450704;0.499893;0.329741;0.994612;0.00697852;0.913268;0.164713;./core_138/iter_freqdep_10_12_2016_153506_853339223
1.05;0.9;0.5;0;0.5;0.95;1;0.5;245812;0.000995294;0.99992;1.03106;0.999983;0.978242;1.00709;0.128899;0.344002;0.129363;0.983043;0.193337;5.15372e-05;0.612266;./core_139/iter_freqdep_10_12_2016_153504_431736632
1.05;0.9;0.5;0.02;0.5;0.95;1;0.5;252376;0.000997055;0.99998;1.03116;0.999908;0.978203;1.00711;0.131263;0.342232;0.131696;0.983007;0.194133;4.49267e-06;0.610682;./core_139/iter_freqdep_10_12_2016_153506_124009686
1.05;0.9;1;0;0.5;0.95;1;0.5;16751;0.525369;0.522882;1.03852;0.525369;0.985304;1.01156;0;0;0;0.963404;0.219395;0.525399;0.511556;./core_140/iter_freqdep_10_12_2016_153504_435657375
1.05;0.9;1;0.02;0.5;0.95;1;0.5;16741;0.525359;0.522921;1.03852;0.525359;0.985304;1.01156;0;0;0;0.963404;0.219397;0.525388;0.511556;./core_140/iter_freqdep_10_12_2016_153505_309683292
1.075;0.9;0.1;0;0.5;0.95;1;0.5;301883;0.9999;0.999901;1.03365;0.999907;0.969188;1.00396;0.00221805;0.495645;0.440979;0.994584;0.00410659;0.64975;0.422142;./core_141/iter_freqdep_10_12_2016_153516_424489182
1.075;0.9;0.1;0.02;0.5;0.95;1;0.5;300531;0.999999;0.999915;1.03364;0.999907;0.969175;1.00395;0.0561875;0.495702;0.440958;0.994567;0.00445366;0.644548;0.422357;./core_141/iter_freqdep_10_12_2016_153518_67973514
1.075;0.9;0.5;0;0.5;0.95;1;0.5;227209;8.64636e-05;0.9999;1.03298;0.907043;0.979195;1.00891;0.150945;0.337605;0.123298;0.97944;0.207648;8.82826e-06;0.614756;./core_142/iter_freqdep_10_12_2016_153516_389547632
1.075;0.9;0.5;0.02;0.5;0.95;1;0.5;226907;6.00442e-05;0.999993;1.03306;0.904853;0.97915;1.00893;0.153204;0.335786;0.125732;0.979365;0.20884;8.18773e-05;0.613147;./core_142/iter_freqdep_10_12_2016_153518_61973978
1.075;0.9;1;0;0.5;0.95;1;0.5;17387;0.429821;0.423395;1.04138;0.429821;0.98781;1.0142;0;0;0;0.955327;0.317181;0.442968;0.505397;./core_143/iter_freqdep_10_12_2016_153516_428537809
1.075;0.9;1;0.02;0.5;0.95;1;0.5;17415;0.4298;0.423495;1.04138;0.4298;0.98781;1.0142;0;0;0;0.955327;0.317181;0.442698;0.505397;./core_143/iter_freqdep_10_12_2016_153517_69023955
1.1;0.9;0.1;0;0.5;0.95;1;0.5;89745;0.999014;0.999968;1.03348;0.9999;0.968004;1.00251;0.0073333;0.535862;0.664962;0.995427;0.010598;6.53554e-05;0.672082;./core_144/iter_freqdep_10_12_2016_153516_438312674
1.1;0.9;0.1;0.02;0.5;0.95;1;0.5;91780;0.999017;0.999927;1.03348;0.999915;0.96801;1.00252;0.0991499;0.535124;0.66045;0.995389;0.0120894;8.94584e-06;0.668955;./core_144/iter_freqdep_10_12_2016_153517_758369691
1.1;0.9;0.5;0;0.5;0.95;1;0.5;115208;1.36552e-05;0.9999;1.03707;0.492864;0.978607;1.0102;0.21767;0.308409;0.0897682;0.975759;0.271177;3.69234e-05;0.611183;./core_145/iter_freqdep_10_12_2016_153516_396578222
1.1;0.9;0.5;0.02;0.5;0.95;1;0.5;115737;8.30484e-05;0.9999;1.03711;0.491597;0.978592;1.01021;0.217847;0.307105;0.0935689;0.975692;0.272553;6.86507e-05;0.609368;./core_145/iter_freqdep_10_12_2016_153517_461166656
1.1;0.9;1;0;0.5;0.95;1;0.5;15358;0.374038;0.343739;1.04445;0.374038;0.990536;1.01705;0;0;0;0.947887;0.393013;0.410414;0.4805;./core_146/iter_freqdep_10_12_2016_153516_420747061
1.1;0.9;1;0.02;0.5;0.95;1;0.5;15444;0.373754;0.343936;1.04445;0.373754;0.990536;1.01705;0;0;0;0.947886;0.393012;0.409519;0.480501;./core_146/iter_freqdep_10_12_2016_153516_858647005
1.125;0.9;0.1;0;0.5;0.95;1;0.5;144463;0.999014;0.999969;1.03351;0.9999;0.968492;1.00312;0.007484;0.535953;0.664351;0.994983;0.0105127;9.10766e-05;0.676755;./core_147/iter_freqdep_10_12_2016_153516_424923943
1.125;0.9;0.1;0.02;0.5;0.95;1;0.5;150116;0.999007;0.999914;1.03351;0.999961;0.968505;1.00314;0.0999435;0.535216;0.659844;0.994939;0.0120218;3.86076e-05;0.673622;./core_147/iter_freqdep_10_12_2016_153517_685223145
1.125;0.9;0.5;0;0.5;0.95;1;0.5;143695;7.90583e-05;0.999936;1.04085;0.198354;0.978298;1.01147;0.245932;0.287245;0.0486549;0.97229;0.316882;0.0001;0.604346;./core_148/iter_freqdep_10_12_2016_153516_441106581
1.125;0.9;0.5;0.02;0.5;0.95;1;0.5;143520;0.0001;0.999936;1.04087;0.19765;0.97832;1.01147;0.245167;0.28636;0.0541196;0.972239;0.318456;7.43358e-05;0.602242;./core_148/iter_freqdep_10_12_2016_153518_849611302
1.125;0.9;1;0;0.5;0.95;1;0.5;12698;0.341611;0.285382;1.04753;0.341611;0.99333;1.01995;0;0;0;0.94087;0.452317;0.397155;0.452417;./core_149/iter_freqdep_10_12_2016_153525_210818811
1.125;0.9;1;0.02;0.5;0.95;1;0.5;12828;0.34096;0.285472;1.04753;0.34096;0.993329;1.01995;0;0;0;0.940868;0.452316;0.395686;0.452417;./core_149/iter_freqdep_10_12_2016_153525_497172920
1.15;0.9;0.1;0;0.5;0.95;1;0.5;367274;9.48856e-05;0.999972;1.02811;0.955349;0.974858;1.00288;0.554026;0.629701;0.536179;0.993988;0.175417;8.46694e-05;0.67613;./core_150/iter_freqdep_10_12_2016_153516_419329842
1.15;0.9;0.1;0.02;0.5;0.95;1;0.5;363943;9.49518e-05;0.9999;1.02822;0.956022;0.974765;1.0029;0.553455;0.628011;0.536435;0.993949;0.17641;6.92914e-05;0.674053;./core_150/iter_freqdep_10_12_2016_153518_823968642
1.15;0.9;0.5;0;0.5;0.95;1;0.5;77865;0.0001;0.999943;1.04416;0.000998288;0.978384;1.01273;0.259362;0.27283;0.000362234;0.969005;0.347259;6.8303e-05;0.597977;./core_151/iter_freqdep_10_12_2016_153516_426198054
1.15;0.9;0.5;0.02;0.5;0.95;1;0.5;77653;2.57053e-05;0.999942;1.04415;0.000997961;0.978441;1.01273;0.258096;0.272251;0.00843836;0.968964;0.348902;4.688e-06;0.595658;./core_151/iter_freqdep_10_12_2016_153517_661980596
1.15;0.9;1;0;0.5;0.95;1;0.5;10532;0.321812;0.242731;1.05055;0.321812;0.996099;1.02281;0;0;0;0.934177;0.499628;0.391771;0.42568;./core_152/iter_freqdep_10_12_2016_153516_442299383
1.15;0.9;1;0.02;0.5;0.95;1;0.5;10674;0.320817;0.242601;1.05055;0.320817;0.996095;1.02281;0;0;0;0.934174;0.499626;0.389856;0.425681;./core_152/iter_freqdep_10_12_2016_153517_893882673
1.175;0.9;0.1;0;0.5;0.95;1;0.5;251301;6.9865e-05;0.999943;1.03;0.737119;0.973623;1.00309;0.600863;0.61559;0.515861;0.993339;0.210547;5.73373e-05;0.675623;./core_153/iter_freqdep_10_12_2016_153516_444175796
1.175;0.9;0.1;0.02;0.5;0.95;1;0.5;238813;8.81167e-05;0.999953;1.03009;0.737227;0.973545;1.00311;0.598987;0.614017;0.517309;0.993299;0.211749;5.71569e-05;0.673479;./core_153/iter_freqdep_10_12_2016_153519_59102715
1.175;0.9;0.5;0;0.5;0.95;1;0.5;31692;0.0001;0.999981;1.04551;0.000989447;0.980111;1.01407;0.259465;0.272812;0.000370873;0.965812;0.347549;8.65763e-05;0.598727;./core_154/iter_freqdep_10_12_2016_153516_417808191
1.175;0.9;0.5;0.02;0.5;0.95;1;0.5;31824;6.56174e-05;0.99994;1.04548;0.000987802;0.980169;1.01408;0.258199;0.272228;0.00849117;0.965754;0.349196;4.57775e-05;0.596415;./core_154/iter_freqdep_10_12_2016_153516_989468196
1.175;0.9;1;0;0.5;0.95;1;0.5;8885;0.309051;0.210923;1.05347;0.309051;0.998792;1.0256;0;0;0;0.927747;0.538114;0.389905;0.401502;./core_155/iter_freqdep_10_12_2016_153516_433722472
1.175;0.9;1;0.02;0.5;0.95;1;0.5;9032;0.307764;0.210533;1.05347;0.307764;0.998787;1.02559;0;0;0;0.927742;0.538112;0.387651;0.401503;./core_155/iter_freqdep_10_12_2016_153517_324157366
1.2;0.9;0.1;0;0.5;0.95;1;0.5;177618;9.30753e-05;0.999964;1.03175;0.559707;0.972511;1.00328;0.627675;0.603283;0.493701;0.992721;0.239025;5.91438e-06;0.67446;./core_156/iter_freqdep_10_12_2016_153516_442216499
1.2;0.9;0.1;0.02;0.5;0.95;1;0.5;166298;9.31817e-05;0.999925;1.03183;0.559513;0.972451;1.0033;0.624941;0.601822;0.496541;0.992683;0.240394;7.47055e-05;0.672186;./core_156/iter_freqdep_10_12_2016_153518_612164354
1.2;0.9;0.5;0;0.5;0.95;1;0.5;21847;0.0001;0.999976;1.04678;0.000981318;0.981741;1.01533;0.25956;0.272796;0.000343868;0.962704;0.347832;5.14827e-05;0.599446;./core_157/iter_freqdep_10_12_2016_153516_423459247
1.2;0.9;0.5;0.02;0.5;0.95;1;0.5;22019;5.63236e-05;0.999937;1.04675;0.000983094;0.981819;1.01537;0.258294;0.272211;0.00848084;0.962646;0.349486;1.79702e-05;0.59714;./core_157/iter_freqdep_10_12_2016_153517_106457049
1.2;0.9;1;0;0.5;0.95;1;0.5;7635;0.300414;0.186604;1.05627;0.300414;1.00138;1.02828;0;0;0;0.921541;0.569971;0.389739;0.380021;./core_158/iter_freqdep_10_12_2016_153516_409452131
1.2;0.9;1;0.02;0.5;0.95;1;0.5;7779;0.298889;0.185954;1.05626;0.298889;1.00138;1.02827;0;0;0;0.921533;0.56997;0.387226;0.380022;./core_158/iter_freqdep_10_12_2016_153516_744180445
1.225;0.9;0.1;0;0.5;0.95;1;0.5;193793;9.21974e-05;0.999959;1.03337;0.412381;0.971492;1.00345;0.644735;0.592422;0.467637;0.992124;0.262519;5.8076e-05;0.672887;./core_159/iter_freqdep_10_12_2016_153516_426079166
1.225;0.9;0.1;0.02;0.5;0.95;1;0.5;190300;9.23257e-05;0.999959;1.03343;0.412022;0.97145;1.00347;0.641403;0.591069;0.47236;0.992086;0.264017;7.87361e-05;0.670481;./core_159/iter_freqdep_10_12_2016_153518_705992439
1.225;0.9;0.5;0;0.5;0.95;1;0.5;17800;0.0001;0.99905;1.04797;7.85832e-05;0.983245;1.0165;0.259627;0.27269;0.000100275;0.959667;0.348444;8.12555e-05;0.599934;./core_160/iter_freqdep_10_12_2016_153516_436953718
1.225;0.9;0.5;0.02;0.5;0.95;1;0.5;18172;0.0001;0.999053;1.04794;5.71789e-05;0.983331;1.01654;0.258359;0.272113;0.00813265;0.9596;0.350108;4.27801e-05;0.597631;./core_160/iter_freqdep_10_12_2016_153517_515378812
1.225;0.9;1;0;0.5;0.95;1;0.5;6676;0.294319;0.16756;1.05893;0.294319;1.00385;1.03082;0;0;0;0.915522;0.596745;0.390447;0.361026;./core_161/iter_freqdep_10_12_2016_153516_386484214
1.225;0.9;1;0.02;0.5;0.95;1;0.5;6813;0.292602;0.166667;1.05891;0.292602;1.00384;1.03081;0;0;0;0.915511;0.596744;0.38773;0.361027;./core_161/iter_freqdep_10_12_2016_153516_677689115
1.25;0.9;0.1;0;0.5;0.95;1;0.5;209804;9.13426e-05;0.999934;1.03488;0.28801;0.970553;1.00361;0.656361;0.582752;0.433996;0.991546;0.282179;6.73789e-05;0.671079;./core_162/iter_freqdep_10_12_2016_153516_447764873
1.25;0.9;0.1;0.02;0.5;0.95;1;0.5;208779;9.14939e-05;0.99995;1.03493;0.287581;0.97053;1.00363;0.652573;0.581503;0.441583;0.991511;0.283782;5.40156e-05;0.668531;./core_162/iter_freqdep_10_12_2016_153519_862654222
1.25;0.9;0.5;0;0.5;0.95;1;0.5;17902;3.79976e-05;0.999041;1.0491;7.22603e-05;0.98472;1.01763;0.259718;0.272669;0.000157952;0.956736;0.348702;3.61613e-05;0.600602;./core_163/iter_freqdep_10_12_2016_153516_440135014
1.25;0.9;0.5;0.02;0.5;0.95;1;0.5;18314;3.87536e-05;0.999047;1.04906;0.0001;0.984809;1.01767;0.258454;0.272088;0.00817142;0.956653;0.350382;7.82957e-05;0.598302;./core_163/iter_freqdep_10_12_2016_153517_774462390
1.25;0.9;1;0;0.5;0.95;1;0.5;5920;0.289866;0.152324;1.06144;0.289866;1.0062;1.03324;0;0;0;0.909678;0.619545;0.39162;0.344219;./core_164/iter_freqdep_10_12_2016_153516_441606504
1.25;0.9;1;0.02;0.5;0.95;1;0.5;6051;0.287992;0.151208;1.06143;0.287992;1.00618;1.03323;0;0;0;0.909667;0.619544;0.38874;0.34422;./core_164/iter_freqdep_10_12_2016_153517_701185155
1.275;0.9;0.1;0;0.5;0.95;1;0.5;215832;9.05127e-05;0.999956;1.03629;0.181532;0.969684;1.00375;0.664703;0.574077;0.384507;0.99099;0.298819;1.51637e-05;0.669147;./core_165/iter_freqdep_10_12_2016_153516_428448639
1.275;0.9;0.1;0.02;0.5;0.95;1;0.5;215951;9.06871e-05;0.999937;1.03632;0.180994;0.96968;1.00377;0.660548;0.572918;0.397223;0.990958;0.300532;9.70402e-05;0.666447;./core_165/iter_freqdep_10_12_2016_153518_697453981
1.275;0.9;0.5;0;0.5;0.95;1;0.5;18261;2.95326e-05;0.999042;1.0502;3.22814e-05;0.98615;1.01872;0.259805;0.272652;0.000140362;0.953913;0.348961;0.0001;0.601245;./core_166/iter_freqdep_10_12_2016_153516_417069526
1.275;0.9;0.5;0.02;0.5;0.95;1;0.5;18728;3.03427e-05;0.999052;1.05015;6.61536e-05;0.986248;1.01878;0.258535;0.272079;0.00818709;0.953822;0.350628;5.15205e-05;0.598957;./core_166/iter_freqdep_10_12_2016_153516_899609556
1.275;0.9;1;0;0.5;0.95;1;0.5;5323;0.286515;0.1399;1.06383;0.286515;1.00842;1.03553;0;0;0;0.904001;0.639187;0.393045;0.3293;./core_167/iter_freqdep_10_12_2016_153516_404830624
1.275;0.9;1;0.02;0.5;0.95;1;0.5;5445;0.28451;0.138584;1.06381;0.28451;1.00841;1.03552;0;0;0;0.903986;0.639185;0.39003;0.329301;./core_167/iter_freqdep_10_12_2016_153516_715654640
1.3;0.9;0.1;0;0.5;0.95;1;0.5;216382;8.9709e-05;0.999921;1.03761;0.0892779;0.968876;1.00388;0.670893;0.566241;0.295449;0.990456;0.313068;9.08668e-05;0.667137;./core_168/iter_freqdep_10_12_2016_153516_430486051
1.3;0.9;0.1;0.02;0.5;0.95;1;0.5;216970;8.99062e-05;0.999983;1.03763;0.0886687;0.968892;1.0039;0.666468;0.565168;0.32025;0.990428;0.314855;9.15838e-05;0.664314;./core_168/iter_freqdep_10_12_2016_153519_5484789
1.3;0.9;0.5;0;0.5;0.95;1;0.5;18813;0.0001;0.999048;1.05125;2.04228e-05;0.98753;1.01978;0.259886;0.272645;5.71562e-05;0.951184;0.349205;7.39243e-05;0.601864;./core_169/iter_freqdep_10_12_2016_153530_324961169
1.3;0.9;0.5;0.02;0.5;0.95;1;0.5;19350;2.21988e-05;0.999034;1.05119;6.02291e-05;0.987623;1.01983;0.258616;0.272065;0.00817692;0.951073;0.350882;1.99549e-05;0.599581;./core_169/iter_freqdep_10_12_2016_153530_685048367
1.3;0.9;1;0;0.5;0.95;1;0.5;4834;0.283929;0.129603;1.06608;0.283929;1.01053;1.0377;0;0;0;0.898476;0.656276;0.394604;0.316003;./core_170/iter_freqdep_10_12_2016_153516_431001551
1.3;0.9;1;0.02;0.5;0.95;1;0.5;4954;0.281816;0.128107;1.06606;0.281816;1.01051;1.03769;0;0;0;0.89846;0.656275;0.391476;0.316004;./core_170/iter_freqdep_10_12_2016_153517_277017095
1.325;0.9;0.1;0;0.5;0.95;1;0.5;213881;8.89315e-05;0.999945;1.03886;0.00856269;0.968125;1.00401;0.675643;0.559121;0.057947;0.989945;0.325367;8.66416e-05;0.665106;./core_171/iter_freqdep_10_12_2016_153516_426439449
1.325;0.9;0.1;0.02;0.5;0.95;1;0.5;214798;8.9152e-05;0.999968;1.03886;0.00789089;0.968158;1.00403;0.670966;0.55813;0.13124;0.989917;0.327234;2.96477e-05;0.662154;./core_171/iter_freqdep_10_12_2016_153518_759680288
1.325;0.9;0.5;0;0.5;0.95;1;0.5;19526;1.33909e-05;0.99905;1.05225;5.44667e-05;0.988843;1.02078;0.259968;0.272627;0.000159338;0.948528;0.349434;4.33128e-05;0.602468;./core_172/iter_freqdep_10_12_2016_153516_445895214
1.325;0.9;0.5;0.02;0.5;0.95;1;0.5;20153;0.0001;0.999036;1.05219;8.97752e-06;0.988946;1.02084;0.258694;0.272058;0.00805563;0.94841;0.351134;0.0001;0.600184;./core_172/iter_freqdep_10_12_2016_153518_589045967
1.325;0.9;1;0;0.5;0.95;1;0.5;4434;0.281892;0.120946;1.06821;0.281892;1.01251;1.03975;0;0;0;0.893095;0.671277;0.396227;0.304099;./core_173/iter_freqdep_10_12_2016_153516_444518298
1.325;0.9;1;0.02;0.5;0.95;1;0.5;4546;0.279687;0.119289;1.06818;0.279687;1.01249;1.03973;0;0;0;0.893076;0.671276;0.393003;0.304099;./core_173/iter_freqdep_10_12_2016_153517_808931845
1.35;0.9;0.1;0;0.5;0.95;1;0.5;91149;8.98329e-06;0.999946;1.03917;0.00099757;0.968235;1.0042;0.67606;0.558447;0.00762556;0.989477;0.326561;4.40764e-05;0.664997;./core_174/iter_freqdep_10_12_2016_153516_445226143
1.35;0.9;0.1;0.02;0.5;0.95;1;0.5;91209;2.33497e-05;0.999945;1.03915;0.000997665;0.96828;1.00422;0.671321;0.557522;0.0975847;0.989448;0.328342;4.07464e-05;0.662061;./core_174/iter_freqdep_10_12_2016_153518_931003674
1.35;0.9;0.5;0;0.5;0.95;1;0.5;20386;0.0001;0.999043;1.0532;4.88982e-05;0.990098;1.02173;0.26004;0.272623;5.14212e-05;0.945945;0.349676;6.94685e-05;0.603041;./core_175/iter_freqdep_10_12_2016_153516_419657130
1.35;0.9;0.5;0.02;0.5;0.95;1;0.5;21126;0.0001;0.999032;1.05314;0.0001;0.990212;1.02181;0.258771;0.272045;0.00805038;0.945822;0.351367;6.86921e-05;0.600767;./core_175/iter_freqdep_10_12_2016_153517_69096587
1.35;0.9;1;0;0.5;0.95;1;0.5;4099;0.280257;0.113575;1.07021;0.280257;1.01439;1.04168;0;0;0;0.887852;0.684548;0.397875;0.293391;./core_176/iter_freqdep_10_12_2016_153516_418445454
1.35;0.9;1;0.02;0.5;0.95;1;0.5;4205;0.277974;0.111775;1.07018;0.277974;1.01437;1.04166;0;0;0;0.88783;0.684547;0.394568;0.293392;./core_176/iter_freqdep_10_12_2016_153516_823188437
1.375;0.9;0.1;0;0.5;0.95;1;0.5;63850;0.0001;0.999991;1.03936;0.000994899;0.968428;1.00439;0.676079;0.558449;0.00746941;0.989026;0.326602;8.488e-05;0.665108;./core_177/iter_freqdep_10_12_2016_153516_444333195
1.375;0.9;0.1;0.02;0.5;0.95;1;0.5;64059;5.57428e-05;0.9999;1.03935;0.000995352;0.968477;1.00441;0.67135;0.55752;0.0979258;0.988996;0.328379;7.019e-05;0.662192;./core_177/iter_freqdep_10_12_2016_153518_739713534
1.375;0.9;0.5;0;0.5;0.95;1;0.5;21395;0.0001;0.999037;1.05409;0.0001;0.991286;1.02262;0.260122;0.272596;0.000132247;0.94342;0.34989;0.0001;0.603604;./core_178/iter_freqdep_10_12_2016_153516_439583107
1.375;0.9;0.5;0.02;0.5;0.95;1;0.5;22277;0.0001;0.999033;1.05403;4.35234e-05;0.991412;1.02271;0.258847;0.272025;0.00816571;0.943294;0.351579;6.6488e-05;0.601336;./core_178/iter_freqdep_10_12_2016_153517_740560007
1.375;0.9;1;0;0.5;0.95;1;0.5;3815;0.278925;0.107232;1.0721;0.278925;1.01616;1.0435;0;0;0;0.882738;0.696371;0.399522;0.283718;./core_179/iter_freqdep_10_12_2016_153516_438674943
1.375;0.9;1;0.02;0.5;0.95;1;0.5;3916;0.276574;0.105301;1.07207;0.276574;1.01613;1.04348;0;0;0;0.882714;0.69637;0.396142;0.283719;./core_179/iter_freqdep_10_12_2016_153517_641987965
1.4;0.9;0.1;0;0.5;0.95;1;0.5;50172;6.61575e-05;0.999923;1.03955;0.000991104;0.968612;1.00457;0.67607;0.55844;0.00838783;0.988588;0.326648;1.69534e-05;0.665201;./core_180/iter_freqdep_10_12_2016_153516_412450711
1.4;0.9;0.1;0.02;0.5;0.95;1;0.5;50449;5.00169e-05;0.9999;1.03953;0.000994417;0.968658;1.00459;0.671356;0.557519;0.0978768;0.988552;0.328432;7.26138e-05;0.662305;./core_180/iter_freqdep_10_12_2016_153517_45827485
1.4;0.9;0.5;0;0.5;0.95;1;0.5;22560;0.0001;0.999024;1.05498;3.82572e-05;0.992461;1.0235;0.26019;0.272588;0.00016253;0.941002;0.3501;6.53058e-05;0.604146;./core_181/iter_freqdep_10_12_2016_153516_433279607
1.4;0.9;0.5;0.02;0.5;0.95;1;0.5;23625;0.0001;0.999021;1.0549;0.0001;0.992581;1.02359;0.258922;0.272008;0.00814139;0.940855;0.351805;6.43691e-05;0.601878;./core_181/iter_freqdep_10_12_2016_153517_733144557
1.4;0.9;1;0;0.5;0.95;1;0.5;3572;0.277825;0.101719;1.07387;0.277825;1.01782;1.04522;0;0;0;0.877751;0.706969;0.401152;0.274943;./core_182/iter_freqdep_10_12_2016_153516_420781089
1.4;0.9;1;0.02;0.5;0.95;1;0.5;3668;0.275415;0.0996706;1.07384;0.275415;1.01779;1.04519;0;0;0;0.877725;0.706967;0.397708;0.274944;./core_182/iter_freqdep_10_12_2016_153516_912562798
1.425;0.9;0.1;0;0.5;0.95;1;0.5;41620;4.36534e-05;0.9999;1.03972;0.000990438;0.968785;1.00474;0.676101;0.558443;0.00813521;0.988161;0.32668;6.96476e-05;0.66531;./core_183/iter_freqdep_10_12_2016_153516_438753619
1.425;0.9;0.1;0.02;0.5;0.95;1;0.5;41971;2.59861e-05;0.999923;1.0397;0.000989087;0.968834;1.00476;0.671337;0.55752;0.0975987;0.988124;0.328501;2.46543e-06;0.6624;./core_183/iter_freqdep_10_12_2016_153517_757792866
1.425;0.9;0.5;0;0.5;0.95;1;0.5;23905;0.0001;0.999035;1.05582;3.31706e-05;0.993575;1.02434;0.260261;0.272576;0.00016242;0.938636;0.350304;6.33318e-05;0.604673;./core_184/iter_freqdep_10_12_2016_153516_424665403
1.425;0.9;0.5;0.02;0.5;0.95;1;0.5;25204;0.0001;0.999019;1.05573;0.0001;0.993696;1.02443;0.258991;0.271995;0.00812498;0.938476;0.352015;0.0001;0.602408;./core_184/iter_freqdep_10_12_2016_153517_258397944
1.425;0.9;1;0;0.5;0.95;1;0.5;3361;0.276906;0.0968865;1.07555;0.276906;1.01939;1.04684;0;0;0;0.872886;0.716521;0.402758;0.266949;./core_185/iter_freqdep_10_12_2016_153516_431760722
1.425;0.9;1;0.02;0.5;0.95;1;0.5;3454;0.274443;0.0947316;1.07551;0.274443;1.01936;1.0468;0;0;0;0.872857;0.716521;0.399256;0.26695;./core_185/iter_freqdep_10_12_2016_153517_236306038
1.45;0.9;0.1;0;0.5;0.95;1;0.5;41944;0.0001;0.999923;1.0399;3.24111e-05;0.968926;1.00489;0.676131;0.558361;0.000755172;0.987722;0.326883;0.000999442;0.66535;./core_186/iter_freqdep_10_12_2016_153516_441061604
1.45;0.9;0.1;0.02;0.5;0.95;1;0.5;36048;5.94287e-05;0.999967;1.03986;0.000988397;0.968994;1.00492;0.671357;0.557514;0.0979642;0.9877;0.328541;7.22143e-05;0.66251;./core_186/iter_freqdep_10_12_2016_153518_17286133
1.45;0.9;0.5;0;0.5;0.95;1;0.5;25459;0.0001;0.999022;1.05648;2.82429e-05;0.99452;1.02501;0.260328;0.272564;0.000162316;0.936218;0.350506;6.14289e-05;0.60518;./core_187/iter_freqdep_10_12_2016_153516_441430037
1.45;0.9;0.5;0.02;0.5;0.95;1;0.5;27065;0.0001;0.999022;1.05657;2.82648e-05;0.994813;1.02528;0.259056;0.271989;0.0081445;0.936206;0.352214;2.06678e-05;0.602924;./core_187/iter_freqdep_10_12_2016_153517_923995255
1.45;0.9;1;0;0.5;0.95;1;0.5;3180;0.276129;0.092618;1.07712;0.276129;1.02087;1.04836;0;0;0;0.868138;0.725177;0.404332;0.259639;./core_188/iter_freqdep_10_12_2016_153516_429507764
1.45;0.9;1;0.02;0.5;0.95;1;0.5;3269;0.273621;0.0903659;1.07708;0.273621;1.02084;1.04832;0;0;0;0.868107;0.725176;0.400777;0.25964;./core_188/iter_freqdep_10_12_2016_153517_186632616
0.925;0.85;0.1;0;0.5;0.925;1;0.5;4461;0.679768;0.620277;1.0521;0.695677;0.941653;0.991435;0.615651;0.470419;0.290423;1.00402;0.000109214;0.9999;0.000543095;./core_189/iter_freqdep_10_12_2016_153516_417822645
0.925;0.85;0.1;0.02;0.5;0.925;1;0.5;285624;0.99995;0.999002;1.05527;0.99995;0.948286;0.9992;0.605049;0.459172;0.290372;1.00396;5.87223e-09;0.9999;0.00019353;./core_189/iter_freqdep_10_12_2016_153516_793745261
0.925;0.85;0.5;0;0.5;0.925;1;0.5;411708;0.742902;0.62924;1.05373;0.748998;0.933055;0.972432;0.556979;0.200889;0.142882;1.0163;2.16181e-05;0.9999;0.000301477;./core_190/iter_freqdep_10_12_2016_153516_419542528
0.925;0.85;0.5;0.02;0.5;0.925;1;0.5;139740;0.999987;0.999002;1.06296;0.999953;0.950073;0.994855;0.209555;0.217623;0.142877;1.01641;7.2671e-09;0.9999;0.000194634;./core_190/iter_freqdep_10_12_2016_153517_805102618
0.925;0.85;1;0;0.5;0.925;1;0.5;1176012;0.86594;0.616471;1.06252;0.86594;0.938869;0.965967;0;0;0;1.02678;1.50258e-08;0.9999;0.000245939;./core_191/iter_freqdep_10_12_2016_153516_438559339
0.925;0.85;1;0.02;0.5;0.925;1;0.5;102199;0.99998;0.999004;1.0688;0.99998;0.950122;0.988599;0;0;0;1.02716;9.52124e-09;0.9999;0.000195644;./core_191/iter_freqdep_10_12_2016_153520_411146658
