c;sdmu_h;numgen;v;N;seed;init_pD;mu_h;init_pH;runtime;generation;meanpH;meanpD;varpH;varpD;freq_hawk;file
5;0.02;40000;1;5000;599662406;1;0.01;0.4;0;40000;0.19969;0.78789;0.002929;0.0038251;0.2076;./hpcbatch_16_08_2017_230103/core_175/sim_hd_17_8_2017_100900_599333830
3;0.02;40000;1;5000;664130022;0.4;0.01;0.1;0;40000;0.28149;0.64636;0.002235;0.0084256;0.3258;./hpcbatch_16_08_2017_230103/core_15/sim_hd_17_8_2017_082213_663739288
3;0.02;40000;1;5000;715073413;0.9;0.01;0.9;0;40000;0.53206;0.73805;0.00387;0.0053803;0.353;./hpcbatch_16_08_2017_230103/core_108/sim_hd_17_8_2017_091958_714751420
3;0.02;40000;1;5000;564369728;0.8;0.01;0.6;0;40000;0.50006;0.7251;0.0088289;0.01564;0.3628;./hpcbatch_16_08_2017_230103/core_74/sim_hd_17_8_2017_083858_564015620
5;0.02;40000;1;5000;645613896;0.4;0.01;0.6;0;40000;0.39599;0.82179;0.0042942;0.0087281;0.2274;./hpcbatch_16_08_2017_230103/core_191/sim_hd_17_8_2017_101430_645272753
5;0.02;40000;1;5000;639535924;0.9;0.01;0.6;0;40000;0.6103;0.89947;0.0042888;0.0030899;0.2002;./hpcbatch_16_08_2017_230103/core_196/sim_hd_17_8_2017_101530_639225376
5;0.02;40000;1;5000;791183938;0.9;0.01;0.7;0;40000;0.46045;0.88343;0.003498;0.0023594;0.1776;./hpcbatch_16_08_2017_230103/core_207/sim_hd_17_8_2017_101913_790844777
3;0.02;40000;1;5000;8497308;0.9;0.01;0.1;0;40000;0.06873;0.54666;0.0022891;0.004199;0.3156;./hpcbatch_16_08_2017_230103/core_20/sim_hd_17_8_2017_082329_8104388
3;0.02;40000;1;5000;589654792;0.8;0.01;0;0;40000;0.25155;0.59016;0.0083649;0.0048034;0.3544;./hpcbatch_16_08_2017_230103/core_8/sim_hd_17_8_2017_081958_589351669
3;0.02;40000;1;5000;959450030;0.8;0.01;0.3;0;40000;0.36165;0.67017;0.0016193;0.0043001;0.3482;./hpcbatch_16_08_2017_230103/core_41/sim_hd_17_8_2017_082928_959106563
5;0.02;40000;1;5000;557649370;0.7;0.01;0.4;0;40000;0.66079;0.9144;0.014791;0.0033937;0.2044;./hpcbatch_16_08_2017_230103/core_172/sim_hd_17_8_2017_100730_557320998
3;0.02;40000;1;5000;694354324;0.2;0.01;0.7;0;40000;0.24592;0.65813;0.0057598;0.0050885;0.3054;./hpcbatch_16_08_2017_230103/core_79/sim_hd_17_8_2017_085243_694014679
5;0.02;40000;1;5000;637995613;0.1;0.01;0.9;0;40000;0.21976;0.75228;0.0066968;0.047828;0.2002;./hpcbatch_16_08_2017_230103/core_221/sim_hd_17_8_2017_102243_637660075
3;0.02;40000;1;5000;678403736;0.3;0.01;1;0;40000;0.21667;0.60585;0.012271;0.0034859;0.351;./hpcbatch_16_08_2017_230103/core_113/sim_hd_17_8_2017_092113_675295263
3;0.02;40000;1;5000;650165059;0;0.01;0.8;0;40000;0.29766;0.65039;0.011631;0.023882;0.3106;./hpcbatch_16_08_2017_230103/core_88/sim_hd_17_8_2017_091443_649839629
3;0.02;40000;1;5000;680393745;0.4;0.01;1;0;40000;0.43838;0.67102;0.0080557;0.0038957;0.362;./hpcbatch_16_08_2017_230103/core_114/sim_hd_17_8_2017_092113_678079289
5;0.02;40000;1;5000;760970466;0.6;0.01;0.7;0;40000;0.39724;0.8558;0.010634;0.0047834;0.1962;./hpcbatch_16_08_2017_230103/core_204/sim_hd_17_8_2017_101758_760577494
5;0.02;40000;1;5000;687643534;0.7;0.01;0.8;0;40000;0.66859;0.90752;0.0046559;0.0037557;0.2112;./hpcbatch_16_08_2017_230103/core_216/sim_hd_17_8_2017_102128_687342251
5;0.02;40000;1;5000;554964619;1;0.01;1;0;40000;0.56265;0.87793;0.0052578;0.0046075;0.2052;./hpcbatch_16_08_2017_230103/core_241/sim_hd_17_8_2017_103128_554600276
5;0.02;40000;1;5000;626233244;0.3;0.01;0.2;0;40000;0.45717;0.84441;0.007745;0.0058179;0.2114;./hpcbatch_16_08_2017_230103/core_146/sim_hd_17_8_2017_092928_625858704
5;0.02;40000;1;5000;556389522;0.7;0.01;0.5;0;40000;0.45563;0.848;0.0072664;0.0073267;0.2176;./hpcbatch_16_08_2017_230103/core_183/sim_hd_17_8_2017_101215_556089850
5;0.02;40000;1;5000;717452720;0.5;0.01;0.7;0;40000;0.23758;0.81252;0.0087827;0.0030487;0.1918;./hpcbatch_16_08_2017_230103/core_203/sim_hd_17_8_2017_101758_717077653
5;0.02;40000;1;5000;681503654;0.5;0.01;0.8;0;40000;0.27638;0.78681;0.014553;0.01046;0.2094;./hpcbatch_16_08_2017_230103/core_214/sim_hd_17_8_2017_102113_681133120
3;0.02;40000;1;5000;703579568;0.3;0.01;0.6;0;40000;0.22276;0.62463;0.020619;0.013081;0.318;./hpcbatch_16_08_2017_230103/core_69/sim_hd_17_8_2017_083713_703235935
3;0.02;40000;1;5000;651403192;0.2;0.01;0.5;0;40000;0.47451;0.69477;0.0022907;0.01212;0.3522;./hpcbatch_16_08_2017_230103/core_57/sim_hd_17_8_2017_083228_651034697
5;0.02;40000;1;5000;558965558;0.1;0.01;0.8;0;40000;0.20588;0.80622;0.0082243;0.0033778;0.19;./hpcbatch_16_08_2017_230103/core_210/sim_hd_17_8_2017_102028_558662667
5;0.02;40000;1;5000;605880082;0.8;0.01;0.6;0;40000;0.52868;0.87479;0.0069482;0.0021944;0.2052;./hpcbatch_16_08_2017_230103/core_195/sim_hd_17_8_2017_101500_605525895
3;0.02;40000;1;5000;549004006;1;0.01;0.9;0;40000;0.54308;0.76892;0.0047306;0.014228;0.3264;./hpcbatch_16_08_2017_230103/core_109/sim_hd_17_8_2017_092013_548684786
5;0.02;40000;1;5000;556280327;0;0.01;0.9;0;40000;0.068239;0.74361;0.0010831;0.010741;0.2056;./hpcbatch_16_08_2017_230103/core_220/sim_hd_17_8_2017_102228_555928725
3;0.02;40000;1;5000;589787389;0.3;0.01;0.7;0;40000;0.27047;0.66398;0.0063811;0.01993;0.304;./hpcbatch_16_08_2017_230103/core_80/sim_hd_17_8_2017_085628_589459977
3;0.02;40000;1;5000;716102477;0.3;0.01;0.4;0;40000;0.1501;0.55565;0.0070872;0.018641;0.3484;./hpcbatch_16_08_2017_230103/core_47/sim_hd_17_8_2017_083028_715739272
3;0.02;40000;1;5000;580837866;0.5;0.01;0;0;40000;0.46884;0.74259;0.0082657;0.014211;0.314;./hpcbatch_16_08_2017_230103/core_5/sim_hd_17_8_2017_081913_580432296
3;0.02;40000;1;5000;732047619;0.2;0.01;0.1;0;40000;0.16177;0.55392;0.0056741;0.0079684;0.3564;./hpcbatch_16_08_2017_230103/core_13/sim_hd_17_8_2017_082113_731646475
3;0.02;40000;1;5000;713580582;0.5;0.01;0.4;0;40000;0.68728;0.84826;0.0073432;0.0026201;0.335;./hpcbatch_16_08_2017_230103/core_49/sim_hd_17_8_2017_083058_713155692
5;0.02;40000;1;5000;715383198;0.8;0.01;0;0;40000;0.20975;0.76257;0.0040637;0.0098708;0.2222;./hpcbatch_16_08_2017_230103/core_129/sim_hd_17_8_2017_092428_715038027
3;0.02;40000;1;5000;687473761;0;0.01;1;0;40000;0.32991;0.61975;0.0077891;0.010713;0.3542;./hpcbatch_16_08_2017_230103/core_110/sim_hd_17_8_2017_092043_687171989
3;0.02;40000;1;5000;662032812;0.6;0.01;0.1;0;40000;0.34933;0.64664;0.002477;0.0036662;0.3438;./hpcbatch_16_08_2017_230103/core_17/sim_hd_17_8_2017_082243_661618315
3;0.02;40000;1;5000;683952365;1;0.01;0.8;0;40000;0.7137;0.85952;0.014753;0.0069779;0.3454;./hpcbatch_16_08_2017_230103/core_98/sim_hd_17_8_2017_091713_683596356
3;0.02;40000;1;5000;547387697;0.8;0.01;0.7;0;40000;0.53294;0.7362;0.0026364;0.015023;0.3422;./hpcbatch_16_08_2017_230103/core_85/sim_hd_17_8_2017_091213_547072539
5;0.02;40000;1;5000;707400454;0.4;0.01;0.9;0;40000;0.37868;0.84331;0.011753;0.0032463;0.1998;./hpcbatch_16_08_2017_230103/core_224/sim_hd_17_8_2017_102328_707004386
3;0.02;40000;1;5000;627767392;0.4;0.01;0.9;0;40000;0.46507;0.68364;0.0077157;0.0055306;0.3704;./hpcbatch_16_08_2017_230103/core_103/sim_hd_17_8_2017_091843_627354628
3;0.02;40000;1;5000;604917179;1;0.01;0;0;40000;0.21301;0.62114;0.0034208;0.0040425;0.31;./hpcbatch_16_08_2017_230103/core_10/sim_hd_17_8_2017_082028_604559950
5;0.02;40000;1;5000;741376241;0.6;0.01;0.9;0;40000;0.33061;0.81953;0.005164;0.0035218;0.2102;./hpcbatch_16_08_2017_230103/core_226/sim_hd_17_8_2017_102413_740939621
5;0.02;40000;1;5000;636299593;0.7;0.01;0.1;0;40000;0.25611;0.85191;0.009233;0.0052927;0.1756;./hpcbatch_16_08_2017_230103/core_139/sim_hd_17_8_2017_092813_635971465
3;0.02;40000;1;5000;687542269;0.1;0.01;0;0;40000;0.34592;0.67873;0.017624;0.0019052;0.329;./hpcbatch_16_08_2017_230103/core_1/sim_hd_17_8_2017_081843_687121040
5;0.02;40000;1;5000;648961244;0.7;0.01;0;0;40000;0.14636;0.7675;0.0026027;0.00258;0.2082;./hpcbatch_16_08_2017_230103/core_128/sim_hd_17_8_2017_092428_648574460
3;0.02;40000;1;5000;569466672;0.2;0.01;0.4;0;40000;0.28201;0.6126;0.008147;0.013385;0.3368;./hpcbatch_16_08_2017_230103/core_46/sim_hd_17_8_2017_083028_560497793
5;0.02;40000;1;5000;541585935;0.8;0.01;0.8;0;40000;0.60086;0.88787;0.012274;0.0030519;0.2092;./hpcbatch_16_08_2017_230103/core_217/sim_hd_17_8_2017_102143_541293384
3;0.02;40000;1;5000;702784281;0.7;0.01;0.1;0;40000;0.30004;0.64391;0.0089583;0.00414;0.331;./hpcbatch_16_08_2017_230103/core_18/sim_hd_17_8_2017_082313_702430593
5;0.02;40000;1;5000;594063463;0.9;0.01;0.5;0;40000;0.41641;0.84237;0.0042183;0.002331;0.2064;./hpcbatch_16_08_2017_230103/core_185/sim_hd_17_8_2017_101315_593722615
3;0.02;40000;1;5000;703883487;0.6;0.01;0.4;0;40000;0.17401;0.60179;0.021117;0.021469;0.3138;./hpcbatch_16_08_2017_230103/core_50/sim_hd_17_8_2017_083058_703380558
3;0.02;40000;1;5000;686552866;0.2;0.01;0;0;40000;0.49074;0.77869;0.012467;0.0021904;0.315;./hpcbatch_16_08_2017_230103/core_2/sim_hd_17_8_2017_081843_686236268
3;0.02;40000;1;5000;581052147;0.9;0.01;0.7;0;40000;0.56913;0.78128;0.016563;0.003104;0.3426;./hpcbatch_16_08_2017_230103/core_86/sim_hd_17_8_2017_091358_580710945
5;0.02;40000;1;5000;676375131;0.4;0.01;1;0;40000;0.53107;0.88315;0.01696;0.0039669;0.1906;./hpcbatch_16_08_2017_230103/core_235/sim_hd_17_8_2017_102743_676026513
3;0.02;40000;1;5000;622163740;0.3;0.01;0.1;0;40000;0.29771;0.67768;0.0098531;0.003846;0.3036;./hpcbatch_16_08_2017_230103/core_14/sim_hd_17_8_2017_082213_621724025
3;0.02;40000;1;5000;670888225;0.5;0.01;0.1;0;40000;0.16546;0.62715;0.0088924;0.017109;0.3056;./hpcbatch_16_08_2017_230103/core_16/sim_hd_17_8_2017_082228_670546870
3;0.02;40000;1;5000;733268542;1;0.01;0.4;0;40000;0.50418;0.75947;0.0035479;0.001958;0.331;./hpcbatch_16_08_2017_230103/core_54/sim_hd_17_8_2017_083213_732901599
5;0.02;40000;1;5000;582094720;0.3;0.01;0.8;0;40000;0.38923;0.86303;0.0057501;0.011166;0.171;./hpcbatch_16_08_2017_230103/core_212/sim_hd_17_8_2017_102043_581703900
5;0.02;40000;1;5000;707683251;0.5;0.01;0.1;0;40000;0.22432;0.79394;0.0060249;0.0043995;0.2126;./hpcbatch_16_08_2017_230103/core_137/sim_hd_17_8_2017_092758_707238115
5;0.02;40000;1;5000;659368816;0.8;0.01;0.2;0;40000;0.50827;0.86732;0.0033618;0.0017425;0.2126;./hpcbatch_16_08_2017_230103/core_151/sim_hd_17_8_2017_093243_659014033
5;0.02;40000;1;5000;571218692;0;0.01;0.7;0;40000;0.28871;0.82216;0.0090244;0.011097;0.1932;./hpcbatch_16_08_2017_230103/core_198/sim_hd_17_8_2017_101600_570827260
3;0.02;40000;1;5000;659247061;0.1;0.01;0.8;0;40000;0.44438;0.71337;0.0086753;0.0031314;0.3408;./hpcbatch_16_08_2017_230103/core_89/sim_hd_17_8_2017_091458_658565663
5;0.02;40000;1;5000;552839877;0.5;0.01;0.2;0;40000;0.24791;0.76035;0.004391;0.011939;0.2332;./hpcbatch_16_08_2017_230103/core_148/sim_hd_17_8_2017_093028_552530054
5;0.02;40000;1;5000;624228244;0.6;0.01;0.3;0;40000;0.38;0.82836;0.0099986;0.0059124;0.2146;./hpcbatch_16_08_2017_230103/core_160/sim_hd_17_8_2017_093858_623858870
3;0.02;40000;1;5000;764530978;0.3;0.01;0;0;40000;0.29038;0.60633;0.0085024;0.018249;0.351;./hpcbatch_16_08_2017_230103/core_3/sim_hd_17_8_2017_081858_764105927
5;0.02;40000;1;5000;591437659;0.2;0.01;0.4;0;40000;0.43004;0.85426;0.0047735;0.0075713;0.1916;./hpcbatch_16_08_2017_230103/core_167/sim_hd_17_8_2017_100230_591134782
3;0.02;40000;1;5000;545094971;0.7;0.01;0.7;0;40000;0.53855;0.7286;0.0067588;0.017451;0.3574;./hpcbatch_16_08_2017_230103/core_84/sim_hd_17_8_2017_091158_544754763
3;0.02;40000;1;5000;713628859;0.1;0.01;0.6;0;40000;0.40628;0.67498;0.0034756;0.024084;0.3388;./hpcbatch_16_08_2017_230103/core_67/sim_hd_17_8_2017_083658_713294171
5;0.02;40000;1;5000;622727272;0;0.01;0.3;0;40000;0.4861;0.84632;0.0014132;0.012269;0.2148;./hpcbatch_16_08_2017_230103/core_154/sim_hd_17_8_2017_093343_622383248
3;0.02;40000;1;5000;674449049;0.9;0.01;0.3;0;40000;0.31924;0.6717;0.0058151;0.016548;0.3132;./hpcbatch_16_08_2017_230103/core_42/sim_hd_17_8_2017_082958_674084121
5;0.02;40000;1;5000;626687718;0.1;0.01;1;0;40000;0.10124;0.78373;0.0028427;0.0072459;0.1808;./hpcbatch_16_08_2017_230103/core_232/sim_hd_17_8_2017_102558_626365827
3;0.02;40000;1;5000;715086112;0.1;0.01;0.4;0;40000;0.24066;0.60152;0.0017963;0.013795;0.3404;./hpcbatch_16_08_2017_230103/core_45/sim_hd_17_8_2017_083013_714707287
3;0.02;40000;1;5000;693651300;0.3;0.01;0.8;0;40000;0.17956;0.58321;0.0071337;0.0034378;0.3364;./hpcbatch_16_08_2017_230103/core_91/sim_hd_17_8_2017_091513_693320254
3;0.02;40000;1;5000;722328917;0.8;0.01;0.4;0;40000;0.31583;0.63271;0.0067841;0.0090268;0.3514;./hpcbatch_16_08_2017_230103/core_52/sim_hd_17_8_2017_083143_722013511
3;0.02;40000;1;5000;624557341;0.3;0.01;0.5;0;40000;0.3535;0.66894;0.010656;0.0059576;0.3412;./hpcbatch_16_08_2017_230103/core_58/sim_hd_17_8_2017_083228_624252442
3;0.02;40000;1;5000;575446068;0.5;0.01;0.9;0;40000;0.69167;0.8327;0.0022348;0.012737;0.3322;./hpcbatch_16_08_2017_230103/core_104/sim_hd_17_8_2017_091843_574854927
5;0.02;40000;1;5000;569139499;0.8;0.01;0.5;0;40000;0.34132;0.82508;0.0015628;0.020447;0.1896;./hpcbatch_16_08_2017_230103/core_184/sim_hd_17_8_2017_101300_568717981
3;0.02;40000;1;5000;678486235;0.5;0.01;0.5;0;40000;0.5848;0.77272;0.002171;0.00239;0.3604;./hpcbatch_16_08_2017_230103/core_60/sim_hd_17_8_2017_083313_678106903
5;0.02;40000;1;5000;585922419;0.8;0.01;1;0;40000;0.63354;0.89235;0.0033971;0.0066984;0.209;./hpcbatch_16_08_2017_230103/core_239/sim_hd_17_8_2017_103013_585591414
3;0.02;40000;1;5000;561476054;0.7;0.01;0.2;0;40000;0.51141;0.70946;0.0049485;0.02027;0.3476;./hpcbatch_16_08_2017_230103/core_29/sim_hd_17_8_2017_082528_561149318
3;0.02;40000;1;5000;812360197;0.1;0.01;0.7;0;40000;0.13307;0.48138;0.0060279;0.015661;0.3722;./hpcbatch_16_08_2017_230103/core_78/sim_hd_17_8_2017_084943_812035017
5;0.02;40000;1;5000;578777343;0.5;0.01;0.6;0;40000;0.33064;0.83543;0.0093096;0.0044938;0.195;./hpcbatch_16_08_2017_230103/core_192/sim_hd_17_8_2017_101430_578440453
5;0.02;40000;1;5000;539516751;0.7;0.01;0.2;0;40000;0.11185;0.79432;0.0039993;0.0054837;0.1816;./hpcbatch_16_08_2017_230103/core_150/sim_hd_17_8_2017_093058_539176233
3;0.02;40000;1;5000;809382294;0;0.01;0.2;0;40000;0.11091;0.53123;0.0053256;0.0040101;0.3488;./hpcbatch_16_08_2017_230103/core_22/sim_hd_17_8_2017_082343_809041445
3;0.02;40000;1;5000;677687920;0.9;0.01;0.5;0;40000;0.14455;0.57209;0.0039965;0.0030128;0.3282;./hpcbatch_16_08_2017_230103/core_64/sim_hd_17_8_2017_083613_677271291
3;0.02;40000;1;5000;139422858;0;0.01;0.3;0;40000;0.28773;0.63498;0.011859;0.01039;0.3384;./hpcbatch_16_08_2017_230103/core_33/sim_hd_17_8_2017_082659_138985578
5;0.02;40000;1;5000;640337182;0.3;0.01;0.1;0;40000;0.18647;0.78275;0.0048202;0.0016681;0.2158;./hpcbatch_16_08_2017_230103/core_135/sim_hd_17_8_2017_092758_638685262
5;0.02;40000;1;5000;611614804;0.8;0.01;0.3;0;40000;0.13347;0.80049;0.0065;0.0020189;0.1832;./hpcbatch_16_08_2017_230103/core_162/sim_hd_17_8_2017_094043_611232384
5;0.02;40000;1;5000;658577805;0.4;0.01;0.1;0;40000;0.29734;0.83545;0.0028849;0.0076395;0.1852;./hpcbatch_16_08_2017_230103/core_136/sim_hd_17_8_2017_092758_658241394
3;0.02;40000;1;5000;617221945;0.6;0.01;0;0;40000;0.24026;0.56792;0.0027125;0.0096896;0.3678;./hpcbatch_16_08_2017_230103/core_6/sim_hd_17_8_2017_081913_616798191
3;0.02;40000;1;5000;664565692;1;0.01;1;0;40000;0.64689;0.83565;0.026685;0.0084847;0.3596;./hpcbatch_16_08_2017_230103/core_120/sim_hd_17_8_2017_092258_664179278
5;0.02;40000;1;5000;640188700;0.5;0.01;0.3;0;40000;0.23285;0.80237;0.005365;0.0089101;0.208;./hpcbatch_16_08_2017_230103/core_159/sim_hd_17_8_2017_093643_639856067
5;0.02;40000;1;5000;628610941;0.8;0.01;0.9;0;40000;0.52092;0.86975;0.0033361;0.0048381;0.21;./hpcbatch_16_08_2017_230103/core_228/sim_hd_17_8_2017_102443_628252962
3;0.02;40000;1;5000;562726572;0.6;0.01;0.7;0;40000;0.73983;0.85933;0.0038754;0.0031096;0.3396;./hpcbatch_16_08_2017_230103/core_83/sim_hd_17_8_2017_091058_562367801
5;0.02;40000;1;5000;556372565;0.2;0.01;0;0;40000;0.17175;0.77875;0.0063246;0.0091921;0.2006;./hpcbatch_16_08_2017_230103/core_123/sim_hd_17_8_2017_092358_556080610
5;0.02;40000;1;5000;619834869;0;0.01;0.8;0;40000;0.23271;0.77337;0.005566;0.0023901;0.231;./hpcbatch_16_08_2017_230103/core_209/sim_hd_17_8_2017_101943_619533772
3;0.02;40000;1;5000;535443250;0.5;0.01;0.8;0;40000;0.35586;0.63946;0.031913;0.006558;0.3674;./hpcbatch_16_08_2017_230103/core_93/sim_hd_17_8_2017_091543_535108940
5;0.02;40000;1;5000;563998803;1;0.01;0.3;0;40000;0.42353;0.87092;0.026094;0.0031394;0.188;./hpcbatch_16_08_2017_230103/core_164/sim_hd_17_8_2017_094843_563695897
3;0.02;40000;1;5000;819927924;0.6;0.01;0.5;0;40000;0.55617;0.8257;0.039797;0.014687;0.3056;./hpcbatch_16_08_2017_230103/core_61/sim_hd_17_8_2017_083313_819537630
5;0.02;40000;1;5000;753056644;1;0.01;0;0;40000;0.25688;0.80966;0.0037191;0.027929;0.1782;./hpcbatch_16_08_2017_230103/core_131/sim_hd_17_8_2017_092613_752698503
5;0.02;40000;1;5000;694887273;0.9;0.01;0.2;0;40000;0.33681;0.83772;0.00512;0.0037091;0.1968;./hpcbatch_16_08_2017_230103/core_152/sim_hd_17_8_2017_093243_694490586
3;0.02;40000;1;5000;552525448;0.6;0.01;0.2;0;40000;0.33744;0.64739;0.01111;0.0066773;0.3352;./hpcbatch_16_08_2017_230103/core_28/sim_hd_17_8_2017_082513_552175993
5;0.02;40000;1;5000;550271681;0.2;0.01;0.9;0;40000;0.1497;0.75423;0.023178;0.014998;0.215;./hpcbatch_16_08_2017_230103/core_222/sim_hd_17_8_2017_102258_549951058
5;0.02;40000;1;5000;777259397;0.1;0.01;0.2;0;40000;0.33913;0.78615;0.079448;0.016382;0.2306;./hpcbatch_16_08_2017_230103/core_144/sim_hd_17_8_2017_092928_776920388
5;0.02;40000;1;5000;574318574;0.6;0.01;0.4;0;40000;0.1784;0.80392;0.0030648;0.0022038;0.1858;./hpcbatch_16_08_2017_230103/core_171/sim_hd_17_8_2017_100615_574014968
5;0.02;40000;1;5000;657743167;0.8;0.01;0.7;0;40000;0.37933;0.80138;0.018922;0.0088564;0.23;./hpcbatch_16_08_2017_230103/core_206/sim_hd_17_8_2017_101828_657395898
5;0.02;40000;1;5000;637824304;0.4;0.01;0.3;0;40000;0.39719;0.83777;0.011601;0.0084942;0.2038;./hpcbatch_16_08_2017_230103/core_158/sim_hd_17_8_2017_093513_637431477
3;0.02;40000;1;5000;685267951;0.3;0.01;0.9;0;40000;0.29276;0.62932;0.027297;0.026299;0.3198;./hpcbatch_16_08_2017_230103/core_102/sim_hd_17_8_2017_091828_684925400
5;0.02;40000;1;5000;571496900;0.4;0.01;0;0;40000;0.20299;0.76625;0.019203;0.013842;0.2118;./hpcbatch_16_08_2017_230103/core_125/sim_hd_17_8_2017_092413_557454964
3;0.02;40000;1;5000;643756216;1;0.01;0.7;0;40000;0.59814;0.78202;0.0027552;0.002811;0.35;./hpcbatch_16_08_2017_230103/core_87/sim_hd_17_8_2017_091428_643442621
3;0.02;40000;1;5000;634936068;0.7;0.01;0;0;40000;0.2527;0.59388;0.005022;0.023442;0.3406;./hpcbatch_16_08_2017_230103/core_7/sim_hd_17_8_2017_081913_634553605
