c;pinit;d;v;time;vh_1;vd_1;p;vd_0;rdd;rhd;rhh;f_1;f_0;vh_2;file
0.91;0.33;0.1;0.91;904;1.47732;0.609506;0.999007;1.06121;8.12445e-08;0.000896499;0.815363;0.00200553;1.67389e-07;0.999913;./core_688/iter_freqdep_16_9_2016_160503_654746509
0.91;0.33;0.5;0.91;1220;1.64064;0.786039;0.999;1.26135;4.51997e-08;0.000378103;0.332667;0.00200746;1.67418e-07;0.999571;./core_688/iter_freqdep_16_9_2016_160504_263803847
0.91;0.33;1;0.91;825;1.83712;0.998372;0.999016;1.4153;-0;-0;-0;0.00199201;1.65227e-07;0.999166;./core_688/iter_freqdep_16_9_2016_160504_799638319
0.93;0.33;0.1;0.91;1339;1.47803;0.609118;0.994704;1.06187;2.3015e-06;0.00478697;0.817887;0.0106505;4.69037e-06;0.999531;./core_688/iter_freqdep_16_9_2016_160505_492729732
0.93;0.33;0.5;0.91;1553;1.63742;0.782856;0.989834;1.25847;4.69298e-06;0.00385568;0.330923;0.0203341;1.72595e-05;0.995634;./core_688/iter_freqdep_16_9_2016_160506_161947486
0.93;0.33;1;0.91;1334;1.82619;0.990636;0.988273;1.40619;-0;-0;-0;0.0234178;2.29625e-05;0.990197;./core_689/iter_freqdep_16_9_2016_113547_415944784
0.95;0.33;0.1;0.91;1335;1.479;0.608454;0.989641;1.06243;8.90394e-06;0.00941175;0.817878;0.0209166;1.80941e-05;0.999065;./core_689/iter_freqdep_16_9_2016_113547_553281329
0.95;0.33;0.5;0.91;1539;1.63532;0.77904;0.980178;1.25509;1.79862e-05;0.00753685;0.328705;0.0396279;6.62027e-05;0.991433;./core_689/iter_freqdep_16_9_2016_113547_661866731
0.95;0.33;1;0.91;1316;1.81746;0.981691;0.977046;1.39544;-0;-0;-0;0.0457396;8.87626e-05;0.980809;./core_689/iter_freqdep_16_9_2016_113547_782996508
0.97;0.33;0.1;0.91;1328;1.47996;0.607786;0.984673;1.06297;1.97115e-05;0.0139955;0.81777;0.0310775;3.99662e-05;0.99859;./core_689/iter_freqdep_16_9_2016_113547_889577023
0.97;0.33;0.5;0.91;1524;1.63326;0.775278;0.970831;1.25172;3.92539e-05;0.0111178;0.32655;0.0582869;0.000144646;0.987316;./core_689/iter_freqdep_16_9_2016_113547_997108763
0.97;0.33;1;0.91;1298;1.8092;0.97312;0.966282;1.38513;-0;-0;-0;0.0670582;0.000193263;0.971799;./core_689/iter_freqdep_16_9_2016_113548_115922203
0.99;0.33;0.1;0.91;1317;1.48089;0.607116;0.979812;1.06348;3.45739e-05;0.018524;0.817613;0.0411016;6.99557e-05;0.998109;./core_689/iter_freqdep_16_9_2016_113548_220476498
0.99;0.33;0.5;0.91;1508;1.63124;0.77159;0.961801;1.24839;6.78367e-05;0.0145948;0.324467;0.0762974;0.000250272;0.983291;./core_689/iter_freqdep_16_9_2016_113548_326720367
0.99;0.33;1;0.91;1282;1.80131;0.9649;0.955954;1.37522;-0;-0;-0;0.0874368;0.000332724;0.963143;./core_689/iter_freqdep_16_9_2016_113548_444036267
0.01;0.33;0.1;0.93;406;1.44821;0.549571;0.9999;0.976941;1.82805e-09;8.10031e-05;0.320951;0.000255283;4.97726e-09;1;./core_690/iter_freqdep_16_9_2016_160450_872092055
0.01;0.33;0.5;0.93;243;1.44329;0.545236;0.9999;0.885769;2.06233e-10;1.76701e-05;0.156064;0.000117831;1.81712e-09;1;./core_690/iter_freqdep_16_9_2016_160451_394703219
0.01;0.33;1;0.93;174;1.43848;0.539953;0.9999;0.774628;-0;-0;-0;0.000245982;5.38845e-09;1;./core_690/iter_freqdep_16_9_2016_160452_105790543
0.03;0.33;0.1;0.93;404;1.44939;0.550459;0.9999;0.978838;3.03236e-08;0.00033872;0.328663;0.00103349;6.6339e-08;1;./core_690/iter_freqdep_16_9_2016_160452_891574300
0.03;0.33;0.5;0.93;243;1.44907;0.550191;0.9999;0.89431;1.12037e-08;0.000135698;0.159369;0.000843866;4.52224e-08;1;./core_690/iter_freqdep_16_9_2016_160453_691372376
0.03;0.33;1;0.93;175;1.4485;0.549977;0.9999;0.788996;-0;-0;-0;0.000119898;1.79135e-09;1;./core_690/iter_freqdep_16_9_2016_160454_452856460
0.05;0.33;0.1;0.93;403;1.45035;0.551515;0.9999;0.980733;2.2999e-08;0.000299107;0.336674;0.000908882;5.07531e-08;0.999999;./core_690/iter_freqdep_16_9_2016_160455_193763307
0.05;0.33;0.5;0.93;244;1.45475;0.555442;0.9999;0.903085;1.13613e-10;1.32774e-05;0.162786;9.03518e-05;1.46939e-09;1;./core_690/iter_freqdep_16_9_2016_160455_967555136
0.05;0.33;1;0.93;175;1.45829;0.559849;0.9999;0.803213;-0;-0;-0;0.000700276;3.15038e-08;0.999994;./core_690/iter_freqdep_16_9_2016_160456_760659043
0.07;0.33;0.1;0.93;402;1.45133;0.552538;0.9999;0.982622;2.52559e-08;0.000318025;0.344739;0.000960574;5.55343e-08;0.999998;./core_690/iter_freqdep_16_9_2016_160457_526831016
0.07;0.33;0.5;0.93;245;1.45999;0.560526;0.9999;0.911607;2.16697e-10;1.87858e-05;0.166173;0.000123811;1.71201e-09;0.999999;./core_691/iter_freqdep_16_9_2016_160443_597349549
0.07;0.33;1;0.93;176;1.47029;0.569974;0.9999;0.817683;-0;-0;-0;0.000123834;2.16566e-09;0.999998;./core_691/iter_freqdep_16_9_2016_160443_719876292
0.09;0.33;0.1;0.93;402;1.4538;0.553789;0.9999;0.98531;3.7003e-11;1.11712e-05;0.353172;4.21421e-05;6.40278e-10;1;./core_691/iter_freqdep_16_9_2016_160443_845222807
0.09;0.33;0.5;0.93;246;1.4655;0.565622;0.9999;0.920205;2.20193e-10;1.91617e-05;0.169583;0.00012581;1.59501e-09;0.999998;./core_691/iter_freqdep_16_9_2016_160443_988819700
0.09;0.33;1;0.93;177;1.48111;0.579972;0.9999;0.832026;-0;-0;-0;0.00012583;1.97118e-09;0.999996;./core_691/iter_freqdep_16_9_2016_160444_105075052
0.11;0.33;0.1;0.93;401;1.4533;0.554699;0.9999;0.986466;5.13352e-09;0.000146781;0.361343;0.000443389;1.22851e-08;0.999998;./core_691/iter_freqdep_16_9_2016_160444_230754563
0.11;0.33;0.5;0.93;246;1.4684;0.57045;0.9999;0.927927;1.9668e-08;0.00018839;0.172928;0.00115603;7.75884e-08;0.999978;./core_691/iter_freqdep_16_9_2016_160444_398106512
0.11;0.33;1;0.93;178;1.49189;0.58997;0.9999;0.84637;-0;-0;-0;0.000127853;1.87403e-09;0.999995;./core_691/iter_freqdep_16_9_2016_160444_515022613
0.13;0.33;0.1;0.93;400;1.45427;0.555622;0.9999;0.988288;2.78804e-08;0.000348625;0.369544;0.00103505;6.10669e-08;0.999995;./core_691/iter_freqdep_16_9_2016_160444_637202592
0.13;0.33;0.5;0.93;248;1.47645;0.575811;0.9999;0.937381;2.27195e-10;1.99196e-05;0.176461;0.00012981;1.63744e-09;0.999997;./core_691/iter_freqdep_16_9_2016_160444_784334267
0.13;0.33;1;0.93;179;1.50264;0.599968;0.9999;0.860713;-0;-0;-0;0.000129895;1.87634e-09;0.999993;./core_692/iter_freqdep_16_9_2016_160429_534287134
0.15;0.33;0.1;0.93;400;1.45526;0.55673;0.9999;0.990229;9.80265e-09;0.000209093;0.37816;0.000620909;2.23919e-08;0.999996;./core_692/iter_freqdep_16_9_2016_160429_707908676
0.15;0.33;0.5;0.93;249;1.48189;0.580905;0.9999;0.945959;2.30686e-10;2.03015e-05;0.179931;0.000131804;1.79239e-09;0.999996;./core_692/iter_freqdep_16_9_2016_160429_881482534
0.15;0.33;1;0.93;180;1.51327;0.609966;0.9999;0.875056;-0;-0;-0;0.000131828;1.96316e-09;0.999992;./core_692/iter_freqdep_16_9_2016_160430_58624749
0.17;0.33;0.1;0.93;400;1.45636;0.557809;0.9999;0.992202;3.49582e-09;0.000126064;0.386837;0.000375838;8.65026e-09;0.999997;./core_692/iter_freqdep_16_9_2016_160430_247780123
0.17;0.33;0.5;0.93;250;1.48446;0.585913;0.9999;0.953763;1.18271e-09;4.72509e-05;0.183405;0.000294442;5.96402e-09;0.99999;./core_692/iter_freqdep_16_9_2016_160430_490195750
0.17;0.33;1;0.93;181;1.5239;0.619963;0.9999;0.889399;-0;-0;-0;0.000133834;2.15025e-09;0.99999;./core_692/iter_freqdep_16_9_2016_160430_675794969
0.19;0.33;0.1;0.93;400;1.45746;0.558857;0.9999;0.994156;2.25522e-09;0.000102391;0.395567;0.000305253;5.88141e-09;0.999998;./core_692/iter_freqdep_16_9_2016_160430_866311604
0.19;0.33;0.5;0.93;251;1.48766;0.590758;0.9999;0.961565;1.9898e-08;0.000197889;0.186824;0.00120131;7.8349e-08;0.999953;./core_692/iter_freqdep_16_9_2016_160431_120624536
0.19;0.33;1;0.93;182;1.52572;0.629821;0.9999;0.903585;-0;-0;-0;0.000613056;2.19247e-08;0.999952;./core_692/iter_freqdep_16_9_2016_160431_308634242
0.21;0.33;0.1;0.93;400;1.45834;0.559866;0.9999;0.995992;4.1249e-09;0.000140863;0.404341;0.000414258;1.00155e-08;0.999996;./core_693/iter_freqdep_16_9_2016_160444_697585451
0.21;0.33;0.5;0.93;253;1.49487;0.596099;0.9999;0.970805;9.44822e-10;4.30828e-05;0.190449;0.000267799;4.95193e-09;0.999988;./core_693/iter_freqdep_16_9_2016_160444_870372501
0.21;0.33;1;0.93;184;1.54511;0.639959;0.9999;0.918084;-0;-0;-0;0.000137886;1.81247e-09;0.999987;./core_693/iter_freqdep_16_9_2016_160445_40276133
0.23;0.33;0.1;0.93;400;1.4592;0.560841;0.9999;0.997793;1.19734e-08;0.000244206;0.413151;0.000707666;2.70211e-08;0.999993;./core_693/iter_freqdep_16_9_2016_160445_325371816
0.23;0.33;0.5;0.93;255;1.50349;0.601279;0.9999;0.980234;2.4484e-10;2.18517e-05;0.194016;0.000139892;1.81007e-09;0.999993;./core_693/iter_freqdep_16_9_2016_160445_657879870
0.23;0.33;1;0.93;185;1.55195;0.649941;0.9999;0.932409;-0;-0;-0;0.000187933;3.16835e-09;0.999981;./core_693/iter_freqdep_16_9_2016_160445_972106678
0.25;0.33;0.1;0.93;400;1.46013;0.561787;0.9999;0.999608;3.35269e-08;0.000415046;0.421985;0.00118954;7.29045e-08;0.999987;./core_693/iter_freqdep_16_9_2016_160446_255416116
0.25;0.33;0.5;0.93;256;1.50203;0.605964;0.9999;0.986753;2.29176e-08;0.000219165;0.197453;0.00131902;8.97767e-08;0.999929;./core_693/iter_freqdep_16_9_2016_160446_545774439
0.25;0.33;1;0.93;187;1.566;0.659954;0.9999;0.946769;-0;-0;-0;0.000141804;1.87708e-09;0.999984;./core_693/iter_freqdep_16_9_2016_160446_807317732
0.27;0.33;0.1;0.93;401;1.46122;0.562924;0.9999;1.00161;8.43351e-09;0.00021031;0.431381;0.000603753;1.93681e-08;0.999993;./core_693/iter_freqdep_16_9_2016_160447_38613897
0.27;0.33;0.5;0.93;258;1.50691;0.611071;0.9999;0.995207;1.89344e-08;0.000201195;0.201056;0.00120845;7.45439e-08;0.999929;./core_694/iter_freqdep_16_9_2016_160446_983411774
0.27;0.33;1;0.93;188;1.56281;0.669654;0.9999;0.960767;-0;-0;-0;0.00101194;5.31618e-08;0.999882;./core_694/iter_freqdep_16_9_2016_160447_267537769
0.29;0.33;0.1;0.93;402;1.46301;0.564051;0.9999;1.00393;9.11042e-10;6.91212e-05;0.440834;0.000203283;2.78227e-09;0.999997;./core_694/iter_freqdep_16_9_2016_160447_526051959
0.29;0.33;0.5;0.93;261;1.51946;0.616555;0.9999;1.00588;2.55345e-10;2.30355e-05;0.204803;0.000145895;1.71404e-09;0.99999;./core_694/iter_freqdep_16_9_2016_160447_769580371
0.29;0.33;1;0.93;190;1.57541;0.679845;0.9999;0.975332;-0;-0;-0;0.00043984;1.11703e-08;0.999944;./core_694/iter_freqdep_16_9_2016_160447_994232340
0.31;0.33;0.1;0.93;402;1.46305;0.564869;0.9999;1.00526;3.61046e-08;0.000448262;0.449734;0.00126181;7.8292e-08;0.999982;./core_694/iter_freqdep_16_9_2016_160448_167822522
0.31;0.33;0.5;0.93;263;1.52472;0.621645;0.9999;1.01442;2.58792e-10;2.34339e-05;0.208441;0.000147864;1.88001e-09;0.999989;./core_694/iter_freqdep_16_9_2016_160448_347917771
0.31;0.33;1;0.93;192;1.5912;0.68992;0.9999;0.989765;-0;-0;-0;0.00021944;3.65417e-09;0.999969;./core_694/iter_freqdep_16_9_2016_160448_473717541
0.33;0.33;0.1;0.93;403;1.46402;0.565902;0.9999;1.00715;3.51039e-08;0.00044784;0.459241;0.00125323;7.615e-08;0.999981;./core_694/iter_freqdep_16_9_2016_160448_640230579
0.33;0.33;0.5;0.93;265;1.52262;0.626495;0.9999;1.02093;4.07096e-09;9.57921e-05;0.212044;0.000575475;1.72594e-08;0.999957;./core_694/iter_freqdep_16_9_2016_160448_800632895
0.33;0.33;1;0.93;194;1.59624;0.699861;0.9999;1.00404;-0;-0;-0;0.000365468;7.89831e-09;0.999946;./core_695/iter_freqdep_16_9_2016_160455_537629957
0.35;0.33;0.1;0.93;405;1.4664;0.567162;0.9999;1.00981;6.78245e-10;6.18656e-05;0.46942;0.000179838;2.21265e-09;0.999997;./core_695/iter_freqdep_16_9_2016_160456_450284419
0.35;0.33;0.5;0.93;268;1.53522;0.631827;0.9999;1.03148;2.65738e-10;2.42378e-05;0.215786;0.000151832;1.83232e-09;0.999987;./core_695/iter_freqdep_16_9_2016_160457_240333077
0.35;0.33;1;0.93;196;1.60122;0.70965;0.9999;1.01813;-0;-0;-0;0.00089115;3.92938e-08;0.999861;./core_695/iter_freqdep_16_9_2016_160457_892349113
0.37;0.33;0.1;0.93;406;1.46619;0.568087;0.9999;1.01111;7.33811e-09;0.000209469;0.478982;0.000583953;1.69149e-08;0.99999;./core_695/iter_freqdep_16_9_2016_160458_446161630
0.37;0.33;0.5;0.93;270;1.5311;0.636493;0.9999;1.03732;1.45791e-08;0.000185442;0.21935;0.0010997;5.77072e-08;0.999908;./core_695/iter_freqdep_16_9_2016_160458_802299925
0.37;0.33;1;0.93;199;1.62838;0.719938;0.9999;1.03282;-0;-0;-0;0.000153888;1.87358e-09;0.999973;./core_695/iter_freqdep_16_9_2016_160459_150417070
0.39;0.33;0.1;0.93;407;1.46695;0.569006;0.9999;1.01282;3.09842e-08;0.000437465;0.488539;0.00120255;6.73283e-08;0.999978;./core_695/iter_freqdep_16_9_2016_160459_402654505
0.39;0.33;0.5;0.93;273;1.53637;0.641648;0.9999;1.04592;8.70894e-09;0.000144569;0.223111;0.000857016;3.5153e-08;0.999924;./core_695/iter_freqdep_16_9_2016_160459_728223617
0.39;0.33;1;0.93;201;1.63021;0.729896;0.9999;1.04712;-0;-0;-0;0.000247715;4.08578e-09;0.999955;./core_695/iter_freqdep_16_9_2016_160500_60518571
0.41;0.33;0.1;0.93;409;1.46804;0.570112;0.9999;1.01481;1.29483e-08;0.000286029;0.498801;0.000784601;2.89459e-08;0.999985;./core_696/iter_freqdep_16_9_2016_160434_197554406
0.41;0.33;0.5;0.93;276;1.54091;0.646681;0.9999;1.05422;1.17686e-08;0.000169775;0.226835;0.00100215;4.68814e-08;0.999906;./core_696/iter_freqdep_16_9_2016_160434_399699989
0.41;0.33;1;0.93;204;1.64892;0.739932;0.9999;1.0615;-0;-0;-0;0.000157892;1.94493e-09;0.999969;./core_696/iter_freqdep_16_9_2016_160434_588299008
0.43;0.33;0.1;0.93;411;1.46916;0.571178;0.9999;1.01679;7.54834e-09;0.000220894;0.509075;0.000604309;1.73249e-08;0.999988;./core_696/iter_freqdep_16_9_2016_160434_744022255
0.43;0.33;0.5;0.93;280;1.55614;0.652187;0.9999;1.06557;2.79766e-10;2.58741e-05;0.230745;0.000159848;1.8044e-09;0.999983;./core_696/iter_freqdep_16_9_2016_160434_859161579
0.43;0.33;1;0.93;206;1.63781;0.749385;0.9999;1.07518;-0;-0;-0;0.00137433;8.59053e-08;0.999734;./core_696/iter_freqdep_16_9_2016_160434_968516211
0.45;0.33;0.1;0.93;413;1.47009;0.572196;0.9999;1.01865;9.1496e-09;0.000246492;0.519344;0.000669188;2.07603e-08;0.999986;./core_696/iter_freqdep_16_9_2016_160435_48647416
0.45;0.33;0.5;0.93;283;1.5526;0.657023;0.9999;1.07172;2.82899e-09;8.44901e-05;0.234484;0.000500561;1.22635e-08;0.999948;./core_696/iter_freqdep_16_9_2016_160435_193391402
0.45;0.33;1;0.93;209;1.64756;0.759425;0.9999;1.08957;-0;-0;-0;0.00124603;7.00097e-08;0.999746;./core_696/iter_freqdep_16_9_2016_160435_324289983
0.47;0.33;0.1;0.93;415;1.47091;0.573169;0.9999;1.02043;1.97069e-08;0.000367061;0.529587;0.000985999;4.33051e-08;0.999978;./core_696/iter_freqdep_16_9_2016_160435_481459701
0.47;0.33;0.5;0.93;287;1.56646;0.662364;0.9999;1.08258;2.86695e-10;2.67053e-05;0.238363;0.000163807;1.92116e-09;0.999981;./core_697/iter_freqdep_16_9_2016_160500_961827451
0.47;0.33;1;0.93;213;1.67944;0.769922;0.9999;1.10453;-0;-0;-0;0.000163853;1.84755e-09;0.999963;./core_697/iter_freqdep_16_9_2016_160501_529171773
0.49;0.33;0.1;0.93;417;1.47177;0.5741;0.999778;1.0222;4.89584e-08;0.00058664;0.539787;0.00156077;1.05169e-07;0.999964;./core_697/iter_freqdep_16_9_2016_160502_42005147
0.49;0.33;0.5;0.93;291;1.57162;0.667453;0.9999;1.09109;2.90178e-10;2.71247e-05;0.242208;0.000165797;1.89654e-09;0.99998;./core_697/iter_freqdep_16_9_2016_160502_525977780
0.49;0.33;1;0.93;216;1.68967;0.779918;0.9999;1.11887;-0;-0;-0;0.00016588;2.12262e-09;0.999961;./core_697/iter_freqdep_16_9_2016_160503_45601558
0.51;0.33;0.1;0.93;420;1.47279;0.575191;0.99999;1.02415;2.89907e-08;0.000456983;0.550751;0.00121001;6.2934e-08;0.999971;./core_697/iter_freqdep_16_9_2016_160503_664674181
0.51;0.33;0.5;0.93;295;1.57017;0.67238;0.9999;1.09784;1.05232e-09;5.27267e-05;0.246049;0.000313162;5.12376e-09;0.999962;./core_697/iter_freqdep_16_9_2016_160504_268957308
0.51;0.33;1;0.93;219;1.67549;0.789285;0.9999;1.13242;-0;-0;-0;0.00141737;8.65465e-08;0.99967;./core_697/iter_freqdep_16_9_2016_160504_743704982
0.53;0.33;0.1;0.93;423;1.47378;0.57623;0.9999;1.02605;2.65377e-08;0.000442759;0.561662;0.00116521;5.77118e-08;0.999971;./core_697/iter_freqdep_16_9_2016_160505_398271755
0.53;0.33;0.5;0.93;299;1.56936;0.677054;0.9999;1.10448;1.78734e-08;0.000221358;0.249752;0.00128255;6.99977e-08;0.999842;./core_697/iter_freqdep_16_9_2016_160505_994038957
0.53;0.33;1;0.93;223;1.68669;0.799512;0.9999;1.14705;-0;-0;-0;0.000939542;3.84625e-08;0.999771;./core_698/iter_freqdep_16_9_2016_160449_527416725
0.55;0.33;0.1;0.93;426;1.47469;0.577214;0.999824;1.02788;3.97717e-08;0.00054918;0.572494;0.00143399;8.56662e-08;0.999963;./core_698/iter_freqdep_16_9_2016_160449_829435746
0.55;0.33;0.5;0.93;304;1.57482;0.682243;0.9999;1.11316;1.01415e-08;0.000168095;0.253724;0.000973464;4.04055e-08;0.999875;./core_698/iter_freqdep_16_9_2016_160450_201244813
0.55;0.33;1;0.93;227;1.69522;0.809384;0.9999;1.16123;-0;-0;-0;0.0011534;5.64475e-08;0.999709;./core_698/iter_freqdep_16_9_2016_160450_658818453
0.57;0.33;0.1;0.93;430;1.47584;0.578338;0.9999;1.0299;1.56662e-08;0.000348614;0.584086;0.000907636;3.45668e-08;0.999975;./core_698/iter_freqdep_16_9_2016_160451_152545023
0.57;0.33;0.5;0.93;309;1.57894;0.6872;0.9999;1.12127;1.7918e-08;0.000225659;0.257594;0.0013;7.007e-08;0.999827;./core_698/iter_freqdep_16_9_2016_160451_849150537
0.57;0.33;1;0.93;232;1.73;0.819903;0.9999;1.17623;-0;-0;-0;0.000173841;2.00111e-09;0.999952;./core_698/iter_freqdep_16_9_2016_160452_573104180
0.59;0.33;0.1;0.93;434;1.47692;0.579397;0.9999;1.03186;1.09102e-08;0.000294406;0.59556;0.000762858;2.43694e-08;0.999979;./core_698/iter_freqdep_16_9_2016_160453_322969257
0.59;0.33;0.5;0.93;315;1.58648;0.692571;0.9999;1.13065;3.35297e-09;9.81166e-05;0.26171;0.000568781;1.41184e-08;0.999921;./core_698/iter_freqdep_16_9_2016_160454_87146998
0.59;0.33;1;0.93;236;1.71344;0.829235;0.9999;1.18973;-0;-0;-0;0.00135352;7.5174e-08;0.999632;./core_698/iter_freqdep_16_9_2016_160454_856817438
0.61;0.33;0.1;0.93;438;1.47774;0.580382;0.9999;1.03365;1.88622e-08;0.000392444;0.606882;0.00100735;4.12962e-08;0.999971;./core_699/iter_freqdep_16_9_2016_160432_360411456
0.61;0.33;0.5;0.93;321;1.59107;0.697636;0.9999;1.13899;3.75197e-09;0.000104757;0.265692;0.000604928;1.56336e-08;0.999913;./core_699/iter_freqdep_16_9_2016_160432_461101328
0.61;0.33;1;0.93;241;1.72243;0.839121;0.9999;1.20393;-0;-0;-0;0.00151377;9.24529e-08;0.999574;./core_699/iter_freqdep_16_9_2016_160432_595684890
0.63;0.33;0.1;0.93;442;1.47854;0.5813;0.999634;1.03538;5.0051e-08;0.000648013;0.618018;0.00164698;1.07193e-07;0.999951;./core_699/iter_freqdep_16_9_2016_160432_764500056
0.63;0.33;0.5;0.93;327;1.59317;0.702383;0.9999;1.1464;2.05634e-08;0.000248273;0.269522;0.0014174;8.00104e-08;0.99979;./core_699/iter_freqdep_16_9_2016_160432_974847894
0.63;0.33;1;0.93;247;1.74298;0.849768;0.9999;1.2191;-0;-0;-0;0.00038678;6.94503e-09;0.999885;./core_699/iter_freqdep_16_9_2016_160433_191980667
0.65;0.33;0.1;0.93;447;1.4795;0.58232;0.999582;1.03725;5.29996e-08;0.00067528;0.629806;0.00170446;1.13329e-07;0.999947;./core_699/iter_freqdep_16_9_2016_160433_405669500
0.65;0.33;0.5;0.93;334;1.59784;0.707428;0.9999;1.15474;2.26366e-08;0.000262798;0.273539;0.00149551;8.78301e-08;0.999771;./core_699/iter_freqdep_16_9_2016_160433_629038300
0.65;0.33;1;0.93;253;1.755;0.859793;0.9999;1.23347;-0;-0;-0;0.000336099;5.35752e-09;0.999897;./core_699/iter_freqdep_16_9_2016_160433_839594356
0.67;0.33;0.1;0.93;453;1.48056;0.583421;0.999792;1.03922;3.04764e-08;0.000518324;0.642189;0.00130147;6.58011e-08;0.999958;./core_699/iter_freqdep_16_9_2016_160434_53702062
0.67;0.33;0.5;0.93;342;1.60357;0.712681;0.9999;1.16355;1.09439e-08;0.00018413;0.277706;0.00104756;4.32093e-08;0.999834;./core_700/iter_freqdep_16_9_2016_160432_490486515
0.67;0.33;1;0.93;259;1.75118;0.869143;0.9999;1.24698;-0;-0;-0;0.00136435;7.26981e-08;0.999576;./core_700/iter_freqdep_16_9_2016_160432_643367142
0.69;0.33;0.1;0.93;459;1.48149;0.584423;0.999678;1.04107;3.80193e-08;0.000586333;0.654239;0.00146122;8.16827e-08;0.999952;./core_700/iter_freqdep_16_9_2016_160432_812918907
0.69;0.33;0.5;0.93;350;1.60722;0.717513;0.999835;1.17142;2.70989e-08;0.000292583;0.281646;0.00165458;1.04674e-07;0.999731;./core_700/iter_freqdep_16_9_2016_160433_39723886
0.69;0.33;1;0.93;266;1.7599;0.878973;0.9999;1.26111;-0;-0;-0;0.00159269;9.73421e-08;0.99949;./core_700/iter_freqdep_16_9_2016_160433_239645319
0.71;0.33;0.1;0.93;466;1.48249;0.585475;0.999719;1.04299;3.1772e-08;0.000542671;0.666735;0.00134385;6.84546e-08;0.999954;./core_700/iter_freqdep_16_9_2016_160433_449841972
0.71;0.33;0.5;0.93;360;1.61448;0.72297;0.9999;1.18083;5.47805e-09;0.000132336;0.285985;0.000751119;2.21288e-08;0.999873;./core_700/iter_freqdep_16_9_2016_160433_709216221
0.71;0.33;1;0.93;274;1.7702;0.889119;0.9999;1.27564;-0;-0;-0;0.0013325;6.7765e-08;0.99956;./core_700/iter_freqdep_16_9_2016_160433_919146944
0.73;0.33;0.1;0.93;474;1.48356;0.586549;0.999828;1.04495;2.08848e-08;0.000445322;0.679558;0.00109667;4.53647e-08;0.999962;./core_700/iter_freqdep_16_9_2016_160434_97425345
0.73;0.33;0.5;0.93;370;1.61763;0.727848;0.999994;1.18862;1.38514e-08;0.000212609;0.290013;0.00119788;5.41613e-08;0.999793;./core_700/iter_freqdep_16_9_2016_160434_327754001
0.73;0.33;1;0.93;283;1.78208;0.899382;0.9999;1.29032;-0;-0;-0;0.000909446;3.18102e-08;0.99969;./core_701/iter_freqdep_16_9_2016_160507_743158047
0.75;0.33;0.1;0.93;482;1.48436;0.58749;0.999525;1.0467;4.40394e-08;0.000655248;0.691799;0.0015986;9.41914e-08;0.999942;./core_701/iter_freqdep_16_9_2016_160508_324139802
0.75;0.33;0.5;0.93;382;1.6241;0.733119;0.9999;1.19764;5.69706e-09;0.000137273;0.294294;0.000774413;2.28903e-08;0.999862;./core_701/iter_freqdep_16_9_2016_160508_878012642
0.75;0.33;1;0.93;293;1.79454;0.909544;0.9999;1.30487;-0;-0;-0;0.0006544;1.66955e-08;0.999769;./core_701/iter_freqdep_16_9_2016_160509_396935234
0.77;0.33;0.1;0.93;492;1.48536;0.588539;0.999553;1.04861;3.80324e-08;0.000616529;0.704861;0.00149414;8.14817e-08;0.999945;./core_701/iter_freqdep_16_9_2016_160509_874023841
0.77;0.33;0.5;0.93;395;1.62795;0.738099;0.9999;1.20571;9.05937e-09;0.00017474;0.298435;0.000980467;3.57423e-08;0.99982;./core_701/iter_freqdep_16_9_2016_160510_330867779
0.77;0.33;1;0.93;304;1.80131;0.919364;0.9999;1.31898;-0;-0;-0;0.000892079;2.98898e-08;0.999678;./core_701/iter_freqdep_16_9_2016_160510_675896936
0.79;0.33;0.1;0.93;503;1.48628;0.589529;0.999402;1.05044;4.98749e-08;0.000714984;0.71776;0.00171932;1.06337e-07;0.999935;./core_701/iter_freqdep_16_9_2016_160510_916267522
0.79;0.33;0.5;0.93;410;1.63226;0.743105;0.999866;1.21392;1.20349e-08;0.000203186;0.302615;0.00113533;4.7051e-08;0.999787;./core_701/iter_freqdep_16_9_2016_160511_139552927
0.79;0.33;1;0.93;317;1.813;0.929484;0.9999;1.33348;-0;-0;-0;0.000705953;1.87882e-08;0.999738;./core_701/iter_freqdep_16_9_2016_160511_344776613
0.81;0.33;0.1;0.93;516;1.48721;0.590531;0.999286;1.05229;5.91098e-08;0.000788175;0.73092;0.00188113;1.25658e-07;0.999927;./core_702/iter_freqdep_16_9_2016_162623_647651815
0.81;0.33;0.5;0.93;427;1.63584;0.747917;0.999501;1.22174;2.75372e-08;0.000310198;0.306695;0.00172356;1.05877e-07;0.999669;./core_702/iter_freqdep_16_9_2016_162623_838983864
0.81;0.33;1;0.93;331;1.81556;0.938605;0.99958;1.34668;-0;-0;-0;0.00186934;1.24518e-07;0.999294;./core_702/iter_freqdep_16_9_2016_162624_67971536
