c;sdmu_h;d;NumGen;v;seed;mu_h;Npatches;runtime;generation;f_0;f_1;f_2;meanphh;meanpdh;varphh;varphd;file
0.35;0.01;0.25;100000000000000;0.9;760192724;0.01;4000;0;317191000000;0.00025;0.0145;0.98525;0.99074;0.91742;7.5694e-05;0.00033799;hpcbatch_09_09_2016_103953/core_827/sim_px_9_9_2016_124653_738986176
0.35;0.01;0.5;100000000000000;0.9;820043903;0.01;4000;0;321658000000;0.00025;0.0195;0.98025;0.98994;0.76203;8.1748e-05;0.0010877;hpcbatch_09_09_2016_103953/core_828/sim_px_9_9_2016_124652_763749453
0.35;0.01;1;100000000000000;0.9;84867593;0.01;4000;0;320358000000;0.07;0.52875;0.40125;0.49535;0.51199;0.042722;0.041653;hpcbatch_09_09_2016_103953/core_829/sim_px_9_9_2016_124653_10190205
0.35;0.01;0;100000000000000;0.95;930552037;0.01;4000;0;312224000000;0;0.01025;0.98975;0.99259;0.95368;4.9063e-05;0.0016724;hpcbatch_09_09_2016_103953/core_830/sim_px_9_9_2016_124652_873210504
0.35;0.01;0.1;100000000000000;0.95;65894519;0.01;4000;0;310276000000;0;0.0105;0.9895;0.99292;0.87867;4.5857e-05;0.00030917;hpcbatch_09_09_2016_103953/core_831/sim_px_9_9_2016_124653_917306
0.35;0.01;0.25;100000000000000;0.95;44237658;0.01;4000;0;315912000000;0;0.01575;0.98425;0.99077;0.79342;7.1317e-05;0.00098296;hpcbatch_09_09_2016_103953/core_832/sim_px_9_9_2016_124652_999875090
0.35;0.01;0.5;100000000000000;0.95;23395048;0.01;4000;0;323095000000;0.00025;0.0185;0.98125;0.99036;0.78525;6.9038e-05;0.001078;hpcbatch_09_09_2016_103953/core_833/sim_px_9_9_2016_124652_997154639
0.35;0.01;1;100000000000000;0.95;739653689;0.01;4000;0;323347000000;0.0405;0.54025;0.41925;0.48674;0.50625;0.041361;0.041879;hpcbatch_09_09_2016_103953/core_834/sim_px_9_9_2016_124656_662021755
0.35;0.01;0;100000000000000;1;697072006;0.01;4000;0;314053000000;0;0.0095;0.9905;0.99338;0.87028;5.0542e-05;0.00025363;hpcbatch_09_09_2016_103953/core_835/sim_px_9_9_2016_124656_660676229
0.35;0.01;0.1;100000000000000;1;682071007;0.01;4000;0;316753000000;0;0.01225;0.98775;0.99087;0.7869;6.655e-05;0.0015256;hpcbatch_09_09_2016_103953/core_836/sim_px_9_9_2016_124656_646126359
0.35;0.01;0.25;100000000000000;1;780432189;0.01;4000;0;315102000000;0;0.00975;0.99025;0.9906;0.86166;6.8469e-05;0.0027148;hpcbatch_09_09_2016_103953/core_837/sim_px_9_9_2016_124656_680258438
0.35;0.01;0.5;100000000000000;1;823463321;0.01;4000;0;321063000000;0;0.02075;0.97925;0.98606;0.86026;0.00012459;0.0010045;hpcbatch_09_09_2016_103953/core_838/sim_px_9_9_2016_124656_694277735
0.35;0.01;1;100000000000000;1;802121786;0.01;4000;0;326541000000;0;0.567;0.433;0.47217;0.50767;0.042044;0.042858;hpcbatch_09_09_2016_103953/core_839/sim_px_9_9_2016_124656_681625659
0.4;0.01;0;100000000000000;0;9961967;0.01;4000;0;431840000000;0.84625;0.148;0.00575;0.33374;0.055818;0.0018628;0.0004049;hpcbatch_09_09_2016_103953/core_840/sim_px_9_9_2016_124656_989313118
0.4;0.01;0.1;100000000000000;0;758562785;0.01;4000;0;308926000000;0.83425;0.16125;0.0045;0.40918;0.052687;0.0049793;0.00037088;hpcbatch_09_09_2016_103953/core_841/sim_px_9_9_2016_124656_678611987
0.4;0.01;0.25;100000000000000;0;725848772;0.01;4000;0;311741000000;0.90175;0.09525;0.003;0.32055;0.038218;0.0019755;0.0003473;hpcbatch_09_09_2016_103953/core_842/sim_px_9_9_2016_124656_669131894
0.4;0.01;0.5;100000000000000;0;553012735;0.01;4000;0;318420000000;0.858;0.1365;0.0055;0.19104;0.067235;0.0099248;0.0011554;hpcbatch_09_09_2016_103953/core_843/sim_px_9_9_2016_124656_513132220
0.4;0.01;1;100000000000000;0;388200567;0.01;4000;0;318435000000;0.2975;0.45925;0.24325;0.49491;0.50043;0.04272;0.043138;hpcbatch_09_09_2016_103953/core_844/sim_px_9_9_2016_124656_354463215
0.4;0.01;0;100000000000000;0.05;80134046;0.01;4000;0;406314000000;0.75275;0.22875;0.0185;0.40386;0.091641;0.00083351;0.00052408;hpcbatch_09_09_2016_103953/core_845/sim_px_9_9_2016_124700_44128219
0.4;0.01;0.1;100000000000000;0.05;357541641;0.01;4000;0;301734000000;0.64525;0.32475;0.03;0.20825;0.18696;0.0013763;0.00074319;hpcbatch_09_09_2016_103953/core_846/sim_px_9_9_2016_124700_333619995
0.4;0.01;0.25;100000000000000;0.05;436833375;0.01;4000;0;301431000000;0.60875;0.358;0.03325;0.12108;0.24818;0.0034566;0.0020829;hpcbatch_09_09_2016_103953/core_847/sim_px_9_9_2016_124700_348182593
0.4;0.01;0.5;100000000000000;0.05;413591842;0.01;4000;0;302987000000;0.5655;0.3935;0.041;0.074415;0.2977;0.00068127;0.0029715;hpcbatch_09_09_2016_103953/core_848/sim_px_9_9_2016_124700_345033566
0.4;0.01;1;100000000000000;0.05;381227904;0.01;4000;0;316862000000;0.2905;0.468;0.2415;0.49865;0.49295;0.042102;0.042236;hpcbatch_09_09_2016_103953/core_849/sim_px_9_9_2016_124700_336028388
0.4;0.01;0;100000000000000;0.1;465253562;0.01;4000;0;290548000000;0.55075;0.3885;0.06075;0.10797;0.30577;0.0043108;0.0022468;hpcbatch_09_09_2016_103953/core_850/sim_px_9_9_2016_124700_373120199
0.4;0.01;0.1;100000000000000;0.1;253382268;0.01;4000;0;291356000000;0.4135;0.47175;0.11475;0.069295;0.48491;0.00048531;0.0011938;hpcbatch_09_09_2016_103953/core_851/sim_px_9_9_2016_124701_231958321
0.4;0.01;0.25;100000000000000;0.1;120663527;0.01;4000;0;291096000000;0.42275;0.4875;0.08975;0.056078;0.46915;0.0003917;0.0012309;hpcbatch_09_09_2016_103953/core_852/sim_px_9_9_2016_124700_63935759
0.4;0.01;0.5;100000000000000;0.1;396629945;0.01;4000;0;295566000000;0.3325;0.54325;0.12425;0.10011;0.5872;0.00056079;0.00083045;hpcbatch_09_09_2016_103953/core_853/sim_px_9_9_2016_124700_348403977
0.4;0.01;1;100000000000000;0.1;212020667;0.01;4000;0;316851000000;0.26525;0.4775;0.25725;0.49512;0.49498;0.042669;0.042244;hpcbatch_09_09_2016_103953/core_854/sim_px_9_9_2016_124701_174775597
0.4;0.01;0;100000000000000;0.15;260496376;0.01;4000;0;288945000000;0.4005;0.477;0.1225;0.43127;0.32423;0.0014371;0.0022624;hpcbatch_09_09_2016_103953/core_855/sim_px_9_9_2016_124700_224747641
0.4;0.01;0.1;100000000000000;0.15;490327406;0.01;4000;0;286973000000;0.25125;0.54875;0.2;0.10458;0.81191;0.00038336;0.0013851;hpcbatch_09_09_2016_103953/core_856/sim_px_9_9_2016_124704_447269399
0.4;0.01;0.25;100000000000000;0.15;189716558;0.01;4000;0;289573000000;0.24175;0.56525;0.193;0.043253;0.84034;0.00060548;0.0020844;hpcbatch_09_09_2016_103953/core_857/sim_px_9_9_2016_124704_152030172
0.4;0.01;0.5;100000000000000;0.15;470712335;0.01;4000;0;289661000000;0.20575;0.61125;0.183;0.042959;0.91412;0.00039767;0.0010533;hpcbatch_09_09_2016_103953/core_858/sim_px_9_9_2016_124704_448539606
0.4;0.01;1;100000000000000;0.15;552449460;0.01;4000;0;313142000000;0.26625;0.48025;0.2535;0.49594;0.49573;0.043251;0.042214;hpcbatch_09_09_2016_103953/core_859/sim_px_9_9_2016_124704_467301781
0.4;0.01;0;100000000000000;0.2;531349772;0.01;4000;0;298201000000;0.169;0.516;0.315;0.69631;0.40313;0.0020427;0.0017977;hpcbatch_09_09_2016_103953/core_860/sim_px_9_9_2016_124704_466327381
0.4;0.01;0.1;100000000000000;0.2;224556454;0.01;4000;0;286736000000;0.22125;0.5415;0.23725;0.084446;0.94718;0.0011353;0.0013731;hpcbatch_09_09_2016_103953/core_861/sim_px_9_9_2016_124704_166495602
0.4;0.01;0.25;100000000000000;0.2;373067448;0.01;4000;0;289690000000;0.1825;0.5765;0.241;0.16351;0.95276;0.0021618;0.00076596;hpcbatch_09_09_2016_103953/core_862/sim_px_9_9_2016_124704_336327596
0.4;0.01;0.5;100000000000000;0.2;251014796;0.01;4000;0;293375000000;0.17175;0.613;0.21525;0.11787;0.94702;0.00079244;0.00049154;hpcbatch_09_09_2016_103953/core_863/sim_px_9_9_2016_124704_171626593
0.4;0.01;1;100000000000000;0.2;415453082;0.01;4000;0;315903000000;0.26625;0.46275;0.271;0.49624;0.4989;0.041806;0.042917;hpcbatch_09_09_2016_103953/core_864/sim_px_9_9_2016_124704_358394202
0.4;0.01;0;100000000000000;0.25;506541525;0.01;4000;0;293593000000;0.097;0.46;0.443;0.63831;0.73053;0.00094956;0.00097235;hpcbatch_09_09_2016_103953/core_865/sim_px_9_9_2016_124704_443114906
0.4;0.01;0.1;100000000000000;0.25;567985058;0.01;4000;0;290376000000;0.08625;0.46425;0.4495;0.57514;0.89511;0.0012845;0.00052532;hpcbatch_09_09_2016_103953/core_866/sim_px_9_9_2016_124704_473727315
0.4;0.01;0.25;100000000000000;0.25;888444842;0.01;4000;0;399497000000;0.11575;0.5285;0.35575;0.39267;0.96874;0.0018778;0.00026091;hpcbatch_09_09_2016_103953/core_867/sim_px_9_9_2016_124708_867195931
0.4;0.01;0.5;100000000000000;0.25;585879400;0.01;4000;0;296298000000;0.154;0.5885;0.2575;0.20886;0.96414;0.00094914;0.00049552;hpcbatch_09_09_2016_103953/core_868/sim_px_9_9_2016_124708_547651767
0.4;0.01;1;100000000000000;0.25;762476833;0.01;4000;0;317609000000;0.25975;0.4675;0.27275;0.49913;0.50043;0.041695;0.042514;hpcbatch_09_09_2016_103953/core_869/sim_px_9_9_2016_124708_650731976
0.4;0.01;0;100000000000000;0.3;715803978;0.01;4000;0;312923000000;0.052;0.37675;0.57125;0.77412;0.70459;0.00085202;0.00064619;hpcbatch_09_09_2016_103953/core_870/sim_px_9_9_2016_124708_633309335
0.4;0.01;0.1;100000000000000;0.3;321426599;0.01;4000;0;301024000000;0.0435;0.369;0.5875;0.71972;0.9592;0.0010901;0.00080559;hpcbatch_09_09_2016_103953/core_871/sim_px_9_9_2016_124708_284844543
0.4;0.01;0.25;100000000000000;0.3;465153294;0.01;4000;0;403589000000;0.07275;0.42475;0.5025;0.64909;0.90345;0.0050228;0.00056079;hpcbatch_09_09_2016_103953/core_872/sim_px_9_9_2016_124708_427203298
0.4;0.01;0.5;100000000000000;0.3;651164670;0.01;4000;0;299906000000;0.0835;0.50225;0.41425;0.49575;0.9552;0.001238;0.00052118;hpcbatch_09_09_2016_103953/core_873/sim_px_9_9_2016_124708_612042088
0.4;0.01;1;100000000000000;0.3;739094195;0.01;4000;0;317262000000;0.2535;0.4665;0.28;0.4997;0.49959;0.042368;0.042268;hpcbatch_09_09_2016_103953/core_874/sim_px_9_9_2016_124708_635558456
0.4;0.01;0;100000000000000;0.35;668832357;0.01;4000;0;307574000000;0.02425;0.28275;0.693;0.84734;0.75591;0.0014568;0.0049084;hpcbatch_09_09_2016_103953/core_875/sim_px_9_9_2016_124708_609292258
0.4;0.01;0.1;100000000000000;0.35;637777370;0.01;4000;0;304973000000;0.00725;0.16825;0.8245;0.94097;0.59712;0.00050263;0.00039597;hpcbatch_09_09_2016_103953/core_876/sim_px_9_9_2016_124708_578168518
0.4;0.01;0.25;100000000000000;0.35;700014098;0.01;4000;0;297581000000;0.011;0.21075;0.77825;0.89079;0.78428;0.0012827;0.0011583;hpcbatch_09_09_2016_103953/core_877/sim_px_9_9_2016_124708_620421336
0.4;0.01;0.5;100000000000000;0.35;798883029;0.01;4000;0;299645000000;0.0155;0.25475;0.72975;0.82989;0.95931;0.001831;0.00096941;hpcbatch_09_09_2016_103953/core_878/sim_px_9_9_2016_124713_760243164
0.4;0.01;1;100000000000000;0.35;982794936;0.01;4000;0;311107000000;0.2375;0.47975;0.28275;0.49678;0.50056;0.042171;0.042672;hpcbatch_09_09_2016_103953/core_879/sim_px_9_9_2016_124712_904888655
0.4;0.01;0;100000000000000;0.4;956577897;0.01;4000;0;315250000000;0;0.04475;0.95525;0.98204;0.75379;0.0001363;0.0020444;hpcbatch_09_09_2016_103953/core_880/sim_px_9_9_2016_124712_899231114
0.4;0.01;0.1;100000000000000;0.4;873779454;0.01;4000;0;294853000000;0.00225;0.11375;0.884;0.9537;0.77568;0.00028074;0.0013435;hpcbatch_09_09_2016_103953/core_881/sim_px_9_9_2016_124713_852696607
0.4;0.01;0.25;100000000000000;0.4;914700095;0.01;4000;0;315053000000;0.003;0.09475;0.90225;0.96044;0.70675;0.00030181;0.0004896;hpcbatch_09_09_2016_103953/core_882/sim_px_9_9_2016_124712_878652994
0.4;0.01;0.5;100000000000000;0.4;796524462;0.01;4000;0;315898000000;0.005;0.11825;0.87675;0.94192;0.8632;0.00033019;0.010828;hpcbatch_09_09_2016_103953/core_883/sim_px_9_9_2016_124712_759390158
0.4;0.01;1;100000000000000;0.4;838595907;0.01;4000;0;317992000000;0.231;0.4785;0.2905;0.49863;0.5056;0.042448;0.043458;hpcbatch_09_09_2016_103953/core_884/sim_px_9_9_2016_124712_781266317
0.4;0.01;0;100000000000000;0.45;32776411;0.01;4000;0;309896000000;0.001;0.06375;0.93525;0.97558;0.76012;9.8948e-05;0.0036209;hpcbatch_09_09_2016_103953/core_885/sim_px_9_9_2016_124713_9723518
0.4;0.01;0.1;100000000000000;0.45;73519870;0.01;4000;0;312950000000;0.00175;0.05325;0.945;0.98366;0.52127;0.00013351;0.00053446;hpcbatch_09_09_2016_103953/core_886/sim_px_9_9_2016_124713_28293557
0.4;0.01;0.25;100000000000000;0.45;52277660;0.01;4000;0;317952000000;0.002;0.06975;0.92825;0.97012;0.81984;0.00030635;0.0017806;hpcbatch_09_09_2016_103953/core_887/sim_px_9_9_2016_124713_26962980
0.4;0.01;0.5;100000000000000;0.45;87926490;0.01;4000;0;320042000000;0.001;0.06625;0.93275;0.96479;0.90381;0.00060203;0.0005653;hpcbatch_09_09_2016_103953/core_888/sim_px_9_9_2016_124713_35383436
0.4;0.01;1;100000000000000;0.45;420220377;0.01;4000;0;317592000000;0.229;0.47275;0.29825;0.49336;0.49741;0.043833;0.041849;hpcbatch_09_09_2016_103953/core_889/sim_px_9_9_2016_124717_384070802
0.4;0.01;0;100000000000000;0.5;616988764;0.01;4000;0;321023000000;0.00125;0.04725;0.9515;0.98085;0.71218;0.00024472;0.00072798;hpcbatch_09_09_2016_103953/core_890/sim_px_9_9_2016_124717_560202269
0.4;0.01;0.1;100000000000000;0.5;738087299;0.01;4000;0;307955000000;0.00125;0.03725;0.9615;0.98863;0.48773;0.00010119;0.0017734;hpcbatch_09_09_2016_103953/core_891/sim_px_9_9_2016_124717_656284542
0.4;0.01;0.25;100000000000000;0.5;760260512;0.01;4000;0;317040000000;0.0005;0.04225;0.95725;0.98036;0.95113;0.0001874;0.00033082;hpcbatch_09_09_2016_103953/core_892/sim_px_9_9_2016_124717_669663123
0.4;0.01;0.5;100000000000000;0.5;592275570;0.01;4000;0;319103000000;0.00075;0.03925;0.96;0.97646;0.94207;0.00022953;0.001038;hpcbatch_09_09_2016_103953/core_893/sim_px_9_9_2016_124717_555945893
0.4;0.01;1;100000000000000;0.5;48857534;0.01;4000;0;434626000000;0.21925;0.47325;0.3075;0.49528;0.50553;0.042284;0.041757;hpcbatch_09_09_2016_103953/core_894/sim_px_9_9_2016_124718_27887886
0.4;0.01;0;100000000000000;0.55;653947665;0.01;4000;0;314496000000;0.00025;0.03975;0.96;0.98283;0.8834;0.00017123;0.00067732;hpcbatch_09_09_2016_103953/core_895/sim_px_9_9_2016_124717_573844380
0.4;0.01;0.1;100000000000000;0.55;683478428;0.01;4000;0;310863000000;0;0.04825;0.95175;0.97449;0.89255;0.00023191;0.00075747;hpcbatch_09_09_2016_103953/core_896/sim_px_9_9_2016_124717_644555905
0.4;0.01;0.25;100000000000000;0.55;698948388;0.01;4000;0;315787000000;0.001;0.0405;0.9585;0.98065;0.78117;0.00017611;0.0021893;hpcbatch_09_09_2016_103953/core_897/sim_px_9_9_2016_124717_639370374
0.4;0.01;0.5;100000000000000;0.55;500076860;0.01;4000;0;320717000000;0.00025;0.038;0.96175;0.98117;0.77965;0.00013575;0.0018473;hpcbatch_09_09_2016_103953/core_898/sim_px_9_9_2016_124717_463412859
0.4;0.01;1;100000000000000;0.55;724052997;0.01;4000;0;421333000000;0.20175;0.48475;0.3135;0.49998;0.50406;0.0413;0.042293;hpcbatch_09_09_2016_103953/core_899/sim_px_9_9_2016_124717_644994644
0.4;0.01;0;100000000000000;0.6;472752870;0.01;4000;0;323117000000;0;0.02325;0.97675;0.98577;0.88595;0.00011169;0.00086374;hpcbatch_09_09_2016_103953/core_900/sim_px_9_9_2016_124722_413409201
0.4;0.01;0.1;100000000000000;0.6;602131897;0.01;4000;0;317069000000;0.00025;0.03675;0.963;0.98641;0.63029;0.00010034;0.00058873;hpcbatch_09_09_2016_103953/core_901/sim_px_9_9_2016_124722_565522328
0.4;0.01;0.25;100000000000000;0.6;323093261;0.01;4000;0;315771000000;0;0.02275;0.97725;0.98874;0.8011;0.00014252;0.0019778;hpcbatch_09_09_2016_103953/core_902/sim_px_9_9_2016_124722_285958697
0.4;0.01;0.5;100000000000000;0.6;459421124;0.01;4000;0;318119000000;0.00025;0.03;0.96975;0.98331;0.88617;0.00012198;0.00093758;hpcbatch_09_09_2016_103953/core_903/sim_px_9_9_2016_124722_420553779
0.4;0.01;1;100000000000000;0.6;583152669;0.01;4000;0;308196000000;0.18675;0.497;0.31625;0.49384;0.50327;0.041449;0.042087;hpcbatch_09_09_2016_103953/core_904/sim_px_9_9_2016_124722_506596611
0.4;0.01;0;100000000000000;0.65;644693247;0.01;4000;0;307838000000;0.00075;0.02325;0.976;0.99171;0.62922;6.1733e-05;0.00066634;hpcbatch_09_09_2016_103953/core_905/sim_px_9_9_2016_124722_599212280
0.4;0.01;0.1;100000000000000;0.65;373724664;0.01;4000;0;315875000000;0.00075;0.03675;0.9625;0.98594;0.56049;8.209e-05;0.0031667;hpcbatch_09_09_2016_103953/core_906/sim_px_9_9_2016_124722_317826469
0.4;0.01;0.25;100000000000000;0.65;536059123;0.01;4000;0;315992000000;0;0.02825;0.97175;0.98367;0.89427;0.00012445;0.00082788;hpcbatch_09_09_2016_103953/core_907/sim_px_9_9_2016_124722_438110782
0.4;0.01;0.5;100000000000000;0.65;342597686;0.01;4000;0;316631000000;0.0005;0.02775;0.97175;0.98562;0.92871;0.00012526;0.00098723;hpcbatch_09_09_2016_103953/core_908/sim_px_9_9_2016_124723_321942801
0.4;0.01;1;100000000000000;0.65;515541593;0.01;4000;0;317338000000;0.17075;0.4905;0.33875;0.49688;0.50932;0.041317;0.042;hpcbatch_09_09_2016_103953/core_909/sim_px_9_9_2016_124722_437764947
0.4;0.01;0;100000000000000;0.7;624126355;0.01;4000;0;316225000000;0;0.02425;0.97575;0.98731;0.8516;0.00011624;0.00035535;hpcbatch_09_09_2016_103953/core_910/sim_px_9_9_2016_124722_589035491
0.4;0.01;0.1;100000000000000;0.7;292073851;0.01;4000;0;315368000000;0;0.023;0.977;0.98949;0.73496;7.1798e-05;0.00098055;hpcbatch_09_09_2016_103953/core_911/sim_px_9_9_2016_124727_256196198
0.4;0.01;0.25;100000000000000;0.7;700919223;0.01;4000;0;315387000000;0.0005;0.03175;0.96775;0.9883;0.61132;8.3289e-05;0.001342;hpcbatch_09_09_2016_103953/core_912/sim_px_9_9_2016_124727_679817044
0.4;0.01;0.5;100000000000000;0.7;741165091;0.01;4000;0;322692000000;0.0005;0.03925;0.96025;0.98153;0.86913;0.00016455;0.00074667;hpcbatch_09_09_2016_103953/core_913/sim_px_9_9_2016_124727_679656208
0.4;0.01;1;100000000000000;0.7;720688055;0.01;4000;0;318342000000;0.16025;0.49325;0.3465;0.49439;0.50423;0.04163;0.041762;hpcbatch_09_09_2016_103953/core_914/sim_px_9_9_2016_124727_678792756
0.4;0.01;0;100000000000000;0.75;775421254;0.01;4000;0;311873000000;0;0.034;0.966;0.99142;0.376;4.6537e-05;0.00039968;hpcbatch_09_09_2016_103953/core_915/sim_px_9_9_2016_124727_692191254
0.4;0.01;0.1;100000000000000;0.75;479044353;0.01;4000;0;315341000000;0;0.01875;0.98125;0.98458;0.96493;0.00015464;0.0006956;hpcbatch_09_09_2016_103953/core_916/sim_px_9_9_2016_124727_443183464
0.4;0.01;0.25;100000000000000;0.75;611546278;0.01;4000;0;316974000000;0.00025;0.026;0.97375;0.98697;0.63582;8.2085e-05;0.00038079;hpcbatch_09_09_2016_103953/core_917/sim_px_9_9_2016_124727_573212287
0.4;0.01;0.5;100000000000000;0.75;754741533;0.01;4000;0;315820000000;0.0005;0.02225;0.97725;0.98676;0.92953;0.00012418;0.0033439;hpcbatch_09_09_2016_103953/core_918/sim_px_9_9_2016_124727_691685153
0.4;0.01;1;100000000000000;0.75;797048205;0.01;4000;0;318028000000;0.148;0.5015;0.3505;0.49324;0.50298;0.041855;0.041762;hpcbatch_09_09_2016_103953/core_919/sim_px_9_9_2016_124727_706024720
0.4;0.01;0;100000000000000;0.8;648318316;0.01;4000;0;325102000000;0.00025;0.02425;0.9755;0.98739;0.66359;8.3976e-05;0.0012457;hpcbatch_09_09_2016_103953/core_920/sim_px_9_9_2016_124727_591935334
0.4;0.01;0.1;100000000000000;0.8;916452677;0.01;4000;0;434378000000;0;0.029;0.971;0.98634;0.71216;8.8528e-05;0.002392;hpcbatch_09_09_2016_103953/core_921/sim_px_9_9_2016_124727_895780052
0.4;0.01;0.25;100000000000000;0.8;3093364;0.01;4000;0;317320000000;0;0.01675;0.98325;0.98819;0.90555;7.7968e-05;0.00081776;hpcbatch_09_09_2016_103953/core_922/sim_px_9_9_2016_124732_945811380
0.4;0.01;0.5;100000000000000;0.8;79773126;0.01;4000;0;324847000000;0.00025;0.02375;0.976;0.98683;0.75374;0.00010896;0.0010743;hpcbatch_09_09_2016_103953/core_923/sim_px_9_9_2016_124733_37363321
0.4;0.01;1;100000000000000;0.8;95159785;0.01;4000;0;320428000000;0.1175;0.508;0.3745;0.49371;0.50864;0.043667;0.042448;hpcbatch_09_09_2016_103953/core_924/sim_px_9_9_2016_124733_56062024
0.4;0.01;0;100000000000000;0.85;958417362;0.01;4000;0;313124000000;0;0.02075;0.97925;0.98872;0.84841;8.598e-05;0.0027488;hpcbatch_09_09_2016_103953/core_925/sim_px_9_9_2016_124732_922371827
0.4;0.01;0.1;100000000000000;0.85;783180500;0.01;4000;0;430970000000;0.0005;0.02575;0.97375;0.98957;0.62759;6.0135e-05;0.00047794;hpcbatch_09_09_2016_103953/core_926/sim_px_9_9_2016_124732_746532055
0.4;0.01;0.25;100000000000000;0.85;159564868;0.01;4000;0;316815000000;0;0.01675;0.98325;0.98992;0.91879;5.7507e-05;0.0017214;hpcbatch_09_09_2016_103953/core_927/sim_px_9_9_2016_124733_78125488
0.4;0.01;0.5;100000000000000;0.85;112707939;0.01;4000;0;321569000000;0;0.01225;0.98775;0.98854;0.9319;8.5923e-05;0.00091116;hpcbatch_09_09_2016_103953/core_928/sim_px_9_9_2016_124733_53249787
0.4;0.01;1;100000000000000;0.85;897261366;0.01;4000;0;320487000000;0.10475;0.52775;0.3675;0.49134;0.50616;0.042358;0.04238;hpcbatch_09_09_2016_103953/core_929/sim_px_9_9_2016_124732_861574321
0.4;0.01;0;100000000000000;0.9;181973133;0.01;4000;0;323110000000;0;0.0155;0.9845;0.98849;0.79381;5.8342e-05;0.00088647;hpcbatch_09_09_2016_103953/core_930/sim_px_9_9_2016_124733_93673114
0.4;0.01;0.1;100000000000000;0.9;140558000;0.01;4000;0;308848000000;0;0.01925;0.98075;0.98649;0.95404;9.746e-05;0.0010411;hpcbatch_09_09_2016_103953/core_931/sim_px_9_9_2016_124733_61108905
0.4;0.01;0.25;100000000000000;0.9;937612375;0.01;4000;0;301228000000;0;0.01875;0.98125;0.98965;0.88098;8.7543e-05;0.0025867;hpcbatch_09_09_2016_103953/core_932/sim_px_9_9_2016_124733_916166721
0.4;0.01;0.5;100000000000000;0.9;532549721;0.01;4000;0;323385000000;0;0.01925;0.98075;0.98947;0.9436;8.1712e-05;0.0025937;hpcbatch_09_09_2016_103953/core_933/sim_px_9_9_2016_124738_495407121
0.4;0.01;1;100000000000000;0.9;634802666;0.01;4000;0;320886000000;0.07225;0.53275;0.395;0.49847;0.50545;0.041945;0.041952;hpcbatch_09_09_2016_103953/core_934/sim_px_9_9_2016_124738_597670711
0.4;0.01;0;100000000000000;0.95;884255894;0.01;4000;0;305650000000;0;0.0125;0.9875;0.99133;0.78827;7.7159e-05;0.00027558;hpcbatch_09_09_2016_103953/core_935/sim_px_9_9_2016_124738_863503774
0.4;0.01;0.1;100000000000000;0.95;678474038;0.01;4000;0;312750000000;0;0.0195;0.9805;0.98987;0.74322;8.6887e-05;0.0017299;hpcbatch_09_09_2016_103953/core_936/sim_px_9_9_2016_124738_619023395
0.4;0.01;0.25;100000000000000;0.95;745631161;0.01;4000;0;315076000000;0;0.009;0.991;0.99274;0.92405;5.2962e-05;0.0031077;hpcbatch_09_09_2016_103953/core_937/sim_px_9_9_2016_124738_666889250
0.4;0.01;0.5;100000000000000;0.95;317843597;0.01;4000;0;319779000000;0;0.018;0.982;0.98928;0.79824;6.9019e-05;0.00048366;hpcbatch_09_09_2016_103953/core_938/sim_px_9_9_2016_124738_280113286
0.4;0.01;1;100000000000000;0.95;726485716;0.01;4000;0;316644000000;0.04425;0.545;0.41075;0.49068;0.50642;0.043208;0.040559;hpcbatch_09_09_2016_103953/core_939/sim_px_9_9_2016_124738_667910030
0.4;0.01;0;100000000000000;1;787310163;0.01;4000;0;322651000000;0;0.0165;0.9835;0.99343;0.54318;4.112e-05;0.0011043;hpcbatch_09_09_2016_103953/core_940/sim_px_9_9_2016_124738_686456672
0.4;0.01;0.1;100000000000000;1;766562048;0.01;4000;0;317042000000;0;0.01375;0.98625;0.98984;0.81208;7.7696e-05;0.0021716;hpcbatch_09_09_2016_103953/core_941/sim_px_9_9_2016_124738_684594846
0.4;0.01;0.25;100000000000000;1;698988010;0.01;4000;0;317735000000;0;0.019;0.981;0.98918;0.92084;8.0423e-05;0.00084353;hpcbatch_09_09_2016_103953/core_942/sim_px_9_9_2016_124738_660530852
0.4;0.01;0.5;100000000000000;1;842035467;0.01;4000;0;320460000000;0;0.0155;0.9845;0.988;0.93695;8.224e-05;0.0023707;hpcbatch_09_09_2016_103953/core_943/sim_px_9_9_2016_124738_805768859
0.4;0.01;1;100000000000000;1;563832503;0.01;4000;0;325498000000;0;0.58825;0.41175;0.47972;0.50204;0.04167;0.041422;hpcbatch_09_09_2016_103953/core_944/sim_px_9_9_2016_124744_466535066
0.45;0.01;0;100000000000000;0;726913045;0.01;4000;0;306551000000;0.91;0.0885;0.0015;0.50928;0.023493;0.00084409;0.00035011;hpcbatch_09_09_2016_103953/core_945/sim_px_9_9_2016_124744_629580886
0.45;0.01;0.1;100000000000000;0;478492684;0.01;4000;0;308701000000;0.881;0.116;0.003;0.23227;0.053836;0.00078857;0.0010153;hpcbatch_09_09_2016_103953/core_946/sim_px_9_9_2016_124744_441444238
0.45;0.01;0.25;100000000000000;0;666704152;0.01;4000;0;309077000000;0.8715;0.12475;0.00375;0.039011;0.066442;0.00049979;0.00086221;hpcbatch_09_09_2016_103953/core_947/sim_px_9_9_2016_124744_629838182
