phhinit;c;pdhinit;d;v;time;vh_1;vd_1;vd_0;rdd;pdh;rhd;rhh;f_1;f_0;phh;vh_2;file
0.5;0.73;0.5;0.1;0.49;5518;1.20638;0.835138;1.0308;0.000797495;0.999977;0.143208;0.689418;0.211283;0.00443738;0.885875;0.994234;./core_618/iter_freqdep_13_9_2016_142234_561537019
0.5;0.73;0.5;0.2;0.49;6558;1.20938;0.851379;1.04496;0.00288447;0.9999;0.201355;0.472579;0.334337;0.013818;0.790493;0.983466;./core_618/iter_freqdep_13_9_2016_142234_887968715
0.5;0.73;0.5;0.5;0.49;11984;1.21156;0.872503;1.05569;0.00548108;0.9999;0.198794;0.17984;0.499239;0.0515185;0.567424;0.946902;./core_618/iter_freqdep_13_9_2016_142235_232981906
0.5;0.73;0.5;1;0.49;2904;1.2736;0.941349;1.10049;-0;0.662394;-0;-0;0.405934;0.0452751;0.781276;0.912212;./core_618/iter_freqdep_13_9_2016_142235_833581307
0.5;0.75;0.5;0.05;0.49;5437;1.2011;0.822833;1.01789;0.000389129;0.999965;0.118702;0.83455;0.162209;0.00236706;0.917436;0.997626;./core_618/iter_freqdep_13_9_2016_142236_12021176
0.5;0.75;0.5;0.1;0.49;5497;1.20586;0.83547;1.03094;0.000999734;0.999981;0.154557;0.680398;0.22693;0.00515419;0.876469;0.993686;./core_618/iter_freqdep_13_9_2016_142236_314664640
0.5;0.75;0.5;0.2;0.49;6824;1.20787;0.851059;1.04415;0.00358661;0.9999;0.216445;0.461162;0.35605;0.0159545;0.772356;0.982172;./core_618/iter_freqdep_13_9_2016_142236_637466922
0.5;0.75;0.5;0.5;0.49;12740;1.20872;0.870544;1.05311;0.00649795;0.9999;0.210367;0.171313;0.518875;0.0575134;0.533652;0.944245;./core_618/iter_freqdep_13_9_2016_142237_23861347
0.5;0.75;0.5;1;0.49;2933;1.27099;0.938243;1.09723;-0;0.65815;-0;-0;0.422353;0.0505801;0.766651;0.906839;./core_618/iter_freqdep_13_9_2016_142237_685503520
0.5;0.77;0.5;0.05;0.49;5334;1.20089;0.823194;1.01813;0.000477849;0.999969;0.127373;0.829556;0.173446;0.00271142;0.911517;0.997405;./core_619/iter_freqdep_13_9_2016_142234_209662576
0.5;0.77;0.5;0.1;0.49;5492;1.20532;0.83577;1.03104;0.00123094;0.999985;0.165786;0.671624;0.242257;0.00591533;0.867079;0.993136;./core_619/iter_freqdep_13_9_2016_142234_506277684
0.5;0.77;0.5;0.2;0.49;7148;1.20638;0.850716;1.0433;0.00437641;0.9999;0.231181;0.450267;0.376811;0.0181932;0.754193;0.980916;./core_619/iter_freqdep_13_9_2016_142234_802875823
0.5;0.77;0.5;0.5;0.49;13516;1.20606;0.868726;1.05069;0.00757449;0.9999;0.221332;0.163136;0.536614;0.0635066;0.50034;0.941772;./core_619/iter_freqdep_13_9_2016_142235_158169990
0.5;0.77;0.5;1;0.49;2955;1.26852;0.935309;1.09414;-0;0.65372;-0;-0;0.437324;0.0559068;0.752583;0.901664;./core_619/iter_freqdep_13_9_2016_142235_762679430
0.5;0.79;0.5;0.05;0.49;5254;1.20067;0.823538;1.01836;0.00057798;0.999972;0.135968;0.824628;0.184511;0.00307442;0.905651;0.997181;./core_619/iter_freqdep_13_9_2016_142235_920243353
0.5;0.79;0.5;0.1;0.49;5503;1.20477;0.83604;1.0311;0.00149225;0.999988;0.176891;0.663088;0.257262;0.00671881;0.857706;0.992584;./core_619/iter_freqdep_13_9_2016_142236_268067178
0.5;0.79;0.5;0.2;0.49;7520;1.20491;0.850357;1.04243;0.00525361;0.9999;0.245551;0.439855;0.396637;0.0205237;0.736019;0.9797;./core_619/iter_freqdep_13_9_2016_142236_586290621
0.5;0.79;0.5;0.5;0.49;14311;1.20356;0.867041;1.04842;0.0087031;0.9999;0.231724;0.155278;0.552652;0.0694737;0.467496;0.939468;./core_619/iter_freqdep_13_9_2016_142236_980394806
0.5;0.79;0.5;1;0.49;2969;1.2662;0.932531;1.09122;-0;0.649134;-0;-0;0.450994;0.0612353;0.73906;0.896673;./core_619/iter_freqdep_13_9_2016_142237_639739940
0.5;0.81;0.5;0.05;0.49;5192;1.20045;0.823867;1.01857;0.000689913;0.999975;0.144485;0.819765;0.195403;0.00345527;0.899836;0.996954;./core_620/iter_freqdep_13_9_2016_142234_216909309
0.5;0.81;0.5;0.1;0.49;5529;1.2042;0.836282;1.03112;0.0017846;0.999992;0.187867;0.654783;0.271945;0.0075627;0.84835;0.992033;./core_620/iter_freqdep_13_9_2016_142234_505445021
0.5;0.81;0.5;0.2;0.49;7927;1.20346;0.849986;1.04153;0.00621711;0.9999;0.259545;0.429891;0.415552;0.0229359;0.71785;0.978527;./core_620/iter_freqdep_13_9_2016_142234_840338261
0.5;0.81;0.5;0.5;0.49;15122;1.20122;0.865477;1.04628;0.00987649;0.9999;0.241577;0.147715;0.567162;0.0753947;0.435129;0.937319;./core_620/iter_freqdep_13_9_2016_142235_234397213
0.5;0.81;0.5;1;0.49;2977;1.26401;0.929899;1.08845;-0;0.644418;-0;-0;0.463493;0.066549;0.726068;0.891854;./core_620/iter_freqdep_13_9_2016_142235_909234931
0.5;0.83;0.5;0.05;0.49;5143;1.20022;0.824182;1.01877;0.000813989;0.999978;0.152922;0.81497;0.206123;0.0038532;0.894072;0.996725;./core_620/iter_freqdep_13_9_2016_142236_84727775
0.5;0.83;0.5;0.1;0.49;5564;1.20363;0.836498;1.03112;0.00210876;0.999995;0.198708;0.646706;0.286302;0.00844495;0.839013;0.991483;./core_620/iter_freqdep_13_9_2016_142236_371840193
0.5;0.83;0.5;0.2;0.49;8361;1.20203;0.849608;1.04063;0.00726507;0.9999;0.273157;0.420341;0.433578;0.0254201;0.6997;0.977397;./core_620/iter_freqdep_13_9_2016_142236_707749001
0.5;0.83;0.5;0.5;0.49;15947;1.19903;0.864025;1.04428;0.0110878;0.9999;0.250922;0.140425;0.580297;0.0812536;0.403244;0.935315;./core_620/iter_freqdep_13_9_2016_142237_139577998
0.5;0.83;0.5;1;0.49;2979;1.26194;0.9274;1.08582;-0;0.639596;-0;-0;0.474933;0.0718344;0.713595;0.887197;./core_620/iter_freqdep_13_9_2016_142237_855516893
0.5;0.85;0.5;0.05;0.49;5109;1.19999;0.824482;1.01895;0.000950518;0.999981;0.161279;0.810239;0.216675;0.00426746;0.888356;0.996494;./core_621/iter_freqdep_13_9_2016_142234_212895875
0.5;0.85;0.5;0.1;0.49;5612;1.20304;0.83669;1.03108;0.00246537;0.999997;0.209409;0.638848;0.300336;0.00936369;0.829696;0.990935;./core_621/iter_freqdep_13_9_2016_142234_490671268
0.5;0.85;0.5;0.2;0.49;8816;1.20064;0.849228;1.03972;0.00839502;0.9999;0.286382;0.411174;0.450743;0.0279671;0.681582;0.97631;./core_621/iter_freqdep_13_9_2016_142234_799583518
0.5;0.85;0.5;0.5;0.49;16784;1.19696;0.862678;1.0424;0.0123308;0.9999;0.259791;0.133389;0.592194;0.0870376;0.371844;0.933442;./core_621/iter_freqdep_13_9_2016_142235_229803760
0.5;0.85;0.5;1;0.49;2975;1.25997;0.925025;1.08333;-0;0.634691;-0;-0;0.485417;0.0770801;0.701623;0.88269;./core_621/iter_freqdep_13_9_2016_142236_117509816
0.5;0.87;0.5;0.05;0.49;5083;1.19974;0.82477;1.01911;0.00109974;0.999984;0.169553;0.805576;0.227056;0.0046973;0.882687;0.996261;./core_621/iter_freqdep_13_9_2016_142236_291802987
0.5;0.87;0.5;0.1;0.49;5673;1.20245;0.836859;1.03101;0.00285488;1;0.219967;0.631203;0.314047;0.0103169;0.820401;0.990391;./core_621/iter_freqdep_13_9_2016_142236_746960566
0.5;0.87;0.5;0.2;0.49;9286;1.19927;0.848849;1.03881;0.00960393;0.9999;0.299218;0.402359;0.467075;0.0305682;0.663511;0.975268;./core_621/iter_freqdep_13_9_2016_142237_252285831
0.5;0.87;0.5;0.5;0.49;17631;1.19502;0.861426;1.04062;0.0135994;0.9999;0.268212;0.126591;0.602975;0.0927363;0.340932;0.931692;./core_621/iter_freqdep_13_9_2016_142238_445804
0.5;0.87;0.5;1;0.49;2966;1.25811;0.922766;1.08095;-0;0.629723;-0;-0;0.495034;0.082277;0.690138;0.878325;./core_621/iter_freqdep_13_9_2016_142238_779026803
0.5;0.89;0.5;0.05;0.49;5067;1.1995;0.825044;1.01926;0.00126189;0.999987;0.177744;0.800979;0.237271;0.00514204;0.877066;0.996026;./core_622/iter_freqdep_13_9_2016_142234_203394034
0.5;0.89;0.5;0.1;0.49;5848;1.20185;0.837008;1.03092;0.00327764;0.9999;0.230377;0.623762;0.327436;0.0113043;0.811129;0.989851;./core_622/iter_freqdep_13_9_2016_142234_485076745
0.5;0.89;0.5;0.2;0.49;9770;1.19794;0.848474;1.0379;0.0108884;0.9999;0.311666;0.393872;0.482604;0.0332153;0.645498;0.97427;./core_622/iter_freqdep_13_9_2016_142234_831339612
0.5;0.89;0.5;0.5;0.49;18489;1.19319;0.860262;1.03896;0.0148884;0.9999;0.276213;0.120016;0.612748;0.0983421;0.310507;0.930055;./core_622/iter_freqdep_13_9_2016_142235_478928952
0.5;0.89;0.5;1;0.49;2953;1.25634;0.920614;1.07869;-0;0.62471;-0;-0;0.503865;0.0874176;0.679123;0.874094;./core_622/iter_freqdep_13_9_2016_142236_270372576
0.5;0.91;0.5;0.05;0.49;5057;1.19925;0.825306;1.0194;0.00143713;0.999989;0.18585;0.796449;0.247318;0.00560095;0.87149;0.99579;./core_622/iter_freqdep_13_9_2016_142236_426114757
0.5;0.91;0.5;0.1;0.49;5936;1.20124;0.837138;1.0308;0.00373373;0.9999;0.240635;0.616524;0.340501;0.0123209;0.801882;0.989317;./core_622/iter_freqdep_13_9_2016_142236_705144260
0.5;0.91;0.5;0.2;0.49;10265;1.19664;0.848105;1.037;0.0122445;0.9999;0.323727;0.385688;0.49736;0.0359007;0.627553;0.973315;./core_622/iter_freqdep_13_9_2016_142237_16946091
0.5;0.91;0.5;0.5;0.49;19355;1.19147;0.85918;1.03738;0.0161929;0.9999;0.283819;0.113652;0.621609;0.103849;0.280569;0.928522;./core_622/iter_freqdep_13_9_2016_142237_494949802
0.5;0.91;0.5;1;0.49;2935;1.25466;0.918562;1.07653;-0;0.619668;-0;-0;0.51198;0.092496;0.668561;0.86999;./core_622/iter_freqdep_13_9_2016_142238_398862475
0.5;0.93;0.5;0.05;0.49;5054;1.19899;0.825556;1.01952;0.00162559;0.999991;0.19387;0.791985;0.257201;0.00607339;0.865958;0.995554;./core_623/iter_freqdep_13_9_2016_142234_226437762
0.5;0.93;0.5;0.1;0.49;6037;1.20063;0.837251;1.03067;0.00422319;0.9999;0.250737;0.609479;0.353247;0.0133662;0.792661;0.988789;./core_623/iter_freqdep_13_9_2016_142234_515525530
0.5;0.93;0.5;0.2;0.49;10772;1.19537;0.847745;1.03611;0.0136684;0.9999;0.335404;0.377783;0.511375;0.0386174;0.609688;0.972403;./core_623/iter_freqdep_13_9_2016_142234_831427511
0.5;0.93;0.5;0.5;0.49;20229;1.18984;0.858174;1.0359;0.0175084;0.9999;0.291055;0.107487;0.629646;0.109252;0.251117;0.927085;./core_623/iter_freqdep_13_9_2016_142235_479184044
0.5;0.93;0.5;1;0.49;2913;1.25306;0.916603;1.07447;-0;0.614612;-0;-0;0.519443;0.0975073;0.658434;0.866004;./core_623/iter_freqdep_13_9_2016_142236_447844561
0.5;0.95;0.5;0.05;0.49;5057;1.19874;0.825795;1.01963;0.00182739;0.999994;0.201803;0.787586;0.26692;0.00655869;0.860471;0.995317;./core_623/iter_freqdep_13_9_2016_142236_615805686
0.5;0.95;0.5;0.1;0.49;6147;1.20002;0.837347;1.03051;0.0047459;0.9999;0.260681;0.602622;0.365674;0.0144384;0.78347;0.988267;./core_623/iter_freqdep_13_9_2016_142236_905543507
0.5;0.95;0.5;0.2;0.49;11288;1.19414;0.847395;1.03523;0.0151558;0.9999;0.346702;0.370137;0.524679;0.0413589;0.591911;0.971534;./core_623/iter_freqdep_13_9_2016_142237_254372845
0.5;0.95;0.5;0.5;0.49;21110;1.18831;0.857237;1.0345;0.0188311;0.9999;0.297944;0.101511;0.636935;0.114548;0.222148;0.925737;./core_623/iter_freqdep_13_9_2016_142237_855527591
0.5;0.95;0.5;1;0.49;2889;1.25154;0.91473;1.07251;-0;0.609556;-0;-0;0.526312;0.102448;0.648725;0.862132;./core_623/iter_freqdep_13_9_2016_142238_880147991
0.5;0.97;0.5;0.05;0.49;5065;1.19847;0.826023;1.01972;0.00204259;0.999996;0.209649;0.783252;0.276476;0.0070562;0.855027;0.995079;./core_624/iter_freqdep_13_9_2016_142234_220131712
0.5;0.97;0.5;0.1;0.49;6269;1.19941;0.83743;1.03033;0.00530162;0.9999;0.270464;0.595946;0.377787;0.0155357;0.774308;0.987753;./core_624/iter_freqdep_13_9_2016_142234_503110111
0.5;0.97;0.5;0.2;0.49;11814;1.19294;0.847056;1.03437;0.0167023;0.9999;0.357628;0.362732;0.537304;0.0441192;0.574231;0.970705;./core_624/iter_freqdep_13_9_2016_142234_837390535
0.5;0.97;0.5;0.5;0.49;21997;1.18685;0.856365;1.03318;0.0201573;0.9999;0.304505;0.0957142;0.643547;0.119736;0.193658;0.924471;./core_624/iter_freqdep_13_9_2016_142235_497338663
0.5;0.97;0.5;1;0.49;2861;1.25008;0.91294;1.07062;-0;0.60451;-0;-0;0.532637;0.107314;0.639418;0.858366;./core_624/iter_freqdep_13_9_2016_142236_446972342
0.5;0.99;0.5;0.05;0.49;5079;1.19821;0.826241;1.01981;0.00227121;0.999998;0.217406;0.778983;0.285871;0.00756533;0.849626;0.994842;./core_624/iter_freqdep_13_9_2016_142236_612814132
0.5;0.99;0.5;0.1;0.49;6399;1.1988;0.837499;1.03014;0.00588995;0.9999;0.280083;0.589444;0.389587;0.0166561;0.765179;0.987247;./core_624/iter_freqdep_13_9_2016_142236_910950414
0.5;0.99;0.5;0.2;0.49;12349;1.19178;0.846729;1.03352;0.0183036;0.9999;0.368189;0.35555;0.549281;0.0468927;0.556655;0.969916;./core_624/iter_freqdep_13_9_2016_142237_242731744
0.5;0.99;0.5;0.5;0.49;22890;1.18548;0.855553;1.03193;0.0214838;0.9999;0.31076;0.0900883;0.649543;0.124814;0.165643;0.923282;./core_624/iter_freqdep_13_9_2016_142237_852098264
0.5;0.99;0.5;1;0.49;2839;1.2487;0.911225;1.06882;-0;0.599485;-0;-0;0.538466;0.112105;0.630496;0.854702;./core_624/iter_freqdep_13_9_2016_142238_868724166
0.5;0.01;0.5;0.05;0.51;1000000;1.21673;0.775893;0.988946;6.69988e-06;0.832546;8.86492e-05;0.553288;0.000164134;5.10933e-06;0.9999;1;./core_625/iter_freqdep_13_9_2016_142234_263297609
0.5;0.01;0.5;0.1;0.51;1000000;1.2141;0.771323;0.978184;6.42066e-06;0.830843;8.2479e-05;0.509339;0.000164737;4.86843e-06;0.9999;1;./core_625/iter_freqdep_13_9_2016_142314_739155787
0.5;0.01;0.5;0.2;0.51;1000000;1.20859;0.76337;0.958104;5.61211e-06;0.833263;7.09038e-05;0.428501;0.000165357;4.18941e-06;0.9999;1;./core_625/iter_freqdep_13_9_2016_142355_149574927
0.5;0.01;0.5;0.5;0.51;1000000;1.19369;0.744715;0.908054;3.15421e-06;0.848026;4.06785e-05;0.230744;0.000166007;2.24989e-06;0.9999;1.00001;./core_625/iter_freqdep_13_9_2016_142531_983155599
0.5;0.01;0.5;1;0.51;1000000;1.17451;0.72123;0.844665;-0;0.862309;-0;-0;0.000167254;6.13403e-09;0.9999;1.00001;./core_625/iter_freqdep_13_9_2016_143341_254510243
0.5;0.03;0.5;0.05;0.51;1000000;1.21695;0.776814;0.989933;6.68032e-06;0.834903;9.02758e-05;0.564829;0.000166116;5.08477e-06;0.9999;1;./core_625/iter_freqdep_13_9_2016_144130_876091487
0.5;0.03;0.5;0.1;0.51;885;1.22232;0.756358;0.970888;7.02014e-06;0.712621;4.24013e-05;0.519703;9.99255e-05;7.14275e-06;0.9999;1;./core_625/iter_freqdep_13_9_2016_144851_426926093
0.5;0.03;0.5;0.2;0.51;1000000;1.21006;0.766254;0.961774;5.60189e-06;0.835496;7.21295e-05;0.436707;0.000167392;4.17562e-06;0.9999;1;./core_625/iter_freqdep_13_9_2016_144851_737028130
0.5;0.03;0.5;0.5;0.51;1000000;1.1974;0.750883;0.915863;3.16968e-06;0.849259;4.13152e-05;0.234541;0.000168215;2.25986e-06;0.9999;1;./core_625/iter_freqdep_13_9_2016_145737_268892489
0.5;0.03;0.5;1;0.51;1000000;1.18122;0.731849;0.8571;-0;0.861783;-0;-0;0.00016982;6.24048e-09;0.9999;1.00001;./core_625/iter_freqdep_13_9_2016_150420_987747539
0.5;0.05;0.5;0.05;0.51;1077;1.22643;0.764632;0.986746;8.28995e-06;0.725308;5.51984e-05;0.576587;0.000117125;8.24686e-06;0.9999;1;./core_626/iter_freqdep_13_9_2016_142234_229265942
0.5;0.05;0.5;0.1;0.51;1000000;1.21537;0.774543;0.982047;6.37625e-06;0.835729;8.54603e-05;0.530116;0.00016871;4.81694e-06;0.9999;1;./core_626/iter_freqdep_13_9_2016_142234_329073317
0.5;0.05;0.5;0.2;0.51;1000000;1.21154;0.769133;0.965436;5.58899e-06;0.837745;7.33653e-05;0.445009;0.000169419;4.15983e-06;0.9999;1;./core_626/iter_freqdep_13_9_2016_142314_959491946
0.5;0.05;0.5;0.5;0.51;1000000;1.20112;0.757038;0.923658;3.18634e-06;0.850412;4.19542e-05;0.238362;0.000170431;2.27073e-06;0.9999;1;./core_626/iter_freqdep_13_9_2016_142356_863072273
0.5;0.05;0.5;1;0.51;1000000;1.18793;0.742428;0.86949;-0;0.860907;-0;-0;0.00017245;6.35173e-09;0.9999;1.00001;./core_626/iter_freqdep_13_9_2016_142506_45580432
0.5;0.07;0.5;0.05;0.51;1087;1.22227;0.76438;0.985137;2.15234e-06;0.726985;1.08459e-05;0.588546;2.91529e-05;3.10346e-06;0.9999;1;./core_626/iter_freqdep_13_9_2016_142829_823544122
0.5;0.07;0.5;0.1;0.51;910;1.22343;0.759774;0.974982;5.08067e-06;0.716814;3.03387e-05;0.54079;7.30235e-05;5.48666e-06;0.9999;1;./core_626/iter_freqdep_13_9_2016_142830_571773888
0.5;0.07;0.5;0.2;0.51;1000000;1.21301;0.772008;0.969091;5.57325e-06;0.840015;7.46114e-05;0.453406;0.000171438;4.14192e-06;0.9999;1;./core_626/iter_freqdep_13_9_2016_142831_50625272
0.5;0.07;0.5;0.5;0.51;1000000;1.20483;0.76318;0.931441;3.20417e-06;0.851489;4.25955e-05;0.242207;0.000172655;2.28251e-06;0.9999;1;./core_626/iter_freqdep_13_9_2016_143334_174115495
0.5;0.07;0.5;1;0.51;1000000;1.19464;0.752972;0.881839;-0;0.859664;-0;-0;0.000175152;6.46834e-09;0.9999;1;./core_626/iter_freqdep_13_9_2016_143838_116718500
0.5;0.09;0.5;0.05;0.51;1000000;1.21759;0.779571;0.992873;6.60208e-06;0.842078;9.52654e-05;0.600505;0.000172021;4.99644e-06;0.9999;1;./core_627/iter_freqdep_13_9_2016_142234_232224560
0.5;0.09;0.5;0.1;0.51;1000000;1.21664;0.777754;0.985889;6.31776e-06;0.840715;8.85027e-05;0.551474;0.000172649;4.75487e-06;0.9999;1;./core_627/iter_freqdep_13_9_2016_142315_428635319
0.5;0.09;0.5;0.2;0.51;1000000;1.21447;0.774879;0.972739;5.55441e-06;0.842312;7.58679e-05;0.461902;0.000173448;4.1217e-06;0.9999;1;./core_627/iter_freqdep_13_9_2016_142355_689700845
0.5;0.09;0.5;0.5;0.51;1000000;1.20855;0.769311;0.939212;3.22317e-06;0.852493;4.3239e-05;0.246075;0.000174886;2.29516e-06;0.9999;1;./core_627/iter_freqdep_13_9_2016_142539_256886885
0.5;0.09;0.5;1;0.51;1000000;1.20135;0.763487;0.894154;-0;0.85805;-0;-0;0.000177932;6.59082e-09;0.9999;1;./core_627/iter_freqdep_13_9_2016_143300_384275030
0.5;0.11;0.5;0.05;0.51;1000000;1.2178;0.780488;0.993847;6.56912e-06;0.844512;9.69666e-05;0.612761;0.000173974;4.96186e-06;0.9999;1;./core_627/iter_freqdep_13_9_2016_144045_416099242
0.5;0.11;0.5;0.1;0.51;1000000;1.21727;0.779357;0.987802;6.28282e-06;0.843253;9.00477e-05;0.562377;0.000174605;4.71958e-06;0.9999;1;./core_627/iter_freqdep_13_9_2016_144830_518581998
0.5;0.11;0.5;0.2;0.51;1000000;1.21593;0.777747;0.976381;5.53225e-06;0.844641;7.71351e-05;0.470498;0.000175448;4.09899e-06;0.9999;1;./core_627/iter_freqdep_13_9_2016_145600_103304526
0.5;0.11;0.5;0.5;0.51;1000000;1.21227;0.775432;0.946973;3.24329e-06;0.853429;4.3885e-05;0.249968;0.000177124;2.30867e-06;0.9999;1;./core_627/iter_freqdep_13_9_2016_150226_95358128
0.5;0.11;0.5;1;0.51;1000000;1.20806;0.773977;0.906439;-0;0.856043;-0;-0;0.000180799;6.71993e-09;0.9999;1;./core_627/iter_freqdep_13_9_2016_150916_984778667
0.5;0.13;0.5;0.05;0.51;1000000;1.21801;0.781405;0.994819;6.53252e-06;0.84697;9.86875e-05;0.625206;0.000175919;4.92457e-06;0.9999;1;./core_628/iter_freqdep_13_9_2016_142234_235332925
0.5;0.13;0.5;0.1;0.51;1000000;1.21789;0.780958;0.98971;6.24382e-06;0.845827;9.1609e-05;0.573435;0.000176551;4.68125e-06;0.9999;1;./core_628/iter_freqdep_13_9_2016_142314_433466918
0.5;0.13;0.5;0.2;0.51;1000000;1.21739;0.780612;0.980015;5.50646e-06;0.847008;7.84132e-05;0.479195;0.000177438;4.07357e-06;0.9999;1;./core_628/iter_freqdep_13_9_2016_142354_451100973
0.5;0.13;0.5;0.5;0.51;1000000;1.21599;0.781545;0.954727;3.26448e-06;0.8543;4.45333e-05;0.253885;0.00017937;2.32298e-06;0.9999;1;./core_628/iter_freqdep_13_9_2016_142548_115249291
0.5;0.13;0.5;1;0.51;1000000;1.21477;0.784449;0.918703;-0;0.853629;-0;-0;0.000183764;6.85639e-09;0.9999;1;./core_628/iter_freqdep_13_9_2016_143524_42102970
0.5;0.15;0.5;0.05;0.51;1000000;1.21821;0.782321;0.995787;6.49211e-06;0.849457;0.000100429;0.637845;0.000177856;4.88447e-06;0.9999;1;./core_628/iter_freqdep_13_9_2016_144532_819209186
0.5;0.15;0.5;0.1;0.51;1000000;1.21851;0.782558;0.991613;6.20053e-06;0.848441;9.31869e-05;0.584651;0.000178486;4.63973e-06;0.9999;1;./core_628/iter_freqdep_13_9_2016_145448_91757628
0.5;0.15;0.5;0.2;0.51;1000000;1.21884;0.783475;0.983644;5.47673e-06;0.849421;7.97025e-05;0.487996;0.000179416;4.04519e-06;0.9999;1;./core_628/iter_freqdep_13_9_2016_150341_815980249
0.5;0.15;0.5;0.5;0.51;1000000;1.21971;0.787651;0.962474;3.28663e-06;0.855114;4.51841e-05;0.257827;0.000181623;2.33801e-06;0.9999;0.999999;./core_628/iter_freqdep_13_9_2016_151050_270461150
0.5;0.15;0.5;1;0.51;325;1.21633;0.751142;0.879694;-0;0.662564;-0;-0;4.1962e-05;4.82226e-10;0.9999;1;./core_628/iter_freqdep_13_9_2016_151804_197275702
0.5;0.17;0.5;0.05;0.51;1000000;1.21841;0.783238;0.996752;6.44775e-06;0.851974;0.000102191;0.650681;0.000179784;4.84143e-06;0.9999;1;./core_629/iter_freqdep_13_9_2016_142248_874902925
0.5;0.17;0.5;0.1;0.51;1000000;1.21912;0.784158;0.99351;6.15269e-06;0.8511;9.47819e-05;0.596028;0.000180411;4.59482e-06;0.9999;1;./core_629/iter_freqdep_13_9_2016_142328_607215249
0.5;0.17;0.5;0.2;0.51;1000000;1.22028;0.786337;0.987266;5.44267e-06;0.851887;8.10031e-05;0.496902;0.000181381;4.01358e-06;0.9999;0.999999;./core_629/iter_freqdep_13_9_2016_142405_787419004
0.5;0.17;0.5;0.5;0.51;1000000;1.22343;0.793752;0.970217;3.30961e-06;0.855878;4.58375e-05;0.261793;0.000183881;2.35368e-06;0.9999;0.999998;./core_629/iter_freqdep_13_9_2016_142638_614473603
0.5;0.17;0.5;1;0.51;335;1.22748;0.764225;0.895016;-0;0.663886;-0;-0;7.74169e-05;1.35857e-09;0.9999;1;./core_629/iter_freqdep_13_9_2016_143718_839149131
0.5;0.19;0.5;0.05;0.51;1160;1.22861;0.771296;0.994339;1.61681e-06;0.737998;7.77142e-06;0.663878;2.26312e-05;2.55337e-06;0.9999;1;./core_629/iter_freqdep_13_9_2016_143951_13414744
0.5;0.19;0.5;0.1;0.51;1000000;1.21973;0.785757;0.995403;6.10002e-06;0.85381;9.63944e-05;0.607569;0.000182323;4.54631e-06;0.9999;1;./core_629/iter_freqdep_13_9_2016_144212_118241172
0.5;0.19;0.5;0.2;0.51;1000000;1.22172;0.789198;0.990882;5.40385e-06;0.854417;8.23153e-05;0.505916;0.000183332;3.9784e-06;0.9999;0.999999;./core_629/iter_freqdep_13_9_2016_145301_847944389
0.5;0.19;0.5;0.5;0.51;1000000;1.22716;0.79985;0.977957;3.33323e-06;0.8566;4.64935e-05;0.265785;0.000186146;2.36982e-06;0.9999;0.999998;./core_629/iter_freqdep_13_9_2016_150230_660200315
0.5;0.19;0.5;1;0.51;1000000;1.2349;0.815828;0.955452;-0;0.843771;-0;-0;0.000193347;7.31915e-09;0.9999;0.999995;./core_629/iter_freqdep_13_9_2016_151035_298470223
0.5;0.21;0.5;0.05;0.51;1000000;1.21881;0.785073;0.998674;6.34636e-06;0.857114;0.000105778;0.676968;0.000183613;4.74601e-06;0.9999;1;./core_630/iter_freqdep_13_9_2016_142249_356486058
0.5;0.21;0.5;0.1;0.51;1000000;1.22033;0.787357;0.997291;6.04217e-06;0.856575;9.80248e-05;0.619278;0.000184223;4.49397e-06;0.9999;0.999999;./core_630/iter_freqdep_13_9_2016_142330_329795667
0.5;0.21;0.5;0.2;0.51;1000000;1.22315;0.79206;0.994493;5.35976e-06;0.857021;8.36395e-05;0.515038;0.000185268;3.93927e-06;0.9999;0.999999;./core_630/iter_freqdep_13_9_2016_142412_389628050
0.5;0.21;0.5;0.5;0.51;1000000;1.23088;0.805947;0.985696;3.35725e-06;0.857291;4.71521e-05;0.269801;0.000188414;2.38628e-06;0.9999;0.999997;./core_630/iter_freqdep_13_9_2016_142615_935124686
0.5;0.21;0.5;1;0.51;1000000;1.24161;0.826304;0.967721;-0;0.839542;-0;-0;0.000196816;7.49494e-09;0.9999;0.999993;./core_630/iter_freqdep_13_9_2016_143248_585872123
0.5;0.23;0.5;0.05;0.51;1191;1.23145;0.773835;0.997862;1.70143e-06;0.742118;8.81235e-06;0.690599;2.44176e-05;2.58423e-06;0.9999;1;./core_630/iter_freqdep_13_9_2016_143923_395859045
0.5;0.23;0.5;0.1;0.51;1000000;1.22093;0.788958;0.999174;5.97878e-06;0.859405;9.96735e-05;0.631159;0.00018611;4.43752e-06;0.9999;0.999999;./core_630/iter_freqdep_13_9_2016_143924_549952384
0.5;0.23;0.5;0.2;0.51;1000000;1.22457;0.794922;0.998098;5.30984e-06;0.859711;8.49758e-05;0.524272;0.000187185;3.89579e-06;0.9999;0.999998;./core_630/iter_freqdep_13_9_2016_144544_123481164
0.5;0.23;0.5;0.5;0.51;1000000;1.2346;0.812045;0.993438;3.38137e-06;0.857964;4.78136e-05;0.273844;0.000190685;2.40281e-06;0.9999;0.999996;./core_630/iter_freqdep_13_9_2016_145152_595120945
0.5;0.23;0.5;1;0.51;1000000;1.24832;0.836806;0.98002;-0;0.8348;-0;-0;0.000200449;7.68385e-09;0.9999;0.999991;./core_630/iter_freqdep_13_9_2016_145706_270885791
