phhinit;c;pdhinit;d;v;time;vh_1;vd_1;vd_0;rdd;pdh;rhd;rhh;f_1;f_0;phh;vh_2;file
0.5;0.71;0.5;0.1;0.03;34204;1.00888;0.9905;1.00051;0.486822;0.238091;0.342497;0.0127037;0.34607;0.637277;9.64645e-06;0.986872;./core_42/iter_freqdep_13_9_2016_141702_577580259
0.5;0.71;0.5;0.2;0.03;14232;1.0088;0.990319;1.00048;0.458271;0.161153;0.209928;0.00348351;0.257238;0.733651;0.0001;0.973716;./core_42/iter_freqdep_13_9_2016_141704_449416958
0.5;0.71;0.5;0.5;0.03;13596;1.00836;0.990933;1.00049;0.27125;0.104144;0.0804747;0.000372856;0.177734;0.817168;0.0001;0.934187;./core_42/iter_freqdep_13_9_2016_141706_273928970
0.5;0.71;0.5;1;0.03;2648;1.00803;0.992703;1.00032;-0;0.0415015;-0;-0;0.108435;0.889136;0.308779;0.867858;./core_42/iter_freqdep_13_9_2016_141706_986662596
0.5;0.73;0.5;0.05;0.03;85111;1.00877;0.991;1.00057;0.457312;0.383747;0.533722;0.0459149;0.471894;0.493308;1.11387e-05;0.993439;./core_43/iter_freqdep_13_9_2016_141651_931591594
0.5;0.73;0.5;0.1;0.03;32459;1.00888;0.990475;1.0005;0.490318;0.232465;0.335778;0.011956;0.340338;0.643785;0.0001;0.986587;./core_43/iter_freqdep_13_9_2016_141655_676980957
0.5;0.73;0.5;0.2;0.03;13811;1.0088;0.9903;1.00047;0.461002;0.157463;0.205661;0.00327511;0.252645;0.738672;0.0001;0.97316;./core_43/iter_freqdep_13_9_2016_141657_657498113
0.5;0.73;0.5;0.5;0.03;13455;1.00835;0.990919;1.00048;0.272252;0.10187;0.0788518;0.000350831;0.174482;0.820658;0.0001;0.932814;./core_43/iter_freqdep_13_9_2016_141658_502994070
0.5;0.73;0.5;1;0.03;2588;1.00802;0.992694;1.00031;-0;0.0405978;-0;-0;0.106381;0.891303;0.309096;0.865127;./core_43/iter_freqdep_13_9_2016_141659_581243955
0.5;0.75;0.5;0.05;0.03;82876;1.00878;0.990971;1.00057;0.460465;0.375889;0.526085;0.0438207;0.466427;0.500124;2.3189e-05;0.993291;./core_43/iter_freqdep_13_9_2016_141700_9770222
0.5;0.75;0.5;0.1;0.03;30733;1.00888;0.990451;1.00049;0.493704;0.227138;0.32935;0.0112758;0.334827;0.650018;8.92497e-06;0.986306;./core_43/iter_freqdep_13_9_2016_141703_867482757
0.5;0.75;0.5;0.2;0.03;13488;1.00879;0.990282;1.00046;0.463623;0.153981;0.201611;0.00308526;0.248265;0.743449;0.0001;0.972613;./core_43/iter_freqdep_13_9_2016_141705_714780402
0.5;0.75;0.5;0.5;0.03;13333;1.00834;0.990906;1.00046;0.273205;0.099724;0.0773153;0.000330795;0.171391;0.823968;0.0001;0.931462;./core_43/iter_freqdep_13_9_2016_141706_892263099
0.5;0.75;0.5;1;0.03;2531;1.00802;0.992686;1.0003;-0;0.0397442;-0;-0;0.104432;0.893358;0.309411;0.862437;./core_43/iter_freqdep_13_9_2016_141707_570934651
0.5;0.77;0.5;0.05;0.03;80754;1.00878;0.990942;1.00056;0.463531;0.368395;0.518679;0.0418561;0.461102;0.506721;9.68092e-06;0.993146;./core_44/iter_freqdep_13_9_2016_141629_107849908
0.5;0.77;0.5;0.1;0.03;28995;1.00889;0.990428;1.00048;0.49699;0.222087;0.323202;0.010648;0.329524;0.655995;8.60517e-06;0.986029;./core_44/iter_freqdep_13_9_2016_141633_72341177
0.5;0.77;0.5;0.2;0.03;13243;1.00879;0.990265;1.00045;0.466141;0.150689;0.197762;0.00291183;0.244083;0.748001;0.0001;0.972075;./core_44/iter_freqdep_13_9_2016_141634_880794616
0.5;0.77;0.5;0.5;0.03;13219;1.00833;0.990893;1.00045;0.274111;0.0976954;0.0758579;0.000312511;0.168449;0.827114;0.0001;0.93013;./core_44/iter_freqdep_13_9_2016_141636_80336410
0.5;0.77;0.5;1;0.03;2478;1.00801;0.992678;1.00029;-0;0.0389364;-0;-0;0.10258;0.895308;0.309725;0.859786;./core_44/iter_freqdep_13_9_2016_141637_332335902
0.5;0.79;0.5;0.05;0.03;78741;1.00879;0.990915;1.00055;0.466508;0.36124;0.511493;0.0400193;0.455915;0.513108;9.01492e-06;0.993003;./core_44/iter_freqdep_13_9_2016_141637_698072620
0.5;0.79;0.5;0.1;0.03;27233;1.00889;0.990406;1.00047;0.50018;0.217292;0.317316;0.0100701;0.32442;0.661729;8.30951e-06;0.985757;./core_44/iter_freqdep_13_9_2016_141641_243297389
0.5;0.79;0.5;0.2;0.03;13072;1.00879;0.990249;1.00044;0.468562;0.147572;0.1941;0.00275304;0.240085;0.752342;0.0001;0.971545;./core_44/iter_freqdep_13_9_2016_141642_728004310
0.5;0.79;0.5;0.5;0.03;13115;1.00833;0.990881;1.00044;0.274975;0.0957749;0.0744739;0.000295782;0.165646;0.830107;0.0001;0.928818;./core_44/iter_freqdep_13_9_2016_141644_96258709
0.5;0.79;0.5;1;0.03;2427;1.008;0.992671;1.00028;-0;0.0381711;-0;-0;0.100818;0.897161;0.310038;0.857174;./core_44/iter_freqdep_13_9_2016_141645_287763355
0.5;0.81;0.5;0.05;0.03;76835;1.0088;0.990889;1.00055;0.469402;0.354403;0.504517;0.0383003;0.450862;0.519295;2.14741e-05;0.992862;./core_45/iter_freqdep_13_9_2016_141631_515657294
0.5;0.81;0.5;0.1;0.03;25417;1.00889;0.990385;1.00046;0.503278;0.212735;0.31168;0.00953437;0.319504;0.667234;0.0001;0.98549;./core_45/iter_freqdep_13_9_2016_141635_376532400
0.5;0.81;0.5;0.2;0.03;12965;1.00879;0.990234;1.00043;0.470891;0.144618;0.190613;0.00260733;0.236262;0.756485;0.0001;0.971023;./core_45/iter_freqdep_13_9_2016_141637_8162256
0.5;0.81;0.5;0.5;0.03;13022;1.00832;0.99087;1.00043;0.275798;0.0939543;0.0731579;0.000280441;0.162971;0.832957;0.0001;0.927525;./core_45/iter_freqdep_13_9_2016_141637_967138559
0.5;0.81;0.5;1;0.03;2379;1.00799;0.992664;1.00028;-0;0.0374448;-0;-0;0.0991389;0.898925;0.310349;0.8546;./core_45/iter_freqdep_13_9_2016_141638_807473360
0.5;0.83;0.5;0.05;0.03;75006;1.0088;0.990864;1.00054;0.472224;0.347861;0.497748;0.0366809;0.445937;0.525293;7.79586e-06;0.992724;./core_45/iter_freqdep_13_9_2016_141639_312209780
0.5;0.83;0.5;0.1;0.03;23505;1.00889;0.990366;1.00045;0.506282;0.208399;0.30627;0.00904744;0.314768;0.672521;2.62254e-05;0.985226;./core_45/iter_freqdep_13_9_2016_141642_839040945
0.5;0.83;0.5;0.2;0.03;12904;1.00879;0.990219;1.00042;0.473133;0.141814;0.187288;0.0024733;0.232601;0.760445;0.0001;0.970508;./core_45/iter_freqdep_13_9_2016_141644_413185605
0.5;0.83;0.5;0.5;0.03;12940;1.00832;0.990859;1.00042;0.276585;0.092226;0.0719052;0.000266338;0.160418;0.835676;0.0001;0.92625;./core_45/iter_freqdep_13_9_2016_141645_676340163
0.5;0.83;0.5;1;0.03;2334;1.00799;0.992657;1.00027;-0;0.0367547;-0;-0;0.0975376;0.900605;0.310658;0.852063;./core_45/iter_freqdep_13_9_2016_141646_901163434
0.5;0.85;0.5;0.05;0.03;73244;1.00881;0.99084;1.00053;0.474974;0.341594;0.491174;0.0351616;0.441136;0.53111;7.23856e-06;0.992587;./core_46/iter_freqdep_13_9_2016_141705_442550078
0.5;0.85;0.5;0.1;0.03;21425;1.0089;0.990347;1.00044;0.509206;0.204269;0.301087;0.00858906;0.310202;0.677604;7.54855e-06;0.984967;./core_46/iter_freqdep_13_9_2016_141710_310489332
0.5;0.85;0.5;0.2;0.03;12883;1.00879;0.990205;1.00041;0.475294;0.139149;0.184115;0.00234979;0.229093;0.764232;0.0001;0.970002;./core_46/iter_freqdep_13_9_2016_141711_876716829
0.5;0.85;0.5;0.5;0.03;12860;1.00831;0.990849;1.00042;0.277337;0.0905825;0.0707108;0.000253339;0.157975;0.838272;0.0001;0.924994;./core_46/iter_freqdep_13_9_2016_141712_771255607
0.5;0.85;0.5;1;0.03;2291;1.00798;0.99265;1.00026;-0;0.0360981;-0;-0;0.0960086;0.902208;0.310964;0.849562;./core_46/iter_freqdep_13_9_2016_141713_594377488
0.5;0.87;0.5;0.05;0.03;71582;1.00881;0.990816;1.00053;0.477653;0.335589;0.484789;0.033736;0.436459;0.53675;2.00387e-05;0.992453;./core_46/iter_freqdep_13_9_2016_141713_887700630
0.5;0.87;0.5;0.1;0.03;19088;1.0089;0.990328;1.00044;0.512046;0.200332;0.29611;0.0081668;0.305799;0.682492;7.33142e-06;0.984712;./core_46/iter_freqdep_13_9_2016_141719_582639585
0.5;0.87;0.5;0.2;0.03;12890;1.00879;0.990192;1.0004;0.477376;0.136613;0.181083;0.00223573;0.22573;0.767857;0.0001;0.969502;./core_46/iter_freqdep_13_9_2016_141720_491332178
0.5;0.87;0.5;0.5;0.03;12795;1.0083;0.990839;1.00041;0.278056;0.0890189;0.0695715;0.000241342;0.15564;0.840751;0.0001;0.923756;./core_46/iter_freqdep_13_9_2016_141721_330639640
0.5;0.87;0.5;1;0.03;2250;1.00798;0.992644;1.00026;-0;0.0354727;-0;-0;0.0945473;0.903738;0.311269;0.847096;./core_46/iter_freqdep_13_9_2016_141722_34154434
0.5;0.89;0.5;0.05;0.03;69982;1.00882;0.990793;1.00052;0.48027;0.329827;0.47859;0.0323909;0.431897;0.542225;1.96137e-05;0.99232;./core_47/iter_freqdep_13_9_2016_141659_133692407
0.5;0.89;0.5;0.1;0.03;16290;1.0089;0.990311;1.00043;0.514805;0.196575;0.291329;0.00777746;0.301551;0.687196;2.57033e-05;0.984461;./core_47/iter_freqdep_13_9_2016_141702_527198024
0.5;0.89;0.5;0.2;0.03;12917;1.00879;0.990179;1.0004;0.479385;0.134197;0.178184;0.00213019;0.222502;0.77133;0.0001;0.96901;./core_47/iter_freqdep_13_9_2016_141703_784080520
0.5;0.89;0.5;0.5;0.03;12736;1.0083;0.99083;1.0004;0.278746;0.0875288;0.0684832;0.00023024;0.153402;0.843124;0.0001;0.922536;./core_47/iter_freqdep_13_9_2016_141704_839255575
0.5;0.89;0.5;1;0.03;2210;1.00797;0.992639;1.00025;-0;0.0348764;-0;-0;0.0931495;0.9052;0.311571;0.844666;./core_47/iter_freqdep_13_9_2016_141705_946274096
0.5;0.91;0.5;0.05;0.03;68452;1.00882;0.990771;1.00051;0.482826;0.324296;0.472567;0.0311232;0.427449;0.54754;1.92126e-05;0.99219;./core_47/iter_freqdep_13_9_2016_141706_111842803
0.5;0.91;0.5;0.1;0.03;10629;1.0089;0.990294;1.00042;0.51755;0.192768;0.286434;0.007526;0.297306;0.691833;0.000967294;0.984198;./core_47/iter_freqdep_13_9_2016_141709_734555122
0.5;0.91;0.5;0.2;0.03;12956;1.00879;0.990167;1.00039;0.481324;0.131894;0.17541;0.00203236;0.219402;0.77466;0.0001;0.968525;./core_47/iter_freqdep_13_9_2016_141710_331660027
0.5;0.91;0.5;0.5;0.03;12687;1.00829;0.990821;1.00039;0.279406;0.0861075;0.0674427;0.00021995;0.151258;0.845395;0.0001;0.921332;./core_47/iter_freqdep_13_9_2016_141710_999964067
0.5;0.91;0.5;1;0.03;2173;1.00796;0.992633;1.00025;-0;0.034307;-0;-0;0.0918106;0.9066;0.311871;0.842269;./core_47/iter_freqdep_13_9_2016_141712_142028861
0.5;0.93;0.5;0.05;0.03;66985;1.00883;0.99075;1.00051;0.485322;0.318981;0.466713;0.0299301;0.423112;0.552702;3.23611e-05;0.992062;./core_48/iter_freqdep_13_9_2016_141626_445099372
0.5;0.93;0.5;0.1;0.03;10497;1.0089;0.99028;1.00042;0.519754;0.189882;0.282725;0.00724114;0.293982;0.695509;0.000980781;0.983953;./core_48/iter_freqdep_13_9_2016_141630_392325165
0.5;0.93;0.5;0.2;0.03;13005;1.00879;0.990155;1.00038;0.483196;0.129695;0.172753;0.00194153;0.216423;0.777856;0.0001;0.968047;./core_48/iter_freqdep_13_9_2016_141631_451390210
0.5;0.93;0.5;0.5;0.03;12640;1.00829;0.990812;1.00038;0.28004;0.0847497;0.0664466;0.000210389;0.1492;0.847573;0.0001;0.920146;./core_48/iter_freqdep_13_9_2016_141632_981561614
0.5;0.93;0.5;1;0.03;2137;1.00796;0.992628;1.00024;-0;0.0337629;-0;-0;0.0905274;0.90794;0.312168;0.839905;./core_48/iter_freqdep_13_9_2016_141634_223234817
0.5;0.95;0.5;0.05;0.03;65565;1.00883;0.99073;1.0005;0.487766;0.313869;0.461024;0.0288007;0.418879;0.557718;3.20637e-05;0.991935;./core_48/iter_freqdep_13_9_2016_141634_800648504
0.5;0.95;0.5;0.1;0.03;10384;1.0089;0.990266;1.00041;0.521935;0.1871;0.279139;0.00693876;0.290726;0.699114;0.000752275;0.983716;./core_48/iter_freqdep_13_9_2016_141639_282979254
0.5;0.95;0.5;0.2;0.03;13054;1.00879;0.990144;1.00037;0.485005;0.127593;0.170205;0.00185703;0.213558;0.780925;0.0001;0.967576;./core_48/iter_freqdep_13_9_2016_141640_287358037
0.5;0.95;0.5;0.5;0.03;12600;1.00828;0.990804;1.00038;0.280649;0.0834517;0.0654923;0.000201494;0.147223;0.849661;0.0001;0.918976;./core_48/iter_freqdep_13_9_2016_141641_204244701
0.5;0.95;0.5;1;0.03;2103;1.00795;0.992623;1.00024;-0;0.0332423;-0;-0;0.0892962;0.909225;0.312463;0.837574;./core_48/iter_freqdep_13_9_2016_141642_290208047
0.5;0.97;0.5;0.05;0.03;64203;1.00884;0.99071;1.0005;0.490159;0.308949;0.455495;0.0277305;0.41475;0.562593;1.81401e-05;0.991811;./core_49/iter_freqdep_13_9_2016_141705_346565616
0.5;0.97;0.5;0.1;0.03;10296;1.0089;0.990253;1.0004;0.524107;0.184414;0.27567;0.00660159;0.287519;0.702676;0.00015825;0.983489;./core_49/iter_freqdep_13_9_2016_141708_242879001
0.5;0.97;0.5;0.2;0.03;13102;1.00879;0.990134;1.00037;0.486754;0.125583;0.16776;0.0017783;0.2108;0.783876;0.0001;0.967111;./core_49/iter_freqdep_13_9_2016_141708_942118302
0.5;0.97;0.5;0.5;0.03;12573;1.00828;0.990796;1.00037;0.281233;0.0822103;0.0645778;0.000193208;0.145325;0.851666;0.0001;0.917822;./core_49/iter_freqdep_13_9_2016_141709_725003852
0.5;0.97;0.5;1;0.03;2071;1.00795;0.992618;1.00023;-0;0.0327438;-0;-0;0.088114;0.910458;0.312755;0.835275;./core_49/iter_freqdep_13_9_2016_141710_456708221
0.5;0.99;0.5;0.05;0.03;62887;1.00884;0.990691;1.00049;0.492499;0.304212;0.450117;0.0267208;0.410721;0.567334;1.7822e-05;0.991688;./core_49/iter_freqdep_13_9_2016_141710_619681497
0.5;0.99;0.5;0.1;0.03;12682;1.00891;0.990238;1.0004;0.526417;0.181521;0.271891;0.00632269;0.284083;0.706451;8.11087e-05;0.983257;./core_49/iter_freqdep_13_9_2016_141713_497309504
0.5;0.99;0.5;0.2;0.03;13152;1.00879;0.990124;1.00036;0.488446;0.123659;0.165414;0.00170485;0.208144;0.786713;0.0001;0.966653;./core_49/iter_freqdep_13_9_2016_141714_458118107
0.5;0.99;0.5;0.5;0.03;12545;1.00828;0.990789;1.00036;0.281796;0.0810206;0.0636998;0.000185468;0.143498;0.853592;0.0001;0.916684;./core_49/iter_freqdep_13_9_2016_141715_239195039
0.5;0.99;0.5;1;0.03;2039;1.00794;0.992613;1.00023;-0;0.0322661;-0;-0;0.0869782;0.911641;0.313044;0.833006;./core_49/iter_freqdep_13_9_2016_141715_985249378
0.5;0.01;0.5;0.05;0.05;12560;1.01835;0.980776;0.998959;0.000203773;0.739782;0.00118832;0.868377;0.00160238;0.000129545;0.999329;1;./core_50/iter_freqdep_13_9_2016_141705_350666363
0.5;0.01;0.5;0.1;0.05;9932;1.01818;0.98007;0.997911;0.000170324;0.731738;0.000930122;0.787095;0.00137447;0.000107848;0.999462;1;./core_50/iter_freqdep_13_9_2016_141706_77323076
0.5;0.01;0.5;0.2;0.05;7268;1.01779;0.978769;0.995898;0.000129947;0.723582;0.000651019;0.643677;0.00115408;8.09114e-05;0.999611;1;./core_50/iter_freqdep_13_9_2016_141706_707829891
0.5;0.01;0.5;0.5;0.05;4409;1.01669;0.975554;0.990699;5.66972e-05;0.713627;0.000242435;0.324276;0.000799628;3.31154e-05;0.999874;1;./core_50/iter_freqdep_13_9_2016_141707_247556672
0.5;0.01;0.5;1;0.05;2991;1.01513;0.971795;0.984254;-0;0.703049;-0;-0;0.000259849;1.68145e-08;0.9999;1;./core_50/iter_freqdep_13_9_2016_141707_730918977
0.5;0.03;0.5;0.05;0.05;15096;1.01862;0.981766;0.999941;0.000211044;0.755692;0.00134229;0.884783;0.00177859;0.000132228;0.999238;1;./core_50/iter_freqdep_13_9_2016_141707_969001991
0.5;0.03;0.5;0.1;0.05;12878;1.01877;0.981993;0.999875;0.000188443;0.754228;0.00115953;0.801148;0.00167341;0.000117027;0.999304;0.999999;./core_50/iter_freqdep_13_9_2016_141709_196134107
0.5;0.03;0.5;0.2;0.05;10295;1.01904;0.982447;0.999736;0.000149184;0.75204;0.000866639;0.654217;0.00148996;9.09065e-05;0.999417;0.999999;./core_50/iter_freqdep_13_9_2016_141710_86725912
0.5;0.03;0.5;0.5;0.05;6778;1.01974;0.983733;0.999251;8.64725e-05;0.740059;0.000423364;0.328505;0.00134949;4.98781e-05;0.999558;0.999998;./core_50/iter_freqdep_13_9_2016_141710_738585716
0.5;0.03;0.5;1;0.05;4484;1.02054;0.985856;0.998495;-0;0.704278;-0;-0;0.00123935;3.78522e-07;0.999702;0.999996;./core_50/iter_freqdep_13_9_2016_141711_184254596
0.5;0.05;0.5;0.05;0.05;21376;1.01882;0.982788;1.0009;0.000208064;0.781004;0.00152727;0.901442;0.00197462;0.000127426;0.999134;0.999998;./core_51/iter_freqdep_13_9_2016_141632_757511996
0.5;0.05;0.5;0.1;0.05;21188;1.01922;0.983961;1.00178;0.000189919;0.796988;0.00149308;0.815277;0.00207139;0.000113897;0.999089;0.999996;./core_51/iter_freqdep_13_9_2016_141634_402617891
0.5;0.05;0.5;0.2;0.05;21506;1.02002;0.986181;1.00346;0.000158838;0.821991;0.00139988;0.664459;0.00225339;9.23214e-05;0.999005;0.999993;./core_51/iter_freqdep_13_9_2016_141635_966182663
0.5;0.05;0.5;0.5;0.05;19935;1.02248;0.991809;1.00761;9.59528e-05;0.828821;0.000797047;0.332612;0.00230492;5.38155e-05;0.99901;0.999983;./core_51/iter_freqdep_13_9_2016_141637_703430476
0.5;0.05;0.5;1;0.05;17127;1.02565;0.999929;1.01275;-0;0.705497;-0;-0;0.00284016;1.97071e-06;0.999001;0.999964;./core_51/iter_freqdep_13_9_2016_141638_920221146
0.5;0.07;0.5;0.05;0.05;99925;1.01759;0.984824;1.00163;8.03905e-05;0.999002;0.0573363;0.823852;0.0622237;0.000530609;0.967656;0.999919;./core_51/iter_freqdep_13_9_2016_141640_277499839
0.5;0.07;0.5;0.1;0.05;62895;1.01797;0.986272;1.00288;0.000469775;0.999904;0.114842;0.672597;0.130794;0.00252045;0.92773;0.999671;./core_51/iter_freqdep_13_9_2016_141644_866201529
0.5;0.07;0.5;0.2;0.05;38737;1.0179;0.988077;1.0041;0.00533478;0.999007;0.240786;0.448332;0.293939;0.0163693;0.806033;0.99863;./core_51/iter_freqdep_13_9_2016_141648_431314595
0.5;0.07;0.5;0.5;0.05;122533;1.01706;0.99002;1.0047;0.0174184;0.999912;0.283602;0.154727;0.502752;0.088003;0.486041;0.99464;./core_51/iter_freqdep_13_9_2016_141650_563938246
0.5;0.07;0.5;1;0.05;27557;1.022;0.996259;1.00908;-0;0.658968;-0;-0;0.405144;0.076349;0.745114;0.991531;./core_51/iter_freqdep_13_9_2016_141656_70917227
0.5;0.09;0.5;0.05;0.05;62772;1.01755;0.985393;1.00209;0.000496663;0.999904;0.121257;0.749485;0.128276;0.00228886;0.930079;0.999777;./core_52/iter_freqdep_13_9_2016_141627_532552266
0.5;0.09;0.5;0.1;0.05;44267;1.01743;0.986864;1.00312;0.00557742;0.999008;0.260833;0.551661;0.277512;0.0130158;0.823772;0.999104;./core_52/iter_freqdep_13_9_2016_141630_686522591
0.5;0.09;0.5;0.2;0.05;179184;1.01548;0.98779;1.00266;0.0596726;0.999908;0.519687;0.2991;0.546609;0.0837478;0.447419;0.996981;./core_52/iter_freqdep_13_9_2016_141633_605670265
0.5;0.09;0.5;0.5;0.05;89536;1.01459;0.988917;1.00287;0.0573525;0.999947;0.399194;0.0606179;0.605392;0.196617;0.000997056;0.991793;./core_52/iter_freqdep_13_9_2016_141642_294255148
0.5;0.09;0.5;1;0.05;22174;1.02;0.99421;1.00703;-0;0.561326;-0;-0;0.496732;0.185346;0.570098;0.984803;./core_52/iter_freqdep_13_9_2016_141646_266584922
0.5;0.11;0.5;0.05;0.05;55696;1.01741;0.985845;1.00239;0.00199542;0.999905;0.193436;0.681205;0.198608;0.005794;0.88543;0.999577;./core_52/iter_freqdep_13_9_2016_141647_748540097
0.5;0.11;0.5;0.1;0.05;88317;1.01639;0.987083;1.00275;0.0273093;0.999906;0.440714;0.452172;0.432309;0.0379747;0.664955;0.998386;./core_52/iter_freqdep_13_9_2016_141650_611697431
0.5;0.11;0.5;0.2;0.05;163552;1.01349;0.987842;1.00145;0.165306;0.999918;0.670737;0.174478;0.649096;0.175509;0.000998509;0.996078;./core_52/iter_freqdep_13_9_2016_141654_628422578
0.5;0.11;0.5;0.5;0.05;38877;1.01494;0.989261;1.00346;0.0578143;0.999015;0.399999;0.0606036;0.606558;0.197223;2.82935e-05;0.990028;./core_52/iter_freqdep_13_9_2016_141701_852675831
0.5;0.11;0.5;1;0.05;16446;1.01874;0.992942;1.00576;-0;0.467572;-0;-0;0.504903;0.279033;0.469576;0.978909;./core_52/iter_freqdep_13_9_2016_141703_757615720
0.5;0.13;0.5;0.05;0.05;47753;1.01715;0.986182;1.00253;0.00587039;0.999011;0.275522;0.618676;0.273383;0.0118109;0.831058;0.999322;./core_53/iter_freqdep_13_9_2016_141705_360979845
0.5;0.13;0.5;0.1;0.05;267040;1.01478;0.987178;1.0018;0.0997362;0.999906;0.644747;0.346808;0.584082;0.0937129;0.380666;0.997704;./core_53/iter_freqdep_13_9_2016_141709_36353753
0.5;0.13;0.5;0.2;0.05;64557;1.0136;0.987949;1.00169;0.16588;0.999938;0.671961;0.175094;0.650193;0.175718;0.000991306;0.995394;./core_53/iter_freqdep_13_9_2016_141723_247587657
0.5;0.13;0.5;0.5;0.05;53602;1.01529;0.989601;1.00404;0.05804;0.999005;0.400786;0.0608322;0.607709;0.197361;0.0001;0.988287;./core_53/iter_freqdep_13_9_2016_141726_181853986
0.5;0.13;0.5;1;0.05;17541;1.01787;0.992045;1.00486;-0;0.392384;-0;-0;0.487602;0.355952;0.412019;0.973487;./core_53/iter_freqdep_13_9_2016_141728_729226692
0.5;0.15;0.5;0.05;0.05;48774;1.01674;0.986421;1.0025;0.014184;0.999009;0.36987;0.560913;0.352953;0.0213853;0.762089;0.999022;./core_53/iter_freqdep_13_9_2016_141729_716099848
0.5;0.15;0.5;0.1;0.05;262604;1.01323;0.987584;1.00098;0.218095;0.999951;0.769659;0.230164;0.663445;0.169876;0.000999033;0.997376;./core_53/iter_freqdep_13_9_2016_141732_175917041
0.5;0.15;0.5;0.2;0.05;65188;1.0137;0.988048;1.00193;0.166912;0.999005;0.673165;0.175213;0.651267;0.176389;5.79757e-05;0.994719;./core_53/iter_freqdep_13_9_2016_141743_199038548
0.5;0.15;0.5;0.5;0.05;135317;1.01555;0.989618;1.00431;0.0680936;0.94024;0.392065;0.055616;0.603388;0.215148;1.3041e-05;0.9863;./core_53/iter_freqdep_13_9_2016_141745_950892925
0.5;0.15;0.5;1;0.05;15769;1.01723;0.99139;1.00421;-0;0.335189;-0;-0;0.462833;0.418389;0.378025;0.968385;./core_53/iter_freqdep_13_9_2016_141751_775702771
0.5;0.17;0.5;0.05;0.05;90630;1.01618;0.986584;1.0023;0.0309185;0.999906;0.477016;0.506425;0.436465;0.0362764;0.671135;0.998698;./core_54/iter_freqdep_13_9_2016_141705_359620730
0.5;0.17;0.5;0.1;0.05;109901;1.01328;0.98763;1.0011;0.218818;0.999943;0.770986;0.230921;0.664489;0.170104;0.000995002;0.997045;./core_54/iter_freqdep_13_9_2016_141710_112289751
0.5;0.17;0.5;0.2;0.05;106549;1.0138;0.988147;1.00216;0.167471;0.999001;0.674342;0.175816;0.652331;0.176593;8.49441e-05;0.994052;./core_54/iter_freqdep_13_9_2016_141718_448147775
0.5;0.17;0.5;0.5;0.05;102353;1.01559;0.989112;1.00405;0.0920596;0.80409;0.367014;0.0432564;0.586132;0.262718;3.60978e-05;0.983854;./core_54/iter_freqdep_13_9_2016_141726_34259184
0.5;0.17;0.5;1;0.05;13856;1.01675;0.99089;1.00371;-0;0.291544;-0;-0;0.436968;0.469592;0.356867;0.96352;./core_54/iter_freqdep_13_9_2016_141732_586570174
0.5;0.19;0.5;0.05;0.05;170330;1.01541;0.986712;1.0019;0.0652451;0.999905;0.598389;0.44825;0.524664;0.0608356;0.53965;0.998376;./core_54/iter_freqdep_13_9_2016_141733_290101257
0.5;0.19;0.5;0.1;0.05;80513;1.01332;0.987672;1.00121;0.220099;0.999004;0.772301;0.231059;0.665512;0.1708;0.0001;0.996718;./core_54/iter_freqdep_13_9_2016_141741_149777067
0.5;0.19;0.5;0.2;0.05;158982;1.01399;0.987927;1.00221;0.186117;0.92778;0.660329;0.158008;0.644721;0.199191;2.82196e-05;0.99322;./core_54/iter_freqdep_13_9_2016_141744_788364205
0.5;0.19;0.5;0.5;0.05;80894;1.01557;0.988681;1.0038;0.111105;0.701883;0.344058;0.03422;0.566625;0.30578;3.13318e-05;0.981458;./core_54/iter_freqdep_13_9_2016_141751_774784502
0.5;0.19;0.5;1;0.05;12194;1.01636;0.990496;1.00331;-0;0.257653;-0;-0;0.412299;0.512137;0.343045;0.95884;./core_54/iter_freqdep_13_9_2016_141756_345621614
0.5;0.21;0.5;0.05;0.05;360857;1.01437;0.986937;1.00132;0.134557;0.999904;0.725948;0.372632;0.611946;0.103004;0.328939;0.998123;./core_55/iter_freqdep_13_9_2016_141705_428453759
0.5;0.21;0.5;0.1;0.05;95898;1.01337;0.987714;1.00132;0.220776;0.999003;0.773572;0.231821;0.666517;0.171009;7.60294e-05;0.996395;./core_55/iter_freqdep_13_9_2016_141721_518488334
0.5;0.21;0.5;0.2;0.05;135207;1.01417;0.987622;1.00218;0.20772;0.845702;0.640638;0.137133;0.632717;0.228385;1.98894e-05;0.992328;./core_55/iter_freqdep_13_9_2016_141725_886478322
0.5;0.21;0.5;0.5;0.05;66069;1.01553;0.98831;1.00357;0.126597;0.62276;0.323251;0.0275113;0.546441;0.344523;2.74571e-05;0.979117;./core_55/iter_freqdep_13_9_2016_141731_582730217
0.5;0.21;0.5;1;0.05;10820;1.01605;0.990178;1.00299;-0;0.230796;-0;-0;0.389577;0.547953;0.333643;0.954313;./core_55/iter_freqdep_13_9_2016_141734_471244359
0.5;0.23;0.5;0.05;0.05;499564;1.0131;0.987457;1.00072;0.250304;0.999925;0.824602;0.26411;0.673264;0.167945;0.000999493;0.998045;./core_55/iter_freqdep_13_9_2016_141735_82745639
0.5;0.23;0.5;0.1;0.05;151588;1.01341;0.987755;1.00143;0.221473;0.999001;0.774843;0.232543;0.667515;0.171227;5.87023e-05;0.996077;./core_55/iter_freqdep_13_9_2016_141756_428899565
